rtl_name,lut,ff,dsp,bram,uram
mul_64ns_66ns_125_2_1_U9,179,361,9,0,0
mux_21_64_1_1_U3,9,0,0,0,0
mux_21_64_1_1_U4,9,0,0,0,0
mux_21_8_1_1_U2,9,0,0,0,0
mux_253_64_1_1_U5,9,0,0,0,0
mux_253_64_1_1_U7,9,0,0,0,0
mux_257_8_1_1_U6,9,0,0,0,0
mux_257_8_1_1_U8,9,0,0,0,0
urem_64ns_4ns_64_68_seq_1_U1,469,779,0,0,0
add_ln21_fu_505_p2,71,0,0,0,0
add_ln28_1_fu_1091_p2,71,0,0,0,0
add_ln28_2_fu_907_p2,18,0,0,0,0
add_ln28_fu_901_p2,71,0,0,0,0
add_ln34_1_fu_1085_p2,71,0,0,0,0
add_ln34_fu_895_p2,71,0,0,0,0
and_ln18_1_fu_451_p2,16,0,0,0,0
and_ln18_fu_473_p2,16,0,0,0,0
and_ln33_1_fu_853_p2,16,0,0,0,0
and_ln33_2_fu_1064_p2,16,0,0,0,0
and_ln33_3_fu_1043_p2,16,0,0,0,0
and_ln33_fu_874_p2,16,0,0,0,0
and_ln39_1_fu_1137_p2,128,0,0,0,0
and_ln39_fu_1171_p2,2,0,0,0,0
empty_22_fu_511_p2,15,0,0,0,0
icmp_ln21_fu_1166_p2,29,0,0,0,0
icmp_ln24_fu_521_p2,11,0,0,0,0
icmp_ln25_fu_615_p2,29,0,0,0,0
icmp_ln28_1_fu_717_p2,29,0,0,0,0
icmp_ln28_2_fu_912_p2,29,0,0,0,0
icmp_ln28_fu_713_p2,29,0,0,0,0
icmp_ln32_1_fu_1014_p2,11,0,0,0,0
icmp_ln32_fu_824_p2,11,0,0,0,0
icmp_ln39_fu_1160_p2,29,0,0,0,0
lshr_ln25_1_fu_587_p2,35,0,0,0,0
lshr_ln25_fu_573_p2,35,0,0,0,0
lshr_ln26_1_fu_665_p2,950,0,0,0,0
lshr_ln26_fu_651_p2,950,0,0,0,0
lshr_ln30_1_fu_805_p2,35,0,0,0,0
lshr_ln30_3_fu_981_p2,35,0,0,0,0
lshr_ln30_4_fu_995_p2,35,0,0,0,0
lshr_ln30_fu_791_p2,35,0,0,0,0
n_1_fu_527_p2,16,0,0,0,0
or_ln33_1_fu_868_p2,16,0,0,0,0
or_ln33_2_fu_1079_p2,16,0,0,0,0
or_ln33_3_fu_1058_p2,16,0,0,0,0
or_ln33_fu_889_p2,16,0,0,0,0
or_ln39_fu_1153_p2,128,0,0,0,0
shl_ln18_1_fu_439_p2,35,0,0,0,0
shl_ln18_fu_461_p2,35,0,0,0,0
shl_ln33_1_fu_883_p2,35,0,0,0,0
shl_ln33_2_fu_862_p2,35,0,0,0,0
shl_ln33_3_fu_1031_p2,35,0,0,0,0
shl_ln33_4_fu_1073_p2,35,0,0,0,0
shl_ln33_5_fu_1052_p2,35,0,0,0,0
shl_ln33_fu_841_p2,35,0,0,0,0
shl_ln39_1_fu_1147_p2,423,0,0,0,0
shl_ln39_fu_1125_p2,423,0,0,0,0
xor_ln18_1_fu_445_p2,16,0,0,0,0
xor_ln18_fu_467_p2,16,0,0,0,0
xor_ln33_1_fu_1037_p2,16,0,0,0,0
xor_ln33_fu_847_p2,16,0,0,0,0
xor_ln39_fu_1131_p2,128,0,0,0,0
ap_NS_fsm_mux,435,0,0,0,0
cnt_1_0_reg_330_mux,9,0,0,0,0
cnt_1_ph_reg_374_mux,9,0,0,0,0
cnt_1_reg_386_mux,9,0,0,0,0
cnt_2_0_reg_351_mux,9,0,0,0,0
cnt_2_1_reg_362_mux,9,0,0,0,0
cnt_reg_306_mux,9,0,0,0,0
e_1_0_reg_341_mux,9,0,0,0,0
edges_0_address0_mux,13,0,0,0,0
edges_1_address0_mux,13,0,0,0,0
horizon_fu_132_mux,9,0,0,0,0
level_0_address0_mux,33,0,0,0,0
level_0_d0_mux,17,0,0,0,0
level_1_address0_mux,33,0,0,0,0
level_1_d0_mux,17,0,0,0,0
level_counts_address0_mux,21,0,0,0,0
level_counts_d0_mux,13,0,0,0,0
n_reg_318_mux,9,0,0,0,0
add_ln21_reg_1216,0,64,0,0,0
add_ln28_1_reg_1422,0,64,0,0,0
and_ln_reg_1181,0,1,0,0,0
ap_CS_fsm,0,88,0,0,0
cnt_1_0_reg_330,0,64,0,0,0
cnt_1_ph_reg_374,0,64,0,0,0
cnt_1_reg_386,0,64,0,0,0
cnt_2_0_reg_351,0,64,0,0,0
cnt_2_1_reg_362,0,64,0,0,0
cnt_reg_306,0,64,0,0,0
e_1_0_reg_341,0,64,0,0,0
empty_22_reg_1224,0,8,0,0,0
horizon_fu_132,0,64,0,0,0
icmp_ln25_reg_1256,0,1,0,0,0
icmp_ln32_1_reg_1399,0,1,0,0,0
level_0_addr_2_reg_1324,0,6,0,0,0
level_0_addr_3_reg_1389,0,6,0,0,0
level_0_addr_reg_1191,0,6,0,0,0
level_1_addr_2_reg_1329,0,6,0,0,0
level_1_addr_3_reg_1394,0,6,0,0,0
level_1_addr_reg_1196,0,6,0,0,0
level_counts_addr_1_reg_1437,0,3,0,0,0
lshr_ln29_1_reg_1359,0,53,0,0,0
lshr_ln2_reg_1314,0,57,0,0,0
lshr_ln30_2_reg_1379,0,57,0,0,0
n_1_reg_1235,0,9,0,0,0
n_reg_318,0,9,0,0,0
or_ln33_1_reg_1341,0,16,0,0,0
or_ln33_2_reg_1412,0,16,0,0,0
or_ln33_3_reg_1407,0,16,0,0,0
or_ln33_reg_1346,0,16,0,0,0
tmp_10_reg_1403,0,1,0,0,0
tmp_1_reg_1187,0,1,0,0,0
tmp_2_reg_1432,0,1,0,0,0
tmp_4_reg_1250,0,1,0,0,0
tmp_7_reg_1319,0,1,0,0,0
tmp_8_reg_1337,0,1,0,0,0
tmp_9_reg_1384,0,1,0,0,0
tmp_begin_reg_1275,0,64,0,0,0
tmp_dst_1_reg_1374,0,64,0,0,0
tmp_dst_reg_1309,0,64,0,0,0
tmp_end_reg_1281,0,64,0,0,0
trunc_ln26_reg_1260,0,1,0,0,0
trunc_ln28_reg_1294,0,11,0,0,0
