node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_272,empty,2,0,not_exist,not_exist,32,0,6
0_277,empty,2,0,not_exist,not_exist,3,0,0
0_282,empty,2,0,not_exist,not_exist,32,0,7
0_288,empty,2,0,not_exist,not_exist,64,0,0
0_293,empty,2,0,not_exist,not_exist,16,0,255
0_297,empty,2,0,not_exist,not_exist,16,0,65535
0_318,empty,2,0,not_exist,not_exist,32,0,1
0_327,empty,2,0,not_exist,not_exist,64,0,1
0_329,empty,2,0,not_exist,not_exist,32,0,0
0_331,empty,2,0,not_exist,not_exist,32,0,63
0_343,empty,2,0,not_exist,not_exist,8,0,1
0_350,empty,2,0,not_exist,not_exist,9,0,0
0_357,empty,2,0,not_exist,not_exist,9,0,256
0_360,empty,2,0,not_exist,not_exist,9,0,1
0_408,empty,2,0,not_exist,not_exist,7,0,0
0_440,empty,2,0,not_exist,not_exist,32,0,64
0_442,empty,2,0,not_exist,not_exist,32,0,127
0_478,empty,2,0,not_exist,not_exist,11,0,1
0_488,empty,2,0,not_exist,not_exist,32,0,11
0_541,empty,2,0,not_exist,not_exist,8,0,127
0_585,empty,2,0,not_exist,not_exist,64,0,2
0_690,empty,2,0,not_exist,not_exist,125,0,29514790517935282586
0_695,empty,2,0,not_exist,not_exist,32,0,67
0_698,empty,2,0,not_exist,not_exist,64,0,5
0_707,empty,2,0,not_exist,not_exist,6,0,0
0_710,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_714,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_728,empty,2,0,not_exist,not_exist,64,0,10
