node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_170,empty,2,0,not_exist,not_exist,32,0,1
0_175,empty,2,0,not_exist,not_exist,64,0,1
0_182,empty,2,0,not_exist,not_exist,32,0,7
0_186,empty,2,0,not_exist,not_exist,64,0,0
0_193,empty,2,0,not_exist,not_exist,3,0,0
0_196,empty,2,0,not_exist,not_exist,16,0,255
0_200,empty,2,0,not_exist,not_exist,16,0,65535
0_214,empty,2,0,not_exist,not_exist,32,0,0
0_216,empty,2,0,not_exist,not_exist,32,0,63
0_220,empty,2,0,not_exist,not_exist,4,0,0
0_226,empty,2,0,not_exist,not_exist,4,0,10
0_233,empty,2,0,not_exist,not_exist,4,0,1
0_241,empty,2,0,not_exist,not_exist,9,0,0
0_247,empty,2,0,not_exist,not_exist,9,0,256
0_250,empty,2,0,not_exist,not_exist,9,0,1
0_286,empty,2,0,not_exist,not_exist,32,0,64
0_288,empty,2,0,not_exist,not_exist,32,0,127
0_295,bfs_Pipeline_loop_neighbors,2,0,not_exist,not_exist,0,6,<constant bfs_Pipeline_loop_neighbors>
0_315,empty,2,0,not_exist,not_exist,9,0,26
0_321,empty,2,0,not_exist,not_exist,4,0,5
0_331,empty,2,0,not_exist,not_exist,6,0,0
0_334,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_338,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_356,empty,2,0,not_exist,not_exist,4,0,2
0_411,bfs_Pipeline_loop_neighbors1,2,0,not_exist,not_exist,0,6,<constant bfs_Pipeline_loop_neighbors1>
1_65,empty,2,0,not_exist,not_exist,32,0,1
1_95,empty,2,0,not_exist,not_exist,64,0,1
1_103,empty,2,0,not_exist,not_exist,64,0,0
1_111,empty,2,0,not_exist,not_exist,32,0,7
1_124,empty,2,0,not_exist,not_exist,3,0,0
1_131,empty,2,0,not_exist,not_exist,8,0,127
1_141,empty,2,0,not_exist,not_exist,16,0,255
1_145,empty,2,0,not_exist,not_exist,16,0,65535
2_65,empty,2,0,not_exist,not_exist,32,0,1
2_95,empty,2,0,not_exist,not_exist,64,0,1
2_103,empty,2,0,not_exist,not_exist,64,0,0
2_111,empty,2,0,not_exist,not_exist,32,0,7
2_124,empty,2,0,not_exist,not_exist,3,0,0
2_131,empty,2,0,not_exist,not_exist,8,0,127
2_141,empty,2,0,not_exist,not_exist,16,0,255
2_145,empty,2,0,not_exist,not_exist,16,0,65535
