edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_71,1,0_70,0_9,0
0_72,1,0_70,0_10,0
0_75,1,0_7,0_11,0
0_78,1,0_3,0_12,0
0_80,1,0_2,0_13,0
0_82,1,0_1,0_14,0
0_83,1,0_11,0_15,0
0_84,1,0_14,0_19,0
0_85,1,0_10,0_19,0
0_86,1,0_13,0_20,0
0_87,1,0_9,0_20,0
0_88,2,0_26,0_21,0
0_89,1,0_10,0_66,0
0_92,1,0_8,0_67,0
0_93,1,0_66,0_67,0
0_94,1,0_9,0_23,0
0_95,1,0_23,0_24,0
0_96,1,0_12,0_24,0
0_97,1,0_24,0_25,0
0_98,2,0_47,0_25,0
0_99,2,0_69,0_25,0
0_100,1,0_23,0_62,0
0_102,1,0_101,0_62,0
0_103,1,0_62,0_63,0
0_104,1,0_9,0_63,0
0_105,2,0_26,0_64,0
0_106,1,0_23,0_29,0
0_109,1,0_29,0_30,0
0_111,1,0_110,0_30,0
0_114,1,0_23,0_31,0
0_115,1,0_70,0_31,0
0_117,1,0_116,0_31,0
0_118,1,0_31,0_32,0
0_119,1,0_4,0_33,0
0_121,1,0_120,0_33,0
0_122,1,0_32,0_33,0
0_123,1,0_33,0_34,0
0_124,1,0_30,0_35,0
0_125,1,0_34,0_36,0
0_126,1,0_35,0_36,0
0_127,1,0_36,0_37,0
0_130,1,0_36,0_38,0
0_132,1,0_131,0_38,0
0_134,1,0_133,0_38,0
0_135,1,0_37,0_39,0
0_136,1,0_5,0_40,0
0_137,1,0_120,0_40,0
0_138,1,0_39,0_40,0
0_139,1,0_40,0_41,0
0_140,1,0_6,0_42,0
0_141,1,0_120,0_42,0
0_142,1,0_39,0_42,0
0_143,1,0_42,0_43,0
0_146,1,0_41,0_44,0
0_147,1,0_43,0_44,0
0_148,1,0_38,0_44,0
0_149,1,0_44,0_45,0
0_151,1,0_150,0_45,0
0_152,1,0_45,0_46,0
0_153,2,0_65,0_46,0
0_154,2,0_50,0_46,0
0_155,1,0_10,0_57,0
0_156,1,0_57,0_58,0
0_157,1,0_101,0_58,0
0_158,1,0_58,0_59,0
0_159,1,0_10,0_59,0
0_160,2,0_65,0_60,0
0_161,1,0_15,0_51,0
0_162,1,0_40,0_51,0
0_163,2,0_61,0_52,0
0_166,1,0_36,0_48,0
0_167,1,0_131,0_48,0
0_168,1,0_48,0_49,0
0_169,2,0_53,0_49,0
0_170,2,0_56,0_49,0
0_171,1,0_15,0_54,0
0_172,1,0_42,0_54,0
0_173,2,0_61,0_55,0
0_247,2,0_22,0_26,0
0_248,2,0_26,0_69,0
0_249,2,0_26,0_47,0
0_250,2,0_47,0_50,0
0_251,2,0_47,0_65,0
0_252,2,0_50,0_56,0
0_253,2,0_50,0_53,0
0_254,2,0_53,0_61,0
0_255,2,0_56,0_61,0
0_256,2,0_61,0_65,0
0_257,2,0_65,0_26,1
