rtl_name,lut,ff,dsp,bram,uram
grp_bfs_Pipeline_loop_neighbors1_fu_250,835,420,0,0,0
grp_bfs_Pipeline_loop_neighbors_fu_235,835,420,0,0,0
add_ln21_fu_334_p2,71,0,0,0,0
and_ln18_fu_320_p2,16,0,0,0,0
empty_fu_340_p2,15,0,0,0,0
icmp_ln25_1_fu_476_p2,29,0,0,0,0
icmp_ln25_fu_395_p2,29,0,0,0,0
icmp_ln28_2_fu_525_p2,29,0,0,0,0
icmp_ln28_fu_439_p2,29,0,0,0,0
icmp_ln39_fu_369_p2,29,0,0,0,0
lshr_ln26_1_fu_503_p2,950,0,0,0,0
lshr_ln26_fu_417_p2,950,0,0,0,0
n_1_fu_545_p2,16,0,0,0,0
or_ln26_fu_481_p2,7,0,0,0,0
select_ln28_1_fu_537_p3,64,0,0,0,0
select_ln28_fu_451_p3,64,0,0,0,0
shl_ln18_fu_308_p2,35,0,0,0,0
xor_ln18_fu_314_p2,16,0,0,0,0
ap_NS_fsm_mux,53,0,0,0,0
ap_phi_mux_cnt_2_phi_fu_224_p6_mux,9,0,0,0,0
cnt_1_reg_206_mux,9,0,0,0,0
cnt_2_reg_220_mux,13,0,0,0,0
cnt_reg_181_mux,9,0,0,0,0
edges_address0_mux,13,0,0,0,0
edges_address1_mux,13,0,0,0,0
edges_ce0_mux,13,0,0,0,0
edges_ce1_mux,13,0,0,0,0
horizon_fu_90_mux,9,0,0,0,0
level_address0_mux,29,0,0,0,0
level_ce0_mux,17,0,0,0,0
level_counts_address0_mux,13,0,0,0,0
level_counts_d0_mux,13,0,0,0,0
level_d0_mux,17,0,0,0,0
level_we0_mux,17,0,0,0,0
n_reg_194_mux,9,0,0,0,0
nodes_address0_mux,13,0,0,0,0
add_ln21_reg_598,0,64,0,0,0
ap_CS_fsm,0,12,0,0,0
cnt_1_0_loc_fu_106,0,64,0,0,0
cnt_1_reg_206,0,64,0,0,0
cnt_2_0_loc_fu_102,0,64,0,0,0
cnt_2_reg_220,0,64,0,0,0
cnt_5_0_loc_fu_98,0,64,0,0,0
cnt_8_0_loc_fu_94,0,64,0,0,0
cnt_reg_181,0,64,0,0,0
