edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_124,1,0_123,0_6,0
0_127,1,0_3,0_7,0
0_129,1,0_128,0_8,0
0_130,1,0_128,0_9,0
0_131,1,0_128,0_10,0
0_132,1,0_128,0_11,0
0_133,1,0_7,0_23,0
0_136,1,0_23,0_24,0
0_138,1,0_137,0_24,0
0_141,1,0_7,0_25,0
0_142,1,0_123,0_25,0
0_144,1,0_143,0_25,0
0_145,1,0_25,0_26,0
0_146,1,0_4,0_27,0
0_148,1,0_147,0_27,0
0_149,1,0_26,0_27,0
0_150,1,0_27,0_28,0
0_151,1,0_24,0_29,0
0_153,1,0_152,0_30,0
0_154,1,0_29,0_30,0
0_155,1,0_30,0_31,0
0_157,1,0_156,0_31,0
0_158,1,0_28,0_32,0
0_159,1,0_31,0_32,0
0_160,1,0_32,0_33,0
0_161,1,0_27,0_33,0
0_162,1,0_5,0_34,0
0_163,1,0_147,0_34,0
0_164,1,0_147,0_34,0
0_165,1,0_128,0_35,0
0_166,1,0_34,0_35,0
0_167,1,0_147,0_36,0
0_168,1,0_6,0_36,0
0_169,2,0_45,0_37,0
0_170,1,0_6,0_39,0
0_171,1,0_39,0_41,0
0_172,1,0_39,0_42,0
0_173,1,0_128,0_42,0
0_174,1,0_41,0_43,0
0_176,1,0_175,0_43,0
0_177,2,0_51,0_44,0
0_178,1,0_147,0_46,0
0_179,2,0_45,0_46,0
0_180,1,0_109,0_46,1
0_181,2,0_112,0_46,1
0_183,1,0_182,0_47,0
0_184,2,0_45,0_47,0
0_185,1,0_110,0_47,1
0_186,2,0_112,0_47,1
0_189,1,0_47,0_48,0
0_191,1,0_190,0_48,0
0_192,1,0_48,0_50,0
0_193,2,0_63,0_50,0
0_194,2,0_117,0_50,0
0_195,1,0_47,0_52,0
0_198,1,0_47,0_54,0
0_199,1,0_123,0_54,0
0_200,1,0_143,0_54,0
0_201,1,0_54,0_55,0
0_202,1,0_4,0_56,0
0_203,1,0_147,0_56,0
0_204,1,0_55,0_56,0
0_205,1,0_56,0_57,0
0_206,1,0_57,0_58,0
0_207,1,0_58,0_59,0
0_208,1,0_59,0_60,0
0_209,1,0_60,0_61,0
0_210,1,0_39,0_61,0
0_211,1,0_61,0_62,0
0_212,2,0_89,0_62,0
0_213,2,0_75,0_62,0
0_215,1,0_47,0_64,0
0_216,1,0_143,0_64,0
0_219,1,0_64,0_65,0
0_221,1,0_220,0_65,0
0_222,1,0_52,0_66,0
0_223,1,0_1,0_67,0
0_224,1,0_147,0_67,0
0_225,1,0_66,0_67,0
0_226,1,0_67,0_68,0
0_227,1,0_65,0_69,0
0_228,1,0_68,0_70,0
0_229,1,0_69,0_70,0
0_230,1,0_70,0_71,0
0_233,1,0_70,0_72,0
0_235,1,0_234,0_72,0
0_237,1,0_236,0_72,0
0_238,1,0_71,0_73,0
0_239,1,0_72,0_73,0
0_240,1,0_73,0_74,0
0_241,2,0_89,0_74,0
0_242,2,0_81,0_74,0
0_244,1,0_243,0_76,0
0_245,1,0_46,0_76,0
0_246,1,0_71,0_76,0
0_247,1,0_72,0_76,0
0_248,1,0_2,0_76,0
0_249,1,0_4,0_76,0
0_250,1,0_43,0_76,0
0_251,1,0_11,0_76,0
0_252,1,0_10,0_76,0
0_253,1,0_11,0_77,0
0_254,1,0_10,0_78,0
0_255,1,0_76,0_79,0
0_256,1,0_77,0_79,0
0_257,1,0_78,0_79,0
0_258,2,0_89,0_80,0
0_259,1,0_79,0_82,0
0_260,2,0_81,0_82,0
0_261,1,0_46,0_82,0
0_262,2,0_63,0_82,0
0_263,1,0_46,0_82,0
0_264,2,0_75,0_82,0
0_265,1,0_56,0_83,0
0_268,1,0_83,0_84,0
0_269,1,0_190,0_84,0
0_271,1,0_270,0_84,0
0_272,1,0_84,0_85,0
0_273,1,0_85,0_86,0
0_274,1,0_86,0_87,0
0_275,1,0_39,0_87,0
0_276,1,0_87,0_88,0
0_277,2,0_112,0_88,0
0_278,2,0_102,0_88,0
0_279,1,0_5,0_113,0
