node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_30,level_0_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,7,"['253', '254']","['0', '0']",0,0,0,0,0
0_34,level_1_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,10,"['259', '260']","['0', '0']",0,0,0,0,0
0_39,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,14,['266'],"['0', '1']",0,0,0,0,0
0_40,tmp,0,19,tmp_fu_435_p5,not_exist,not_exist,128,partset,0.00,16,"['268', '269', '271', '273', '275']","['1', '0']",0,0,0,0,0
0_41,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,17,"['276', '277', '845']","['1', '0']",0,0,0,0,0
0_42,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,15,"['278', '279']","['0', '0']",0,0,0,0,0
0_45,horizon_1,0,21,not_exist,not_exist,not_exist,64,load,0.00,19,"['281', '852']","['2', '0']",0,0,0,0,0
0_48,add_ln21,0,21,add_ln21_fu_455_p2,add,Adder,64,add,1.81,21,"['283', '284']","['2', '0']",71,0,0,0,0
0_49,empty,0,21,empty_fu_461_p2,add,Adder,8,add,1.35,22,"['285', '287']","['2', '0']",15,0,0,0,0
0_183,n_1,0,24,n_1_fu_661_p2,add,Adder,9,add,1.35,104,"['618', '620']","['12', '0']",16,0,0,0,0
0_63,level_0_load,0,25,not_exist,ram,RAM,8,load,2.26,32,['316'],"['3', '1']",0,0,0,0,0
0_66,icmp_ln25,0,25,icmp_ln25_fu_507_p2,icmp,Cmp,1,icmp,1.40,36,"['319', '320']","['4', '0']",29,0,0,0,0
0_70,nodes_load,0,26,not_exist,ram,RAM,128,load,2.26,39,['327'],"['4', '1']",0,0,0,0,0
