edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_142,1,0_3,0_7,0
0_144,1,0_143,0_8,0
0_145,1,0_143,0_9,0
0_148,1,0_7,0_23,0
0_150,1,0_149,0_23,0
0_152,1,0_151,0_23,0
0_153,1,0_23,0_24,0
0_154,1,0_7,0_25,0
0_155,1,0_25,0_26,0
0_156,2,0_31,0_26,0
0_157,2,0_35,0_26,0
0_158,1,0_4,0_28,0
0_160,1,0_159,0_28,0
0_161,1,0_24,0_28,0
0_163,1,0_162,0_29,0
0_164,1,0_28,0_29,0
0_165,2,0_43,0_30,0
0_166,1,0_5,0_32,0
0_167,1,0_159,0_32,0
0_168,1,0_24,0_32,0
0_169,1,0_162,0_33,0
0_170,1,0_32,0_33,0
0_171,2,0_43,0_34,0
0_172,1,0_149,0_36,0
0_173,1,0_6,0_37,0
0_174,1,0_159,0_37,0
0_175,1,0_159,0_37,0
0_176,1,0_37,0_38,0
0_179,1,0_38,0_39,0
0_180,1,0_143,0_39,0
0_182,1,0_181,0_39,0
0_184,1,0_183,0_39,0
0_185,1,0_39,0_40,0
0_186,1,0_37,0_40,0
0_187,1,0_159,0_41,0
0_188,1,0_36,0_41,0
0_189,2,0_54,0_42,0
0_190,1,0_36,0_44,0
0_191,1,0_44,0_46,0
0_192,1,0_44,0_47,0
0_193,1,0_44,0_48,0
0_194,1,0_44,0_49,0
0_195,1,0_143,0_49,0
0_196,1,0_48,0_50,0
0_198,1,0_197,0_50,0
0_199,1,0_47,0_51,0
0_201,1,0_200,0_51,0
0_202,1,0_46,0_52,0
0_204,1,0_203,0_52,0
0_205,2,0_60,0_53,0
0_206,1,0_159,0_55,0
0_207,2,0_54,0_55,0
0_208,1,0_113,0_55,1
0_209,2,0_116,0_55,1
0_211,1,0_210,0_56,0
0_212,2,0_54,0_56,0
0_213,1,0_114,0_56,1
0_214,2,0_116,0_56,1
0_217,1,0_56,0_57,0
0_219,1,0_218,0_57,0
0_220,1,0_57,0_59,0
0_221,2,0_71,0_59,0
0_222,2,0_134,0_59,0
0_223,1,0_56,0_61,0
0_226,1,0_56,0_63,0
0_227,1,0_149,0_63,0
0_228,1,0_151,0_63,0
0_229,1,0_63,0_64,0
0_230,1,0_4,0_65,0
0_231,1,0_159,0_65,0
0_232,1,0_64,0_65,0
0_233,1,0_65,0_66,0
0_234,1,0_66,0_67,0
0_235,1,0_67,0_68,0
0_236,1,0_68,0_69,0
0_237,1,0_44,0_69,0
0_238,1,0_69,0_70,0
0_239,2,0_95,0_70,0
0_240,2,0_83,0_70,0
0_242,1,0_56,0_72,0
0_243,1,0_151,0_72,0
0_246,1,0_72,0_73,0
0_248,1,0_247,0_73,0
0_249,1,0_61,0_74,0
0_250,1,0_1,0_75,0
0_251,1,0_159,0_75,0
0_252,1,0_74,0_75,0
0_253,1,0_75,0_76,0
0_254,1,0_73,0_77,0
0_255,1,0_76,0_78,0
0_256,1,0_77,0_78,0
0_257,1,0_78,0_79,0
0_260,1,0_78,0_80,0
0_262,1,0_261,0_80,0
0_264,1,0_263,0_80,0
0_265,1,0_79,0_81,0
0_266,1,0_80,0_81,0
0_267,1,0_81,0_82,0
0_268,2,0_95,0_82,0
0_269,2,0_87,0_82,0
0_271,1,0_270,0_84,0
0_272,1,0_55,0_84,0
0_273,1,0_79,0_84,0
0_274,1,0_80,0_84,0
0_275,1,0_2,0_84,0
0_276,1,0_4,0_84,0
0_277,1,0_5,0_84,0
0_278,1,0_52,0_84,0
0_279,1,0_9,0_84,0
0_280,1,0_9,0_85,0
0_281,2,0_95,0_86,0
0_282,1,0_85,0_88,0
0_283,2,0_87,0_88,0
0_284,1,0_55,0_88,0
0_285,2,0_71,0_88,0
0_286,1,0_55,0_88,0
0_287,2,0_83,0_88,0
0_288,1,0_5,0_89,0
0_289,1,0_159,0_89,0
0_290,1,0_64,0_89,0
0_291,1,0_89,0_90,0
0_292,1,0_90,0_91,0
0_293,1,0_91,0_92,0
0_294,1,0_92,0_93,0
0_295,1,0_44,0_93,0
0_296,1,0_93,0_94,0
0_297,2,0_116,0_94,0
0_298,2,0_108,0_94,0
0_301,1,0_51,0_117,0
0_303,1,0_302,0_117,0
0_306,1,0_50,0_118,0
0_307,1,0_149,0_118,0
0_309,1,0_308,0_118,0
0_310,1,0_118,0_119,0
0_311,1,0_6,0_120,0
