node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_30,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,8,"['181', '182']","['0', '0']",0,0,0,0,0
0_32,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,10,['186'],"['0', '1']",0,0,0,0,0
0_33,tmp,0,19,tmp_fu_376_p5,not_exist,not_exist,128,partset,0.00,12,"['188', '189', '190', '192', '194']","['1', '0']",0,0,0,0,0
0_34,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,13,"['195', '196', '658']","['1', '0']",0,0,0,0,0
0_35,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,11,"['197', '198']","['0', '0']",0,0,0,0,0
0_38,horizon_1,0,21,not_exist,not_exist,not_exist,64,load,0.00,15,"['200', '670']","['2', '0']",0,0,0,0,0
0_41,add_ln21,0,21,add_ln21_fu_396_p2,add,Adder,64,add,1.81,17,"['202', '203']","['2', '0']",71,0,0,0,0
0_42,empty,0,21,empty_fu_402_p2,add,Adder,8,add,1.35,18,"['204', '206']","['2', '0']",15,0,0,0,0
0_116,n_2,0,24,n_2_fu_563_p2,add,Adder,9,add,1.35,82,"['462', '464']","['11', '0']",16,0,0,0,0
0_56,level_load,0,25,not_exist,ram,RAM,8,load,2.26,26,['231'],"['3', '1']",0,0,0,0,0
0_59,icmp_ln25,0,25,icmp_ln25_fu_442_p2,icmp,Cmp,1,icmp,1.40,32,"['234', '235']","['4', '0']",29,0,0,0,0
0_65,nodes_0_load,0,26,not_exist,ram,RAM,128,load,2.26,36,['247'],"['4', '1']",0,0,0,0,0
0_68,nodes_1_load,0,26,not_exist,ram,RAM,128,load,2.26,38,['252'],"['4', '1']",0,0,0,0,0
0_70,tmp_begin,0,26,mux_21_64_1_1_U19,mux,Multiplexer,64,mux,0.84,42,"['255', '256', '257', '258']","['5', '0']",9,0,0,0,0
0_73,tmp_end,0,27,mux_21_64_1_1_U17,mux,Multiplexer,64,mux,0.84,45,"['270', '271', '272', '273']","['5', '0']",9,0,0,0,0
0_74,icmp_ln28,0,28,icmp_ln28_fu_472_p2,icmp,Cmp,1,icmp,1.40,46,"['274', '275']","['5', '0']",29,0,0,0,0
0_77,targetBlock,0,28,grp_bfs_Pipeline_loop_neighbors_fu_295,not_exist,not_exist,1,call,0.84,48,"['280', '281', '282', '283', '284', '285', '286', '287', '288', '661']","['5', '1']",501,413,0,0,0
0_78,cnt_1_0_loc_load,0,0,not_exist,not_exist,not_exist,64,load,0.00,49,"['289', '666']","['7', '0']",0,0,0,0,0
