edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_366,1,0_3,0_23,0
0_367,1,0_23,0_24,0
0_370,1,0_24,0_25,0
0_372,1,0_371,0_25,0
0_375,1,0_23,0_26,0
0_377,1,0_376,0_26,0
0_380,1,0_23,0_27,0
0_382,1,0_381,0_27,0
0_384,1,0_383,0_27,0
0_385,1,0_27,0_28,0
0_386,1,0_26,0_29,0
0_387,2,0_39,0_29,0
0_388,2,0_48,0_29,0
0_389,1,0_4,0_31,0
0_391,1,0_390,0_31,0
0_392,1,0_28,0_31,0
0_393,1,0_31,0_32,0
0_394,1,0_25,0_33,0
0_396,1,0_395,0_34,0
0_397,1,0_33,0_34,0
0_398,1,0_34,0_35,0
0_400,1,0_399,0_35,0
0_401,1,0_32,0_36,0
0_402,1,0_35,0_36,0
0_403,1,0_36,0_37,0
0_404,1,0_31,0_37,0
0_405,2,0_56,0_38,0
0_406,1,0_5,0_40,0
0_407,1,0_390,0_40,0
0_408,1,0_28,0_40,0
0_409,1,0_40,0_41,0
0_410,1,0_25,0_42,0
0_411,1,0_395,0_43,0
0_412,1,0_42,0_43,0
0_413,1,0_43,0_44,0
0_414,1,0_399,0_44,0
0_415,1,0_41,0_45,0
0_416,1,0_44,0_45,0
0_417,1,0_45,0_46,0
0_418,1,0_40,0_46,0
0_419,2,0_56,0_47,0
0_420,1,0_381,0_49,0
0_421,1,0_6,0_50,0
0_422,1,0_390,0_50,0
0_423,1,0_390,0_50,0
0_424,1,0_50,0_51,0
0_427,1,0_51,0_52,0
0_429,1,0_428,0_52,0
0_431,1,0_430,0_52,0
0_433,1,0_432,0_52,0
0_434,1,0_52,0_53,0
0_435,1,0_50,0_53,0
0_437,1,0_436,0_54,0
0_438,1,0_49,0_54,0
0_439,2,0_62,0_55,0
0_440,1,0_49,0_57,0
0_441,1,0_57,0_58,0
0_442,1,0_57,0_59,0
0_444,1,0_443,0_59,0
0_445,1,0_59,0_61,0
0_446,2,0_361,0_61,0
0_447,2,0_67,0_61,0
0_448,1,0_57,0_64,0
0_450,1,0_449,0_64,0
0_451,1,0_64,0_65,0
0_452,2,0_75,0_66,0
0_453,1,0_390,0_68,0
0_454,2,0_67,0_68,0
0_455,1,0_167,0_68,1
0_456,2,0_169,0_68,1
0_458,1,0_457,0_69,0
0_459,2,0_67,0_69,0
0_460,1,0_73,0_69,1
0_461,2,0_169,0_69,1
0_462,1,0_69,0_70,0
0_463,1,0_69,0_71,0
0_465,1,0_464,0_71,0
0_466,1,0_69,0_73,0
0_468,1,0_467,0_73,0
0_469,1,0_71,0_74,0
0_470,2,0_95,0_74,0
0_471,2,0_182,0_74,0
0_474,1,0_69,0_77,0
0_475,1,0_376,0_77,0
0_476,1,0_69,0_78,0
0_478,1,0_78,0_79,0
0_479,1,0_371,0_79,0
0_482,1,0_69,0_80,0
0_483,1,0_381,0_80,0
0_484,1,0_383,0_80,0
0_485,1,0_80,0_81,0
0_486,1,0_4,0_82,0
0_487,1,0_390,0_82,0
0_488,1,0_81,0_82,0
0_489,1,0_82,0_83,0
0_490,1,0_79,0_84,0
0_491,1,0_83,0_85,0
0_492,1,0_84,0_85,0
0_493,1,0_85,0_86,0
0_494,1,0_5,0_87,0
0_495,1,0_390,0_87,0
0_496,1,0_81,0_87,0
0_497,1,0_87,0_88,0
0_498,1,0_79,0_89,0
0_499,1,0_88,0_90,0
0_500,1,0_89,0_90,0
0_501,1,0_90,0_91,0
0_504,1,0_86,0_92,0
0_505,1,0_91,0_92,0
0_506,1,0_77,0_92,0
0_507,1,0_92,0_93,0
0_508,1,0_58,0_93,0
0_509,1,0_93,0_94,0
0_510,2,0_169,0_94,0
0_511,2,0_106,0_94,0
0_514,1,0_77,0_96,0
0_516,1,0_515,0_96,0
0_517,1,0_70,0_97,0
0_518,1,0_1,0_98,0
0_519,1,0_390,0_98,0
0_520,1,0_97,0_98,0
0_521,1,0_98,0_99,0
0_522,1,0_96,0_100,0
0_523,1,0_99,0_101,0
0_524,1,0_100,0_101,0
0_525,1,0_101,0_102,0
0_528,1,0_101,0_103,0
0_530,1,0_529,0_103,0
0_532,1,0_531,0_103,0
0_533,1,0_102,0_104,0
0_534,1,0_103,0_104,0
0_535,1,0_104,0_105,0
0_536,2,0_169,0_105,0
0_537,2,0_108,0_105,0
0_538,2,0_113,0_107,0
0_539,1,0_161,0_109,1
0_540,2,0_164,0_109,1
0_541,1,0_68,0_109,0
0_542,2,0_108,0_109,0
