node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_167,empty,2,0,not_exist,not_exist,32,0,1
0_169,empty,2,0,not_exist,not_exist,32,0,7
0_177,empty,2,0,not_exist,not_exist,64,0,0
0_180,empty,2,0,not_exist,not_exist,8,0,0
0_194,empty,2,0,not_exist,not_exist,64,0,1
0_205,empty,2,0,not_exist,not_exist,8,0,1
0_212,empty,2,0,not_exist,not_exist,9,0,0
0_220,empty,2,0,not_exist,not_exist,9,0,256
0_223,empty,2,0,not_exist,not_exist,9,0,1
0_262,empty,2,0,not_exist,not_exist,32,0,64
0_264,empty,2,0,not_exist,not_exist,32,0,127
0_321,empty,2,0,not_exist,not_exist,8,0,127
0_343,empty,2,0,not_exist,not_exist,64,0,2
0_347,empty,2,0,not_exist,not_exist,12,0,1
