node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,direction,if_type,array_size
0_1,nodes_0,1,0,not_exist,not_exist,128,0,1,128
0_2,nodes_1,1,0,not_exist,not_exist,128,0,1,128
0_3,edges,1,0,not_exist,not_exist,128,0,1,2048
0_4,starting_node,1,0,not_exist,not_exist,64,0,0,0
0_5,level,1,0,not_exist,not_exist,8,2,1,256
0_6,level_counts,1,0,not_exist,not_exist,128,2,1,5
1_1,cnt,1,0,not_exist,not_exist,64,0,0,0
1_2,tmp_begin,1,0,not_exist,not_exist,64,0,0,0
1_3,tmp_end,1,0,not_exist,not_exist,64,0,0,0
1_4,edges,1,0,not_exist,not_exist,128,0,1,2048
1_5,level,1,0,not_exist,not_exist,8,2,1,256
1_6,empty,1,0,not_exist,not_exist,8,0,0,0
1_7,cnt_1_out,1,0,not_exist,not_exist,64,1,0,0
2_1,cnt_3,1,0,not_exist,not_exist,64,0,0,0
2_2,tmp_begin_1,1,0,not_exist,not_exist,64,0,0,0
2_3,tmp_end_1,1,0,not_exist,not_exist,64,0,0,0
2_4,edges,1,0,not_exist,not_exist,128,0,1,2048
2_5,level,1,0,not_exist,not_exist,8,2,1,256
2_6,empty,1,0,not_exist,not_exist,8,0,0,0
2_7,cnt_5_out,1,0,not_exist,not_exist,64,1,0,0
