node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_33,level_load,0,18,not_exist,ram,RAM,16,load,2.26,6,['221'],"['0', '1']",0,0,0,0,0
0_35,shl_ln18,0,18,shl_ln18_fu_362_p2,shl,Shifter,16,shl,0.00,13,"['224', '225']","['1', '0']",35,0,0,0,0
0_36,xor_ln18,0,18,xor_ln18_fu_368_p2,xor,LogicGate,16,xor,0.00,14,"['226', '228']","['1', '0']",16,0,0,0,0
0_37,and_ln18,0,18,and_ln18_fu_374_p2,and,LogicGate,16,and,1.67,15,"['229', '230']","['1', '0']",16,0,0,0,0
0_38,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,16,"['231', '232', '770']","['1', '0']",0,0,0,0,0
0_40,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,8,['236'],"['0', '1']",0,0,0,0,0
0_41,tmp_s,0,19,tmp_s_fu_381_p5,not_exist,not_exist,128,partset,0.00,17,"['238', '239', '241', '243', '245']","['1', '0']",0,0,0,0,0
0_42,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,18,"['246', '247', '769']","['1', '0']",0,0,0,0,0
0_43,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,9,"['248', '249']","['0', '0']",0,0,0,0,0
0_46,horizon_1,0,39,not_exist,not_exist,not_exist,64,load,0.00,20,"['251', '774']","['2', '0']",0,0,0,0,0
0_51,add_ln21,0,21,add_ln21_fu_409_p2,add,Adder,64,add,1.81,24,"['255', '256']","['2', '0']",71,0,0,0,0
0_52,add_ln21_cast2,0,21,add_ln21_cast2_fu_415_p2,add,Adder,4,add,1.01,25,"['257', '259']","['2', '0']",13,0,0,0,0
0_53,add_ln21_cast,0,21,add_ln21_cast_fu_421_p2,add,Adder,2,add,0.85,26,"['260', '262']","['2', '0']",10,0,0,0,0
0_54,empty,0,21,empty_fu_427_p2,add,Adder,8,add,1.35,27,"['263', '265']","['2', '0']",15,0,0,0,0
0_62,n_1,0,24,n_1_fu_443_p2,add,Adder,9,add,1.35,33,"['280', '282']","['3', '0']",16,0,0,0,0
0_60,icmp_ln24,0,24,icmp_ln24_fu_437_p2,icmp,Cmp,1,icmp,0.90,32,"['277', '279']","['3', '0']",11,0,0,0,0
0_70,level_load_1,0,25,not_exist,ram,RAM,16,load,2.26,38,['298'],"['3', '1']",0,0,0,0,0
0_72,lshr_ln25,0,25,lshr_ln25_fu_508_p2,lshr,Shifter,16,lshr,0.00,51,"['300', '301']","['4', '0']",35,0,0,0,0
0_76,icmp_ln25,0,25,icmp_ln25_fu_526_p2,icmp,Cmp,1,icmp,2.00,55,"['305', '306']","['4', '0']",29,0,0,0,0
0_79,tmp_1,0,26,tmp_1_reg_1009,not_exist,not_exist,1,bitselect,0.00,57,"['311', '312', '313']","['4', '0']",0,1,0,0,0
0_84,nodes_0_load,0,26,not_exist,ram,RAM,256,load,2.26,61,['329'],"['4', '1']",0,0,0,0,0
0_86,lshr_ln26,0,26,lshr_ln26_fu_566_p2,lshr,Shifter,256,lshr,2.38,66,"['331', '332']","['5', '0']",950,0,0,0,0
0_89,nodes_1_load,0,26,not_exist,ram,RAM,256,load,2.26,63,['337'],"['4', '1']",0,0,0,0,0
0_91,lshr_ln26_1,0,26,lshr_ln26_1_fu_580_p2,lshr,Shifter,256,lshr,2.38,69,"['339', '340']","['5', '0']",950,0,0,0,0
