edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_169,1,0_168,0_8,0
0_172,1,0_4,0_9,0
0_174,1,0_173,0_10,0
0_175,1,0_173,0_11,0
0_176,1,0_173,0_12,0
0_177,1,0_173,0_13,0
0_178,1,0_9,0_29,0
0_181,1,0_29,0_30,0
0_183,1,0_182,0_30,0
0_186,1,0_9,0_31,0
0_187,1,0_168,0_31,0
0_189,1,0_188,0_31,0
0_190,1,0_31,0_32,0
0_191,1,0_5,0_33,0
0_193,1,0_192,0_33,0
0_194,1,0_32,0_33,0
0_195,1,0_33,0_34,0
0_196,1,0_30,0_35,0
0_198,1,0_197,0_36,0
0_199,1,0_35,0_36,0
0_200,1,0_36,0_37,0
0_202,1,0_201,0_37,0
0_203,1,0_34,0_38,0
0_204,1,0_37,0_38,0
0_205,1,0_38,0_39,0
0_206,1,0_33,0_39,0
0_207,1,0_6,0_40,0
0_208,1,0_192,0_40,0
0_209,1,0_192,0_40,0
0_210,1,0_173,0_41,0
0_211,1,0_40,0_41,0
0_213,1,0_212,0_42,0
0_214,1,0_8,0_42,0
0_215,2,0_49,0_43,0
0_216,1,0_8,0_45,0
0_217,1,0_45,0_46,0
0_219,1,0_218,0_46,0
0_220,1,0_46,0_48,0
0_221,2,0_165,0_48,0
0_222,2,0_55,0_48,0
0_223,1,0_45,0_50,0
0_224,1,0_45,0_52,0
0_226,1,0_225,0_52,0
0_227,1,0_52,0_53,0
0_228,2,0_62,0_54,0
0_229,1,0_192,0_56,0
0_230,2,0_55,0_56,0
0_231,1,0_95,0_56,1
0_232,2,0_97,0_56,1
0_234,1,0_233,0_57,0
0_235,2,0_55,0_57,0
0_236,1,0_60,0_57,1
0_237,2,0_97,0_57,1
0_238,1,0_57,0_58,0
0_240,1,0_239,0_58,0
0_241,1,0_57,0_60,0
0_243,1,0_242,0_60,0
0_244,1,0_58,0_61,0
0_245,2,0_75,0_61,0
0_246,2,0_104,0_61,0
0_247,1,0_57,0_63,0
0_249,1,0_63,0_65,0
0_250,1,0_182,0_65,0
0_253,1,0_57,0_66,0
0_254,1,0_168,0_66,0
0_255,1,0_188,0_66,0
0_256,1,0_66,0_67,0
0_257,1,0_5,0_68,0
0_258,1,0_192,0_68,0
0_259,1,0_67,0_68,0
0_260,1,0_68,0_69,0
0_261,1,0_65,0_70,0
0_262,1,0_69,0_71,0
0_263,1,0_70,0_71,0
0_264,1,0_71,0_72,0
0_265,1,0_72,0_73,0
0_266,1,0_50,0_73,0
0_267,1,0_73,0_74,0
0_268,2,0_97,0_74,0
0_269,2,0_88,0_74,0
0_270,1,0_1,0_76,0
0_271,1,0_192,0_76,0
0_272,1,0_67,0_76,0
0_273,1,0_76,0_77,0
0_274,1,0_77,0_78,0
0_275,1,0_2,0_79,0
0_276,1,0_192,0_79,0
0_277,1,0_67,0_79,0
0_278,1,0_79,0_80,0
0_279,1,0_80,0_81,0
0_282,1,0_78,0_82,0
0_283,1,0_81,0_82,0
0_284,1,0_63,0_82,0
0_287,1,0_77,0_83,0
0_289,1,0_288,0_83,0
0_291,1,0_290,0_83,0
0_293,1,0_80,0_84,0
0_294,1,0_288,0_84,0
0_295,1,0_290,0_84,0
0_297,1,0_83,0_85,0
0_298,1,0_84,0_85,0
0_299,1,0_63,0_85,0
0_300,1,0_82,0_86,0
0_301,1,0_85,0_86,0
0_302,1,0_86,0_87,0
0_303,2,0_97,0_87,0
0_304,2,0_94,0_87,0
0_306,1,0_305,0_89,0
0_307,1,0_56,0_89,0
0_308,1,0_82,0_89,0
0_309,1,0_85,0_89,0
0_310,1,0_3,0_89,0
0_311,1,0_5,0_89,0
0_312,1,0_52,0_89,0
0_313,1,0_13,0_89,0
0_314,1,0_12,0_89,0
0_315,1,0_13,0_90,0
0_316,1,0_12,0_91,0
0_317,1,0_89,0_92,0
0_318,1,0_90,0_92,0
0_319,1,0_91,0_92,0
0_320,2,0_97,0_93,0
0_321,1,0_92,0_95,0
0_322,2,0_94,0_95,0
0_323,1,0_56,0_95,0
0_324,2,0_75,0_95,0
0_325,1,0_56,0_95,0
0_326,2,0_88,0_95,0
0_327,2,0_62,0_96,0
0_330,1,0_45,0_98,0
0_331,1,0_168,0_98,0
0_333,1,0_332,0_98,0
0_334,1,0_98,0_99,0
0_335,1,0_7,0_100,0
0_336,1,0_192,0_100,0
0_337,1,0_99,0_100,0
0_338,1,0_56,0_101,0
0_339,1,0_100,0_101,0
0_340,1,0_56,0_102,0
0_341,1,0_192,0_102,0
0_342,1,0_102,0_103,0
0_343,2,0_107,0_103,0
0_344,2,0_163,0_103,0
0_345,2,0_167,0_162,0
0_346,1,0_45,0_105,0
0_348,1,0_347,0_105,0
0_349,2,0_114,0_106,0
0_350,2,0_167,0_164,0
0_351,1,0_192,0_108,0
0_352,2,0_107,0_108,0
0_353,1,0_147,0_108,1
0_354,2,0_149,0_108,1
0_355,1,0_233,0_109,0
0_356,2,0_107,0_109,0
0_357,1,0_112,0_109,1
0_358,2,0_149,0_109,1
0_359,1,0_109,0_110,0
0_360,1,0_239,0_110,0
0_361,1,0_109,0_112,0
0_362,1,0_242,0_112,0
0_363,1,0_110,0_113,0
0_364,2,0_127,0_113,0
0_365,2,0_158,0_113,0
0_366,1,0_109,0_115,0
0_368,1,0_115,0_117,0
0_369,1,0_182,0_117,0
0_371,1,0_109,0_118,0
0_372,1,0_168,0_118,0
0_373,1,0_188,0_118,0
0_374,1,0_118,0_119,0
0_375,1,0_5,0_120,0
0_376,1,0_192,0_120,0
0_377,1,0_119,0_120,0
0_378,1,0_120,0_121,0
0_379,1,0_117,0_122,0
0_380,1,0_121,0_123,0
0_381,1,0_122,0_123,0
0_382,1,0_123,0_124,0
0_383,1,0_124,0_125,0
0_384,1,0_53,0_125,0
0_385,1,0_125,0_126,0
0_386,2,0_149,0_126,0
0_387,2,0_140,0_126,0
0_388,1,0_1,0_128,0
0_389,1,0_192,0_128,0
0_390,1,0_119,0_128,0
0_391,1,0_128,0_129,0
0_392,1,0_129,0_130,0
0_393,1,0_2,0_131,0
0_394,1,0_192,0_131,0
0_395,1,0_119,0_131,0
0_396,1,0_131,0_132,0
0_397,1,0_132,0_133,0
0_399,1,0_130,0_134,0
0_400,1,0_133,0_134,0
0_401,1,0_115,0_134,0
0_403,1,0_129,0_135,0
0_404,1,0_288,0_135,0
0_405,1,0_290,0_135,0
0_407,1,0_132,0_136,0
0_408,1,0_288,0_136,0
0_409,1,0_290,0_136,0
0_411,1,0_135,0_137,0
0_412,1,0_136,0_137,0
0_413,1,0_115,0_137,0
0_414,1,0_134,0_138,0
0_415,1,0_137,0_138,0
0_416,1,0_138,0_139,0
0_417,2,0_149,0_139,0
0_418,2,0_146,0_139,0
0_420,1,0_419,0_141,0
0_421,1,0_108,0_141,0
0_422,1,0_134,0_141,0
0_423,1,0_137,0_141,0
0_424,1,0_3,0_141,0
0_425,1,0_5,0_141,0
0_426,1,0_105,0_141,0
0_427,1,0_11,0_141,0
0_428,1,0_10,0_141,0
0_429,1,0_11,0_142,0
0_430,1,0_10,0_143,0
0_431,1,0_141,0_144,0
0_432,1,0_142,0_144,0
0_433,1,0_143,0_144,0
0_434,2,0_149,0_145,0
0_435,1,0_144,0_147,0
0_436,2,0_146,0_147,0
0_437,1,0_108,0_147,0
0_438,2,0_127,0_147,0
0_439,1,0_108,0_147,0
0_440,2,0_140,0_147,0
0_441,2,0_114,0_148,0
0_444,1,0_45,0_150,0
0_446,1,0_445,0_150,0
0_447,1,0_150,0_151,0
0_449,1,0_448,0_151,0
0_452,1,0_151,0_152,0
0_453,1,0_332,0_152,0
0_455,1,0_454,0_152,0
0_456,1,0_152,0_153,0
0_457,1,0_6,0_154,0
0_458,1,0_192,0_154,0
0_459,1,0_153,0_154,0
0_460,1,0_108,0_155,0
0_461,1,0_154,0_155,0
0_462,1,0_108,0_156,0
0_463,1,0_192,0_156,0
0_464,1,0_156,0_157,0
0_465,2,0_161,0_157,0
0_466,2,0_163,0_157,0
0_467,1,0_105,0_159,0
0_468,1,0_8,0_159,0
0_469,2,0_49,0_160,0
0_653,2,0_44,0_49,0
0_654,2,0_49,0_55,0
0_655,2,0_49,0_165,0
0_656,2,0_55,0_62,0
0_657,2,0_62,0_104,0
0_658,2,0_62,0_75,0
0_659,2,0_75,0_88,0
0_660,2,0_75,0_97,0
0_661,2,0_88,0_94,0
0_662,2,0_88,0_97,0
0_663,2,0_94,0_97,0
0_664,2,0_97,0_62,1
0_665,2,0_104,0_163,0
0_666,2,0_104,0_107,0
0_667,2,0_107,0_114,0
0_668,2,0_114,0_158,0
0_669,2,0_114,0_127,0
0_670,2,0_127,0_140,0
0_671,2,0_127,0_149,0
0_672,2,0_140,0_146,0
0_673,2,0_140,0_149,0
0_674,2,0_146,0_149,0
0_675,2,0_149,0_114,1
0_676,2,0_158,0_163,0
0_677,2,0_158,0_161,0
0_678,2,0_161,0_49,1
0_679,2,0_163,0_167,0
0_680,2,0_165,0_167,0
0_681,4,0_34,0_39,0
0_682,4,0_69,0_89,0
0_683,4,0_121,0_141,0
0_684,4,0_89,0_90,0
0_685,4,0_89,0_91,0
