node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges
0_23,starting_node_read,0,10,not_exist,not_exist,not_exist,64,read,0.00,1,"['234', '235']"
0_24,lshr_ln,0,18,lshr_ln_fu_410_p4,not_exist,not_exist,7,partselect,0.00,2,"['237', '238', '240', '242']"
0_25,zext_ln18,0,18,zext_ln18_fu_420_p1,not_exist,not_exist,64,zext,0.00,3,['243']
0_26,trunc_ln18,0,18,trunc_ln18_fu_426_p1,not_exist,not_exist,1,trunc,0.00,4,['244']
0_27,br_ln18,0,18,not_exist,not_exist,not_exist,0,br,0.00,5,"['245', '246', '247']"
0_29,level_0_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,6,"['248', '250', '251']"
0_30,level_0_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,7,"['253', '254']"
0_31,br_ln18,0,18,not_exist,not_exist,not_exist,0,br,0.00,8,['255']
0_33,level_1_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,9,"['256', '257', '258']"
0_34,level_1_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,10,"['259', '260']"
0_35,br_ln18,0,18,not_exist,not_exist,not_exist,0,br,0.00,11,['261']
0_37,horizon,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,12,['262']
0_38,level_counts_0_addr,0,19,not_exist,not_exist,not_exist,2,getelementptr,0.00,13,"['263', '264', '265']"
0_39,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,14,['266']
0_40,tmp,0,19,tmp_fu_435_p5,not_exist,not_exist,128,partset,0.00,16,"['268', '269', '271', '273', '275']"
0_41,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,17,"['276', '277', '845']"
0_42,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,15,"['278', '279']"
0_43,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,18,['280']
0_45,horizon_1,0,21,not_exist,not_exist,not_exist,64,load,0.00,19,"['281', '852']"
0_47,trunc_ln21,0,21,trunc_ln21_fu_451_p1,not_exist,not_exist,8,trunc,0.00,20,['282']
