node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_273,empty,2,0,not_exist,not_exist,32,0,1
0_282,empty,2,0,not_exist,not_exist,3,0,0
0_288,empty,2,0,not_exist,not_exist,32,0,7
0_292,empty,2,0,not_exist,not_exist,64,0,0
0_297,empty,2,0,not_exist,not_exist,16,0,255
0_301,empty,2,0,not_exist,not_exist,16,0,65535
0_314,empty,2,0,not_exist,not_exist,64,0,1
0_316,empty,2,0,not_exist,not_exist,32,0,0
0_318,empty,2,0,not_exist,not_exist,32,0,63
0_322,empty,2,0,not_exist,not_exist,4,0,0
0_329,empty,2,0,not_exist,not_exist,4,0,10
0_335,empty,2,0,not_exist,not_exist,4,0,1
0_343,empty,2,0,not_exist,not_exist,9,0,0
0_349,empty,2,0,not_exist,not_exist,9,0,256
0_352,empty,2,0,not_exist,not_exist,9,0,1
0_383,empty,2,0,not_exist,not_exist,7,0,0
0_396,empty,2,0,not_exist,not_exist,32,0,64
0_398,empty,2,0,not_exist,not_exist,32,0,127
0_426,empty,2,0,not_exist,not_exist,6,0,0
0_431,empty,2,0,not_exist,not_exist,32,0,2
0_433,empty,2,0,not_exist,not_exist,32,0,11
0_476,empty,2,0,not_exist,not_exist,8,0,127
0_515,empty,2,0,not_exist,not_exist,9,0,26
0_522,empty,2,0,not_exist,not_exist,4,0,5
0_533,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_537,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_555,empty,2,0,not_exist,not_exist,4,0,2
