node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_34,tmp,0,18,tmp_reg_962,not_exist,not_exist,1,bitselect,0.00,6,"['225', '226', '228']","['0', '0']",0,1,0,0,0
0_40,level_0_load,0,18,not_exist,ram,RAM,16,load,2.26,11,['244'],"['0', '1']",0,0,0,0,0
0_42,shl_ln18_1,0,18,shl_ln18_1_fu_433_p2,shl,Shifter,16,shl,0.00,15,"['247', '248']","['1', '0']",35,0,0,0,0
0_43,xor_ln18_1,0,18,xor_ln18_1_fu_439_p2,xor,LogicGate,16,xor,0.00,16,"['249', '251']","['1', '0']",16,0,0,0,0
0_44,and_ln18_1,0,18,and_ln18_1_fu_445_p2,and,LogicGate,16,and,1.67,17,"['252', '253']","['1', '0']",16,0,0,0,0
0_45,level_0_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,18,"['254', '255', '848']","['1', '0']",0,0,0,0,0
0_49,level_1_load,0,18,not_exist,ram,RAM,16,load,2.26,13,['260'],"['0', '1']",0,0,0,0,0
0_51,shl_ln18,0,18,shl_ln18_fu_455_p2,shl,Shifter,16,shl,0.00,21,"['262', '263']","['1', '0']",35,0,0,0,0
0_52,xor_ln18,0,18,xor_ln18_fu_461_p2,xor,LogicGate,16,xor,0.00,22,"['264', '265']","['1', '0']",16,0,0,0,0
0_53,and_ln18,0,18,and_ln18_fu_467_p2,and,LogicGate,16,and,1.67,23,"['266', '267']","['1', '0']",16,0,0,0,0
0_54,level_1_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,24,"['268', '269', '849']","['1', '0']",0,0,0,0,0
0_59,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.14,28,"['275', '276']","['1', '0']",0,0,0,0,0
0_60,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,29,"['278', '279']","['1', '0']",0,0,0,0,0
0_63,horizon_1,0,21,not_exist,not_exist,not_exist,4,load,0.00,31,"['281', '856']","['2', '0']",0,0,0,0,0
0_64,icmp_ln21,0,21,icmp_ln21_fu_482_p2,icmp,Cmp,1,icmp,0.87,32,"['282', '284']","['2', '0']",9,0,0,0,0
0_70,conv20,0,21,conv20_fu_492_p2,not_exist,not_exist,4,or,0.00,35,"['289', '291']","['2', '0']",4,0,0,0,0
0_78,n_2,0,24,n_2_fu_508_p2,add,Adder,9,add,1.35,42,"['306', '308']","['3', '0']",16,0,0,0,0
0_76,icmp_ln24,0,24,icmp_ln24_fu_502_p2,icmp,Cmp,1,icmp,0.90,41,"['303', '305']","['3', '0']",11,0,0,0,0
0_89,level_0_load_1,0,25,not_exist,ram,RAM,16,load,2.26,47,['330'],"['3', '1']",0,0,0,0,0
0_91,lshr_ln25,0,25,lshr_ln25_fu_583_p2,lshr,Shifter,16,lshr,2.00,63,"['332', '333']","['4', '0']",35,0,0,0,0
0_94,level_1_load_1,0,25,not_exist,ram,RAM,16,load,2.26,49,['338'],"['3', '1']",0,0,0,0,0
0_96,lshr_ln25_1,0,25,lshr_ln25_1_fu_597_p2,lshr,Shifter,16,lshr,2.00,66,"['340', '341']","['4', '0']",35,0,0,0,0
0_98,tmp_4,0,25,mux_21_8_1_1_U25,mux,Multiplexer,8,mux,0.84,68,"['344', '345', '346', '347']","['4', '0']",9,0,0,0,0
0_99,icmp_ln25,0,25,icmp_ln25_fu_617_p2,icmp,Cmp,1,icmp,0.86,69,"['348', '349']","['4', '0']",11,0,0,0,0
0_102,tmp_5,0,26,tmp_5_reg_1042,not_exist,not_exist,1,bitselect,0.00,71,"['353', '354', '355']","['4', '0']",0,1,0,0,0
0_106,nodes_0_load,0,26,not_exist,ram,RAM,256,load,2.26,74,['365'],"['4', '1']",0,0,0,0,0
0_108,lshr_ln26,0,26,lshr_ln26_fu_647_p2,lshr,Shifter,256,lshr,2.38,79,"['367', '368']","['5', '0']",950,0,0,0,0
0_111,nodes_1_load,0,26,not_exist,ram,RAM,256,load,2.26,76,['373'],"['4', '1']",0,0,0,0,0
0_113,lshr_ln26_1,0,26,lshr_ln26_1_fu_661_p2,lshr,Shifter,256,lshr,2.38,82,"['375', '376']","['5', '0']",950,0,0,0,0
0_115,tmp_begin,0,26,mux_21_64_1_1_U26,mux,Multiplexer,64,mux,0.84,84,"['379', '380', '381', '382']","['5', '0']",9,0,0,0,0
0_118,tmp_end,0,27,mux_21_64_1_1_U27,mux,Multiplexer,64,mux,0.84,87,"['394', '395', '396', '397']","['5', '0']",9,0,0,0,0
0_119,icmp_ln28,0,28,icmp_ln28_fu_709_p2,icmp,Cmp,1,icmp,1.40,88,"['398', '399']","['6', '0']",29,0,0,0,0
0_122,_ln26,0,26,grp_bfs_Pipeline_loop_neighbors_fu_358,not_exist,not_exist,0,call,0.84,90,"['404', '405', '406', '407', '408', '409', '410', '411', '412', '413', '850', '851']","['6', '1']",1391,390,0,0,0
0_123,cnt_4_loc_load,0,0,not_exist,not_exist,not_exist,64,load,0.00,91,"['414', '854']","['8', '0']",0,0,0,0,0
0_132,level_counts_1_addr_write_ln39,0,39,not_exist,ram,RAM,0,store,1.14,53,"['433', '434']","['3', '0']",0,0,0,0,0
0_133,icmp_ln39,0,39,icmp_ln39_fu_544_p2,icmp,Cmp,1,icmp,1.40,54,"['435', '436']","['3', '0']",29,0,0,0,0
0_136,add_ln21,0,21,add_ln21_fu_550_p2,add,Adder,4,add,1.01,56,"['441', '443']","['3', '0']",13,0,0,0,0
0_143,n_3,0,24,n_3_fu_722_p2,add,Adder,9,add,1.35,98,"['456', '457']","['10', '0']",16,0,0,0,0
0_141,icmp_ln24_1,0,24,icmp_ln24_1_fu_716_p2,icmp,Cmp,1,icmp,0.90,97,"['454', '455']","['10', '0']",11,0,0,0,0
0_154,level_0_load_2,0,25,not_exist,ram,RAM,16,load,2.26,103,['477'],"['10', '1']",0,0,0,0,0
0_156,lshr_ln25_2,0,25,lshr_ln25_2_fu_810_p2,lshr,Shifter,16,lshr,2.00,123,"['479', '480']","['11', '0']",35,0,0,0,0
0_159,level_1_load_2,0,25,not_exist,ram,RAM,16,load,2.26,105,['485'],"['10', '1']",0,0,0,0,0
0_161,lshr_ln25_3,0,25,lshr_ln25_3_fu_824_p2,lshr,Shifter,16,lshr,2.00,126,"['487', '488']","['11', '0']",35,0,0,0,0
0_163,tmp_7,0,25,mux_21_8_1_1_U28,mux,Multiplexer,8,mux,0.84,128,"['490', '491', '492', '493']","['11', '0']",9,0,0,0,0
0_164,icmp_ln25_1,0,25,icmp_ln25_1_fu_844_p2,icmp,Cmp,1,icmp,0.86,129,"['494', '495']","['11', '0']",11,0,0,0,0
0_167,tmp_8,0,26,tmp_8_reg_1106,not_exist,not_exist,1,bitselect,0.00,131,"['499', '500', '501']","['11', '0']",0,1,0,0,0
0_171,nodes_0_load_1,0,26,not_exist,ram,RAM,256,load,2.26,134,['509'],"['11', '1']",0,0,0,0,0
0_173,lshr_ln26_2,0,26,lshr_ln26_2_fu_874_p2,lshr,Shifter,256,lshr,2.38,139,"['511', '512']","['12', '0']",950,0,0,0,0
0_176,nodes_1_load_1,0,26,not_exist,ram,RAM,256,load,2.26,136,['517'],"['11', '1']",0,0,0,0,0
0_178,lshr_ln26_3,0,26,lshr_ln26_3_fu_888_p2,lshr,Shifter,256,lshr,2.38,142,"['519', '520']","['12', '0']",950,0,0,0,0
0_180,tmp_begin_1,0,26,mux_21_64_1_1_U29,mux,Multiplexer,64,mux,0.84,144,"['522', '523', '524', '525']","['12', '0']",9,0,0,0,0
0_183,tmp_end_1,0,27,mux_21_64_1_1_U30,mux,Multiplexer,64,mux,0.84,147,"['534', '535', '536', '537']","['12', '0']",9,0,0,0,0
