node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_350,empty,2,0,not_exist,not_exist,32,0,7
0_356,empty,2,0,not_exist,not_exist,64,0,0
0_359,empty,2,0,not_exist,not_exist,8,0,0
0_369,empty,2,0,not_exist,not_exist,32,0,1
0_374,empty,2,0,not_exist,not_exist,64,0,1
0_377,empty,2,0,not_exist,not_exist,4,0,0
0_384,empty,2,0,not_exist,not_exist,4,0,10
0_390,empty,2,0,not_exist,not_exist,4,0,1
0_398,empty,2,0,not_exist,not_exist,9,0,0
0_406,empty,2,0,not_exist,not_exist,9,0,256
0_409,empty,2,0,not_exist,not_exist,9,0,1
0_445,empty,2,0,not_exist,not_exist,32,0,64
0_447,empty,2,0,not_exist,not_exist,32,0,127
0_476,empty,2,0,not_exist,not_exist,11,0,1
0_479,empty,2,0,not_exist,not_exist,1,0,1
0_489,empty,2,0,not_exist,not_exist,32,0,11
0_491,empty,2,0,not_exist,not_exist,32,0,63
0_497,empty,2,0,not_exist,not_exist,6,0,0
0_503,empty,2,0,not_exist,not_exist,32,0,10
0_548,empty,2,0,not_exist,not_exist,8,0,127
0_573,empty,2,0,not_exist,not_exist,64,0,2
0_663,empty,2,0,not_exist,not_exist,3,0,0
0_677,empty,2,0,not_exist,not_exist,4,0,2
0_925,empty,2,0,not_exist,not_exist,7,0,8
0_930,empty,2,0,not_exist,not_exist,32,0,3
0_932,empty,2,0,not_exist,not_exist,32,0,6
