edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_713,1,0_4,0_26,0
0_714,1,0_26,0_27,0
0_717,1,0_27,0_28,0
0_719,1,0_718,0_28,0
0_722,1,0_26,0_29,0
0_724,1,0_723,0_29,0
0_727,1,0_26,0_30,0
0_729,1,0_728,0_30,0
0_731,1,0_730,0_30,0
0_732,1,0_30,0_31,0
0_733,1,0_29,0_32,0
0_734,2,0_42,0_32,0
0_735,2,0_51,0_32,0
0_736,1,0_5,0_34,0
0_738,1,0_737,0_34,0
0_739,1,0_31,0_34,0
0_740,1,0_34,0_35,0
0_741,1,0_28,0_36,0
0_743,1,0_742,0_37,0
0_744,1,0_36,0_37,0
0_745,1,0_37,0_38,0
0_747,1,0_746,0_38,0
0_748,1,0_35,0_39,0
0_749,1,0_38,0_39,0
0_750,1,0_39,0_40,0
0_751,1,0_34,0_40,0
0_752,2,0_57,0_41,0
0_753,1,0_6,0_43,0
0_754,1,0_737,0_43,0
0_755,1,0_31,0_43,0
0_756,1,0_43,0_44,0
0_757,1,0_28,0_45,0
0_758,1,0_742,0_46,0
0_759,1,0_45,0_46,0
0_760,1,0_46,0_47,0
0_761,1,0_746,0_47,0
0_762,1,0_44,0_48,0
0_763,1,0_47,0_48,0
0_764,1,0_48,0_49,0
0_765,1,0_43,0_49,0
0_766,2,0_57,0_50,0
0_767,1,0_728,0_52,0
0_768,1,0_7,0_53,0
0_769,1,0_737,0_53,0
0_770,1,0_737,0_53,0
0_772,1,0_771,0_54,0
0_773,1,0_53,0_54,0
0_775,1,0_774,0_55,0
0_776,1,0_52,0_55,0
0_777,2,0_63,0_56,0
0_778,1,0_52,0_58,0
0_779,1,0_58,0_59,0
0_780,1,0_58,0_60,0
0_782,1,0_781,0_60,0
0_783,1,0_60,0_62,0
0_784,2,0_708,0_62,0
0_785,2,0_68,0_62,0
0_786,1,0_58,0_65,0
0_788,1,0_787,0_65,0
0_789,1,0_65,0_66,0
0_790,2,0_74,0_67,0
0_791,1,0_737,0_69,0
