edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_449,1,0_3,0_20,0
0_452,1,0_20,0_21,0
0_454,1,0_453,0_21,0
0_456,1,0_20,0_22,0
0_457,1,0_453,0_22,0
0_458,1,0_20,0_23,0
0_461,1,0_20,0_24,0
0_463,1,0_462,0_24,0
0_465,1,0_464,0_24,0
0_466,1,0_24,0_25,0
0_467,1,0_23,0_26,0
0_468,2,0_37,0_26,0
0_469,2,0_47,0_26,0
0_470,1,0_4,0_28,0
0_472,1,0_471,0_28,0
0_473,1,0_25,0_28,0
0_474,1,0_28,0_29,0
0_477,1,0_21,0_30,0
0_479,1,0_478,0_30,0
0_480,1,0_30,0_31,0
0_482,1,0_481,0_32,0
0_483,1,0_31,0_32,0
0_484,1,0_32,0_33,0
0_486,1,0_485,0_33,0
0_487,1,0_29,0_34,0
0_488,1,0_33,0_34,0
0_489,1,0_34,0_35,0
0_490,1,0_28,0_35,0
0_491,2,0_55,0_36,0
0_492,1,0_5,0_38,0
0_493,1,0_471,0_38,0
0_494,1,0_25,0_38,0
0_495,1,0_38,0_39,0
0_497,1,0_22,0_40,0
0_498,1,0_478,0_40,0
0_499,1,0_40,0_41,0
0_500,1,0_481,0_42,0
0_501,1,0_41,0_42,0
0_502,1,0_42,0_43,0
0_503,1,0_485,0_43,0
0_504,1,0_39,0_44,0
0_505,1,0_43,0_44,0
0_506,1,0_44,0_45,0
0_507,1,0_38,0_45,0
0_508,2,0_55,0_46,0
0_509,1,0_462,0_48,0
0_510,1,0_6,0_49,0
0_511,1,0_471,0_49,0
0_512,1,0_471,0_49,0
0_513,1,0_49,0_50,0
0_516,1,0_50,0_51,0
0_518,1,0_517,0_51,0
0_520,1,0_519,0_51,0
0_522,1,0_521,0_51,0
0_523,1,0_51,0_52,0
0_524,1,0_49,0_52,0
0_526,1,0_525,0_53,0
0_527,1,0_48,0_53,0
0_528,2,0_61,0_54,0
0_529,1,0_48,0_56,0
0_530,1,0_56,0_57,0
0_531,1,0_56,0_58,0
0_533,1,0_532,0_58,0
0_534,1,0_58,0_60,0
0_535,2,0_444,0_60,0
0_536,2,0_66,0_60,0
0_537,1,0_56,0_63,0
0_539,1,0_538,0_63,0
0_540,1,0_63,0_64,0
0_541,2,0_72,0_65,0
0_542,1,0_471,0_67,0
0_543,2,0_66,0_67,0
0_544,1,0_237,0_67,1
0_545,2,0_240,0_67,1
0_547,1,0_546,0_68,0
0_548,2,0_66,0_68,0
0_549,1,0_238,0_68,1
0_550,2,0_240,0_68,1
0_553,1,0_68,0_69,0
0_555,1,0_554,0_69,0
0_556,1,0_69,0_71,0
0_557,2,0_87,0_71,0
0_558,2,0_249,0_71,0
0_560,1,0_68,0_74,0
0_561,1,0_453,0_74,0
0_563,1,0_74,0_75,0
0_564,1,0_478,0_75,0
0_567,1,0_68,0_76,0
0_568,1,0_462,0_76,0
0_569,1,0_453,0_76,0
0_570,1,0_76,0_77,0
0_573,1,0_68,0_78,0
0_574,1,0_462,0_78,0
0_575,1,0_464,0_78,0
0_576,1,0_78,0_79,0
0_577,1,0_4,0_80,0
0_578,1,0_471,0_80,0
0_579,1,0_79,0_80,0
0_580,1,0_80,0_81,0
0_581,1,0_75,0_82,0
0_582,1,0_81,0_83,0
0_583,1,0_82,0_83,0
0_584,1,0_83,0_84,0
0_585,1,0_84,0_85,0
0_586,1,0_57,0_85,0
0_587,1,0_85,0_86,0
0_588,2,0_166,0_86,0
0_589,2,0_94,0_86,0
0_590,1,0_1,0_88,0
0_591,1,0_471,0_88,0
0_592,1,0_77,0_88,0
0_593,1,0_88,0_89,0
0_594,1,0_89,0_90,0
0_597,1,0_89,0_91,0
0_599,1,0_598,0_91,0
0_601,1,0_600,0_91,0
0_602,1,0_90,0_92,0
0_603,1,0_91,0_92,0
0_604,1,0_92,0_93,0
