rtl_name,lut,ff,dsp,bram,uram
mux_21_8_1_1_U1,9,0,0,0,0
mux_257_8_1_1_U2,9,0,0,0,0
add_ln21_cast_fu_416_p2,13,0,0,0,0
add_ln21_fu_410_p2,71,0,0,0,0
and_ln18_1_fu_365_p2,16,0,0,0,0
and_ln18_fu_387_p2,16,0,0,0,0
and_ln33_1_fu_748_p2,16,0,0,0,0
and_ln33_fu_769_p2,16,0,0,0,0
and_ln39_fu_499_p2,2,0,0,0,0
cnt_4_fu_790_p2,71,0,0,0,0
e_2_fu_797_p2,71,0,0,0,0
empty_17_fu_422_p2,15,0,0,0,0
icmp_ln21_fu_494_p2,29,0,0,0,0
icmp_ln24_fu_436_p2,11,0,0,0,0
icmp_ln25_fu_561_p2,29,0,0,0,0
icmp_ln28_1_fu_607_p2,29,0,0,0,0
icmp_ln28_fu_601_p2,29,0,0,0,0
icmp_ln32_fu_719_p2,11,0,0,0,0
icmp_ln39_fu_488_p2,29,0,0,0,0
lshr_ln25_1_fu_534_p2,35,0,0,0,0
lshr_ln25_fu_520_p2,35,0,0,0,0
lshr_ln26_fu_581_p2,950,0,0,0,0
lshr_ln29_fu_641_p2,423,0,0,0,0
lshr_ln30_1_fu_700_p2,35,0,0,0,0
lshr_ln30_fu_686_p2,35,0,0,0,0
n_1_fu_442_p2,16,0,0,0,0
or_ln33_1_fu_763_p2,16,0,0,0,0
or_ln33_fu_784_p2,16,0,0,0,0
shl_ln18_1_fu_353_p2,35,0,0,0,0
shl_ln18_fu_375_p2,35,0,0,0,0
shl_ln33_1_fu_778_p2,35,0,0,0,0
shl_ln33_2_fu_757_p2,35,0,0,0,0
shl_ln33_fu_736_p2,35,0,0,0,0
xor_ln18_1_fu_359_p2,16,0,0,0,0
xor_ln18_fu_381_p2,16,0,0,0,0
xor_ln33_fu_742_p2,16,0,0,0,0
ap_NS_fsm_mux,53,0,0,0,0
ap_phi_mux_cnt_2_phi_fu_292_p4_mux,9,0,0,0,0
cnt_1_reg_267_mux,9,0,0,0,0
cnt_2_reg_288_mux,9,0,0,0,0
cnt_3_reg_300_mux,9,0,0,0,0
cnt_reg_242_mux,9,0,0,0,0
e_1_reg_278_mux,9,0,0,0,0
horizon_fu_112_mux,9,0,0,0,0
level_0_address0_mux,25,0,0,0,0
level_0_d0_mux,13,0,0,0,0
level_1_address0_mux,25,0,0,0,0
level_1_d0_mux,13,0,0,0,0
level_counts_0_address0_mux,13,0,0,0,0
level_counts_0_d0_mux,13,0,0,0,0
n_reg_256_mux,9,0,0,0,0
add_ln21_cast_reg_841,0,4,0,0,0
add_ln21_reg_835,0,64,0,0,0
and_ln_reg_803,0,1,0,0,0
ap_CS_fsm,0,12,0,0,0
cnt_1_reg_267,0,64,0,0,0
cnt_2_reg_288,0,64,0,0,0
cnt_3_reg_300,0,64,0,0,0
cnt_reg_242,0,64,0,0,0
e_1_reg_278,0,64,0,0,0
empty_17_reg_846,0,8,0,0,0
horizon_1_reg_830,0,64,0,0,0
horizon_fu_112,0,64,0,0,0
icmp_ln25_reg_892,0,1,0,0,0
icmp_ln32_reg_947,0,1,0,0,0
level_0_addr_2_reg_937,0,6,0,0,0
level_0_addr_reg_813,0,6,0,0,0
level_1_addr_2_reg_942,0,6,0,0,0
level_1_addr_reg_818,0,6,0,0,0
lshr_ln29_reg_922,0,128,0,0,0
lshr_ln2_reg_927,0,57,0,0,0
n_1_reg_860,0,9,0,0,0
n_reg_256,0,9,0,0,0
or_ln33_1_reg_955,0,16,0,0,0
or_ln33_reg_960,0,16,0,0,0
tmp_1_reg_809,0,1,0,0,0
tmp_2_reg_865,0,1,0,0,0
tmp_3_reg_871,0,1,0,0,0
tmp_7_reg_932,0,1,0,0,0
tmp_8_reg_951,0,1,0,0,0
tmp_end_reg_906,0,64,0,0,0
trunc_ln24_1_reg_852,0,7,0,0,0
