node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_603,empty,2,0,not_exist,not_exist,32,0,6
0_608,empty,2,0,not_exist,not_exist,3,0,0
0_613,empty,2,0,not_exist,not_exist,32,0,7
0_619,empty,2,0,not_exist,not_exist,64,0,0
0_624,empty,2,0,not_exist,not_exist,16,0,255
0_628,empty,2,0,not_exist,not_exist,16,0,65535
0_649,empty,2,0,not_exist,not_exist,32,0,1
0_658,empty,2,0,not_exist,not_exist,64,0,1
0_660,empty,2,0,not_exist,not_exist,32,0,0
0_662,empty,2,0,not_exist,not_exist,32,0,63
0_666,empty,2,0,not_exist,not_exist,4,0,0
0_673,empty,2,0,not_exist,not_exist,4,0,10
0_679,empty,2,0,not_exist,not_exist,4,0,1
0_687,empty,2,0,not_exist,not_exist,9,0,0
0_695,empty,2,0,not_exist,not_exist,32,0,8
0_740,empty,2,0,not_exist,not_exist,7,0,0
0_759,empty,2,0,not_exist,not_exist,32,0,64
0_761,empty,2,0,not_exist,not_exist,32,0,127
0_785,empty,2,0,not_exist,not_exist,32,0,11
0_792,empty,2,0,not_exist,not_exist,6,0,0
0_798,empty,2,0,not_exist,not_exist,32,0,10
0_857,empty,2,0,not_exist,not_exist,8,0,127
0_911,empty,2,0,not_exist,not_exist,6,0,1
0_941,empty,2,0,not_exist,not_exist,9,0,26
0_944,empty,2,0,not_exist,not_exist,4,0,5
0_949,empty,2,0,not_exist,not_exist,7,0,11
0_954,empty,2,0,not_exist,not_exist,32,0,5
0_960,empty,2,0,not_exist,not_exist,3,0,3
0_974,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_978,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_1016,empty,2,0,not_exist,not_exist,4,0,2
0_1483,empty,2,0,not_exist,not_exist,9,0,2
