node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_33,level_load,0,18,not_exist,ram,RAM,16,load,2.26,10,['239'],"['0', '1']",0,0,0,0,0
0_36,shl_ln18,0,18,shl_ln18_fu_402_p2,shl,Shifter,16,shl,0.00,17,"['247', '248']","['1', '0']",35,0,0,0,0
0_37,xor_ln18,0,18,xor_ln18_fu_408_p2,xor,LogicGate,16,xor,0.00,18,"['249', '251']","['1', '0']",16,0,0,0,0
0_38,and_ln18,0,18,and_ln18_fu_414_p2,and,LogicGate,16,and,1.67,19,"['252', '253']","['1', '0']",16,0,0,0,0
0_39,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,20,"['254', '255', '806']","['1', '0']",0,0,0,0,0
0_41,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,12,['259'],"['0', '1']",0,0,0,0,0
0_42,tmp_s,0,19,tmp_s_fu_421_p5,not_exist,not_exist,128,partset,0.00,21,"['261', '262', '263', '265', '267']","['1', '0']",0,0,0,0,0
0_43,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,22,"['268', '269', '805']","['1', '0']",0,0,0,0,0
0_44,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,13,"['271', '272']","['0', '0']",0,0,0,0,0
0_47,horizon_1,0,21,not_exist,not_exist,not_exist,4,load,0.00,24,"['274', '817']","['2', '0']",0,0,0,0,0
0_48,icmp_ln21,0,21,icmp_ln21_fu_437_p2,icmp,Cmp,1,icmp,0.87,25,"['275', '277']","['2', '0']",9,0,0,0,0
0_54,conv20,0,21,conv20_fu_447_p2,not_exist,not_exist,4,or,0.00,28,"['282', '284']","['2', '0']",4,0,0,0,0
0_62,n_2,0,24,n_2_fu_463_p2,add,Adder,9,add,1.35,35,"['299', '301']","['3', '0']",16,0,0,0,0
0_60,icmp_ln24,0,24,icmp_ln24_fu_457_p2,icmp,Cmp,1,icmp,0.90,34,"['296', '298']","['3', '0']",11,0,0,0,0
0_72,level_load_1,0,25,not_exist,ram,RAM,16,load,2.26,40,['318'],"['3', '1']",0,0,0,0,0
0_74,lshr_ln25,0,25,lshr_ln25_fu_508_p2,lshr,Shifter,16,lshr,0.00,46,"['320', '321']","['4', '0']",35,0,0,0,0
0_76,icmp_ln25,0,25,icmp_ln25_fu_518_p2,icmp,Cmp,1,icmp,2.00,48,"['323', '324']","['4', '0']",11,0,0,0,0
0_80,nodes_load,0,26,not_exist,ram,RAM,128,load,2.26,51,['331'],"['4', '1']",0,0,0,0,0
