edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_351,1,0_4,0_26,0
0_354,1,0_26,0_27,0
0_356,1,0_355,0_27,0
0_358,1,0_26,0_28,0
0_359,1,0_355,0_28,0
0_360,1,0_26,0_29,0
0_363,1,0_26,0_30,0
0_365,1,0_364,0_30,0
0_367,1,0_366,0_30,0
0_368,1,0_30,0_31,0
0_369,1,0_29,0_32,0
0_370,2,0_43,0_32,0
0_371,2,0_53,0_32,0
0_372,1,0_5,0_34,0
0_374,1,0_373,0_34,0
0_375,1,0_31,0_34,0
0_376,1,0_34,0_35,0
0_379,1,0_27,0_36,0
0_381,1,0_380,0_36,0
0_382,1,0_36,0_37,0
0_384,1,0_383,0_38,0
0_385,1,0_37,0_38,0
0_386,1,0_38,0_39,0
0_388,1,0_387,0_39,0
0_389,1,0_35,0_40,0
0_390,1,0_39,0_40,0
0_391,1,0_40,0_41,0
0_392,1,0_34,0_41,0
0_393,2,0_61,0_42,0
0_394,1,0_6,0_44,0
0_395,1,0_373,0_44,0
0_396,1,0_31,0_44,0
0_397,1,0_44,0_45,0
0_399,1,0_28,0_46,0
0_400,1,0_380,0_46,0
0_401,1,0_46,0_47,0
0_402,1,0_383,0_48,0
0_403,1,0_47,0_48,0
0_404,1,0_48,0_49,0
0_405,1,0_387,0_49,0
0_406,1,0_45,0_50,0
0_407,1,0_49,0_50,0
0_408,1,0_50,0_51,0
0_409,1,0_44,0_51,0
0_410,2,0_61,0_52,0
0_411,1,0_364,0_54,0
0_412,1,0_7,0_55,0
0_413,1,0_373,0_55,0
0_414,1,0_373,0_55,0
0_415,1,0_55,0_56,0
0_418,1,0_56,0_57,0
0_420,1,0_419,0_57,0
0_422,1,0_421,0_57,0
0_424,1,0_423,0_57,0
0_425,1,0_57,0_58,0
0_426,1,0_55,0_58,0
0_428,1,0_427,0_59,0
0_429,1,0_54,0_59,0
0_430,2,0_67,0_60,0
0_431,1,0_54,0_62,0
0_432,1,0_62,0_63,0
0_433,1,0_62,0_64,0
0_435,1,0_434,0_64,0
0_436,1,0_64,0_66,0
0_437,2,0_346,0_66,0
0_438,2,0_72,0_66,0
0_439,1,0_62,0_69,0
0_441,1,0_440,0_69,0
0_442,1,0_69,0_70,0
0_443,2,0_81,0_71,0
0_444,1,0_373,0_73,0
0_445,2,0_72,0_73,0
0_446,1,0_184,0_73,1
0_447,2,0_186,0_73,1
0_449,1,0_448,0_74,0
0_450,2,0_72,0_74,0
0_451,1,0_79,0_74,1
0_452,2,0_186,0_74,1
0_453,1,0_74,0_75,0
0_454,1,0_74,0_76,0
0_455,1,0_74,0_77,0
0_457,1,0_456,0_77,0
0_458,1,0_74,0_79,0
0_460,1,0_459,0_79,0
0_461,1,0_77,0_80,0
0_462,2,0_100,0_80,0
0_463,2,0_204,0_80,0
0_466,1,0_74,0_83,0
0_467,1,0_355,0_83,0
0_469,1,0_83,0_84,0
0_470,1,0_380,0_84,0
0_473,1,0_74,0_85,0
0_474,1,0_364,0_85,0
0_475,1,0_366,0_85,0
0_476,1,0_85,0_86,0
0_477,1,0_5,0_87,0
0_478,1,0_373,0_87,0
0_479,1,0_86,0_87,0
0_480,1,0_87,0_88,0
0_481,1,0_84,0_89,0
0_482,1,0_88,0_90,0
0_483,1,0_89,0_90,0
0_484,1,0_90,0_91,0
0_485,1,0_6,0_92,0
0_486,1,0_373,0_92,0
0_487,1,0_86,0_92,0
0_488,1,0_92,0_93,0
0_489,1,0_84,0_94,0
0_490,1,0_93,0_95,0
0_491,1,0_94,0_95,0
0_492,1,0_95,0_96,0
0_495,1,0_91,0_97,0
0_496,1,0_96,0_97,0
0_497,1,0_76,0_97,0
0_498,1,0_97,0_98,0
0_499,1,0_63,0_98,0
0_500,1,0_98,0_99,0
0_501,2,0_186,0_99,0
