rtl_name,lut,ff,dsp,bram,uram
mux_21_64_1_1_U2,9,0,0,0,0
mux_21_64_1_1_U3,9,0,0,0,0
mux_21_64_1_1_U6,9,0,0,0,0
mux_21_64_1_1_U7,9,0,0,0,0
mux_21_8_1_1_U1,9,0,0,0,0
mux_21_8_1_1_U4,9,0,0,0,0
mux_21_8_1_1_U5,9,0,0,0,0
mux_21_8_1_1_U8,9,0,0,0,0
add_ln21_fu_1072_p2,13,0,0,0,0
add_ln39_fu_1113_p2,11,0,0,0,0
and_ln18_1_fu_573_p2,16,0,0,0,0
and_ln18_fu_603_p2,16,0,0,0,0
and_ln33_1_fu_953_p2,16,0,0,0,0
and_ln33_2_fu_1410_p2,16,0,0,0,0
and_ln33_3_fu_1389_p2,16,0,0,0,0
and_ln33_fu_974_p2,16,0,0,0,0
and_ln39_1_fu_1467_p2,128,0,0,0,0
and_ln39_fu_1043_p2,128,0,0,0,0
cnt_6_fu_995_p2,71,0,0,0,0
cnt_8_fu_1431_p2,71,0,0,0,0
conv20_fu_641_p2,4,0,0,0,0
e_4_fu_1001_p2,71,0,0,0,0
e_5_fu_1438_p2,71,0,0,0,0
icmp_ln21_fu_635_p2,9,0,0,0,0
icmp_ln24_1_fu_1085_p2,11,0,0,0,0
icmp_ln24_fu_659_p2,11,0,0,0,0
icmp_ln25_1_fu_1190_p2,11,0,0,0,0
icmp_ln25_fu_754_p2,11,0,0,0,0
icmp_ln28_1_fu_849_p2,29,0,0,0,0
icmp_ln28_2_fu_1281_p2,29,0,0,0,0
icmp_ln28_3_fu_1285_p2,29,0,0,0,0
icmp_ln28_fu_845_p2,29,0,0,0,0
icmp_ln32_1_fu_1360_p2,11,0,0,0,0
icmp_ln32_fu_924_p2,11,0,0,0,0
icmp_ln39_1_fu_1490_p2,29,0,0,0,0
icmp_ln39_fu_1066_p2,29,0,0,0,0
level_counts_1_d0,128,0,0,0,0
lshr_ln25_1_fu_735_p2,35,0,0,0,0
lshr_ln25_2_fu_1157_p2,35,0,0,0,0
lshr_ln25_3_fu_1171_p2,35,0,0,0,0
lshr_ln25_fu_721_p2,35,0,0,0,0
lshr_ln26_1_fu_797_p2,950,0,0,0,0
lshr_ln26_2_fu_1219_p2,950,0,0,0,0
lshr_ln26_3_fu_1233_p2,950,0,0,0,0
lshr_ln26_fu_783_p2,950,0,0,0,0
lshr_ln30_1_fu_905_p2,35,0,0,0,0
lshr_ln30_2_fu_1320_p2,35,0,0,0,0
lshr_ln30_3_fu_1341_p2,35,0,0,0,0
lshr_ln30_fu_884_p2,35,0,0,0,0
n_2_fu_665_p2,16,0,0,0,0
n_3_fu_1091_p2,16,0,0,0,0
or_ln33_1_fu_968_p2,16,0,0,0,0
or_ln33_2_fu_1425_p2,16,0,0,0,0
or_ln33_3_fu_1404_p2,16,0,0,0,0
or_ln33_fu_989_p2,16,0,0,0,0
or_ln39_1_fu_1483_p2,128,0,0,0,0
shl_ln18_1_fu_561_p2,35,0,0,0,0
shl_ln18_fu_591_p2,35,0,0,0,0
shl_ln33_1_fu_983_p2,35,0,0,0,0
shl_ln33_2_fu_962_p2,35,0,0,0,0
shl_ln33_3_fu_1377_p2,35,0,0,0,0
shl_ln33_4_fu_1419_p2,35,0,0,0,0
shl_ln33_5_fu_1398_p2,35,0,0,0,0
shl_ln33_fu_941_p2,35,0,0,0,0
shl_ln39_2_fu_1053_p2,423,0,0,0,0
shl_ln39_3_fu_1455_p2,423,0,0,0,0
shl_ln39_4_fu_1477_p2,423,0,0,0,0
shl_ln39_fu_1031_p2,423,0,0,0,0
xor_ln18_1_fu_567_p2,16,0,0,0,0
xor_ln18_fu_597_p2,16,0,0,0,0
xor_ln33_1_fu_1383_p2,16,0,0,0,0
xor_ln33_fu_947_p2,16,0,0,0,0
xor_ln39_1_fu_1461_p2,128,0,0,0,0
xor_ln39_fu_1037_p2,128,0,0,0,0
ap_NS_fsm_mux,129,0,0,0,0
ap_phi_mux_cnt_9_phi_fu_456_p4_mux,9,0,0,0,0
cnt_1_reg_407_mux,9,0,0,0,0
cnt_2_reg_379_mux,9,0,0,0,0
cnt_3_reg_391_mux,9,0,0,0,0
cnt_4_reg_358_mux,9,0,0,0,0
cnt_5_reg_431_mux,9,0,0,0,0
cnt_7_reg_464_mux,9,0,0,0,0
cnt_9_reg_452_mux,9,0,0,0,0
cnt_reg_334_mux,9,0,0,0,0
e_1_reg_369_mux,9,0,0,0,0
e_3_reg_442_mux,9,0,0,0,0
edges_address0_mux,13,0,0,0,0
horizon_fu_136_mux,9,0,0,0,0
level_0_address0_mux,37,0,0,0,0
level_0_d0_mux,17,0,0,0,0
level_1_address0_mux,37,0,0,0,0
level_1_d0_mux,17,0,0,0,0
level_counts_0_address0_mux,21,0,0,0,0
level_counts_0_d0_mux,13,0,0,0,0
level_counts_1_address0_mux,13,0,0,0,0
n_1_reg_419_mux,9,0,0,0,0
n_reg_346_mux,9,0,0,0,0
nodes_0_address0_mux,13,0,0,0,0
nodes_1_address0_mux,13,0,0,0,0
add_ln21_reg_1702,0,4,0,0,0
ap_CS_fsm,0,25,0,0,0
cnt_1_reg_407,0,64,0,0,0
cnt_2_reg_379,0,64,0,0,0
cnt_3_reg_391,0,64,0,0,0
cnt_4_reg_358,0,64,0,0,0
cnt_5_reg_431,0,64,0,0,0
cnt_7_reg_464,0,64,0,0,0
cnt_9_reg_452,0,64,0,0,0
cnt_reg_334,0,64,0,0,0
conv20_reg_1548,0,3,0,0,0
e_1_reg_369,0,64,0,0,0
e_3_reg_442,0,64,0,0,0
e_4_reg_1688,0,64,0,0,0
horizon_fu_136,0,4,0,0,0
icmp_ln21_reg_1544,0,1,0,0,0
icmp_ln32_1_reg_1824,0,1,0,0,0
icmp_ln32_reg_1669,0,1,0,0,0
icmp_ln39_reg_1698,0,1,0,0,0
level_0_addr_3_reg_1659,0,6,0,0,0
level_0_addr_4_reg_1814,0,6,0,0,0
level_0_addr_reg_1514,0,6,0,0,0
level_1_addr_3_reg_1664,0,6,0,0,0
level_1_addr_4_reg_1819,0,6,0,0,0
level_1_addr_reg_1519,0,6,0,0,0
level_counts_0_addr_1_reg_1742,0,2,0,0,0
level_counts_1_addr_reg_1587,0,2,0,0,0
n_1_reg_419,0,9,0,0,0
n_2_reg_1572,0,9,0,0,0
n_3_reg_1722,0,9,0,0,0
n_reg_346,0,9,0,0,0
or_ln33_1_reg_1673,0,16,0,0,0
or_ln33_2_reg_1833,0,16,0,0,0
or_ln33_3_reg_1828,0,16,0,0,0
or_ln33_reg_1678,0,16,0,0,0
tmp_10_reg_1644,0,1,0,0,0
tmp_11_reg_1649,0,1,0,0,0
tmp_12_reg_1654,0,1,0,0,0
tmp_16_reg_1799,0,1,0,0,0
tmp_17_reg_1804,0,1,0,0,0
tmp_18_reg_1809,0,1,0,0,0
tmp_1_reg_1505,0,1,0,0,0
tmp_4_reg_1592,0,1,0,0,0
tmp_5_reg_1601,0,1,0,0,0
tmp_7_reg_1747,0,1,0,0,0
tmp_9_reg_1756,0,1,0,0,0
tmp_begin_1_reg_1771,0,64,0,0,0
tmp_begin_reg_1616,0,64,0,0,0
tmp_end_1_reg_1777,0,64,0,0,0
tmp_end_reg_1622,0,64,0,0,0
tmp_reg_1500,0,1,0,0,0
trunc_ln18_reg_1510,0,1,0,0,0
trunc_ln1_reg_1693,0,3,0,0,0
trunc_ln24_1_reg_1564,0,1,0,0,0
trunc_ln24_2_reg_1709,0,6,0,0,0
trunc_ln24_3_reg_1714,0,1,0,0,0
trunc_ln24_reg_1559,0,6,0,0,0
trunc_ln29_1_reg_1639,0,1,0,0,0
trunc_ln29_3_reg_1794,0,1,0,0,0
trunc_ln39_1_reg_1737,0,1,0,0,0
zext_ln21_reg_1539,0,4,0,0,0
zext_ln24_reg_1554,0,3,0,0,0
