node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_355,empty,2,0,not_exist,not_exist,32,0,7
0_364,empty,2,0,not_exist,not_exist,32,0,1
0_366,empty,2,0,not_exist,not_exist,32,0,6
0_373,empty,2,0,not_exist,not_exist,64,0,0
0_380,empty,2,0,not_exist,not_exist,3,0,0
0_383,empty,2,0,not_exist,not_exist,16,0,255
0_387,empty,2,0,not_exist,not_exist,16,0,65535
0_419,empty,2,0,not_exist,not_exist,64,0,1
0_421,empty,2,0,not_exist,not_exist,32,0,0
0_423,empty,2,0,not_exist,not_exist,32,0,63
0_427,empty,2,0,not_exist,not_exist,4,0,0
0_434,empty,2,0,not_exist,not_exist,4,0,10
0_440,empty,2,0,not_exist,not_exist,4,0,1
0_448,empty,2,0,not_exist,not_exist,9,0,0
0_456,empty,2,0,not_exist,not_exist,9,0,256
0_459,empty,2,0,not_exist,not_exist,9,0,1
0_509,empty,2,0,not_exist,not_exist,7,0,0
0_536,empty,2,0,not_exist,not_exist,32,0,64
0_538,empty,2,0,not_exist,not_exist,32,0,127
0_615,empty,2,0,not_exist,not_exist,8,0,127
0_673,empty,2,0,not_exist,not_exist,32,0,3
0_679,empty,2,0,not_exist,not_exist,5,0,0
0_684,empty,2,0,not_exist,not_exist,32,0,2
0_693,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_697,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_715,empty,2,0,not_exist,not_exist,4,0,2
0_932,empty,2,0,not_exist,not_exist,3,0,1
0_938,empty,2,0,not_exist,not_exist,6,0,0
