edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_177,1,0_176,0_6,0
0_180,1,0_3,0_18,0
0_181,1,0_18,0_19,0
0_184,1,0_19,0_20,0
0_186,1,0_185,0_20,0
0_189,1,0_18,0_21,0
0_190,1,0_176,0_21,0
0_192,1,0_191,0_21,0
0_193,1,0_21,0_22,0
0_194,1,0_4,0_23,0
0_196,1,0_195,0_23,0
0_197,1,0_22,0_23,0
0_198,1,0_23,0_24,0
0_199,1,0_20,0_25,0
0_201,1,0_200,0_26,0
0_202,1,0_25,0_26,0
0_203,1,0_26,0_27,0
0_205,1,0_204,0_27,0
0_206,1,0_24,0_28,0
0_207,1,0_27,0_28,0
0_208,1,0_28,0_29,0
0_209,1,0_23,0_29,0
0_210,1,0_5,0_30,0
0_211,1,0_195,0_30,0
0_212,1,0_195,0_30,0
0_213,1,0_30,0_31,0
0_216,1,0_31,0_32,0
0_218,1,0_217,0_32,0
0_220,1,0_219,0_32,0
0_222,1,0_221,0_32,0
0_223,1,0_32,0_33,0
0_224,1,0_30,0_33,0
0_225,1,0_195,0_34,0
0_226,1,0_6,0_34,0
0_227,2,0_43,0_35,0
0_228,1,0_6,0_37,0
0_229,1,0_37,0_39,0
0_230,1,0_37,0_40,0
0_231,1,0_217,0_40,0
0_232,1,0_39,0_41,0
0_234,1,0_233,0_41,0
0_235,2,0_51,0_42,0
0_236,1,0_195,0_44,0
0_237,2,0_43,0_44,0
0_238,1,0_148,0_44,1
0_239,2,0_150,0_44,1
0_241,1,0_240,0_45,0
0_242,2,0_43,0_45,0
0_243,1,0_49,0_45,1
0_244,2,0_150,0_45,1
0_245,1,0_45,0_46,0
0_246,1,0_45,0_47,0
0_248,1,0_247,0_47,0
0_249,1,0_45,0_49,0
0_251,1,0_250,0_49,0
0_252,1,0_47,0_50,0
0_253,2,0_66,0_50,0
0_254,2,0_170,0_50,0
0_255,1,0_45,0_53,0
0_257,1,0_53,0_54,0
0_258,1,0_185,0_54,0
0_261,1,0_45,0_55,0
0_262,1,0_176,0_55,0
0_263,1,0_191,0_55,0
0_264,1,0_55,0_56,0
0_265,1,0_4,0_57,0
0_266,1,0_195,0_57,0
0_267,1,0_56,0_57,0
0_268,1,0_57,0_58,0
0_269,1,0_54,0_59,0
0_270,1,0_58,0_60,0
0_271,1,0_59,0_60,0
0_272,1,0_60,0_61,0
0_273,1,0_61,0_62,0
0_274,1,0_62,0_63,0
0_275,1,0_63,0_64,0
0_276,1,0_37,0_64,0
0_277,1,0_64,0_65,0
0_278,2,0_150,0_65,0
0_279,2,0_73,0_65,0
0_280,1,0_1,0_67,0
0_281,1,0_195,0_67,0
0_282,1,0_46,0_67,0
0_283,1,0_67,0_68,0
0_284,1,0_68,0_69,0
0_287,1,0_68,0_70,0
0_289,1,0_288,0_70,0
0_291,1,0_290,0_70,0
0_292,1,0_69,0_71,0
0_293,1,0_70,0_71,0
0_294,1,0_71,0_72,0
0_295,2,0_150,0_72,0
0_296,2,0_75,0_72,0
0_297,2,0_80,0_74,0
0_298,1,0_141,0_76,1
0_299,2,0_144,0_76,1
