node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges
0_7,horizon,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['136']
0_8,starting_node_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,2,"['138', '139']"
0_9,cnt_8_0_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,3,['141']
0_10,cnt_5_0_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,4,['142']
0_11,cnt_2_0_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,5,['143']
0_12,cnt_1_0_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,6,['144']
0_26,level_addr,0,18,not_exist,not_exist,not_exist,8,getelementptr,0.00,7,"['145', '147', '148']"
0_27,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,8,"['150', '151']"
0_28,level_counts_addr,0,19,not_exist,not_exist,not_exist,3,getelementptr,0.00,9,"['152', '153', '154']"
0_29,level_counts_load,0,19,not_exist,ram,RAM,128,load,1.20,10,['155']
0_30,tmp6,0,19,tmp6_fu_300_p5,not_exist,not_exist,128,partset,0.00,12,"['157', '158', '159', '161', '163']"
0_31,level_counts_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,13,"['164', '165', '546']"
0_32,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,11,"['166', '167']"
0_33,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,14,['168']
0_35,horizon_1,0,21,not_exist,not_exist,not_exist,64,load,0.00,15,"['169', '557']"
0_37,trunc_ln21,0,21,trunc_ln21_fu_316_p1,not_exist,not_exist,8,trunc,0.00,16,['170']
0_38,add_ln21,0,21,add_ln21_fu_320_p2,add,Adder,64,add,1.81,17,"['171', '172']"
0_39,empty,0,21,empty_fu_326_p2,add,Adder,8,add,1.35,18,"['173', '175']"
0_40,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.84,19,['176']
0_42,cnt,0,0,not_exist,not_exist,not_exist,64,phi,0.00,20,"['177', '178', '179', '180']"
0_43,n,0,0,not_exist,not_exist,not_exist,9,phi,0.00,21,"['182', '183', '184', '185']"
0_44,tmp,0,24,tmp_fu_332_p3,not_exist,not_exist,1,bitselect,0.00,22,"['187', '188', '190']"
0_46,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,23,"['191', '192', '193']"
0_48,zext_ln24,0,24,zext_ln24_fu_340_p1,not_exist,not_exist,64,zext,0.00,24,['194']
0_49,trunc_ln24,0,24,trunc_ln24_fu_351_p1,not_exist,not_exist,7,trunc,0.00,28,['195']
0_50,trunc_ln24_1,0,24,trunc_ln24_1_fu_355_p1,not_exist,not_exist,8,trunc,0.00,29,['196']
0_52,level_addr_1,0,25,not_exist,not_exist,not_exist,8,getelementptr,0.00,25,"['197', '198', '199']"
0_53,level_load,0,25,not_exist,ram,RAM,8,load,2.26,26,['200']
0_54,sext_ln25,0,25,sext_ln25_fu_359_p1,not_exist,not_exist,32,sext,0.00,30,['201']
0_55,zext_ln25,0,25,zext_ln25_fu_363_p1,not_exist,not_exist,64,zext,0.00,31,['202']
0_56,icmp_ln25,0,25,icmp_ln25_fu_367_p2,icmp,Cmp,1,icmp,1.40,32,"['203', '204']"
0_57,br_ln25,0,25,not_exist,not_exist,not_exist,0,br,0.84,33,"['205', '206', '207']"
0_59,tmp_7,0,26,grp_fu_287_p3,not_exist,not_exist,1,bitselect,0.00,37,"['208', '209', '211']"
0_60,and_ln,0,26,and_ln_fu_377_p3,not_exist,not_exist,8,bitconcatenate,0.00,38,"['213', '214', '216']"
0_61,zext_ln26,0,26,zext_ln26_fu_372_p1,not_exist,not_exist,64,zext,0.00,34,['217']
0_62,nodes_addr,0,26,not_exist,not_exist,not_exist,7,getelementptr,0.00,35,"['218', '219', '220']"
0_63,nodes_load,0,26,not_exist,ram,RAM,256,load,2.26,36,['221']
0_64,zext_ln26_1,0,26,zext_ln26_1_fu_385_p1,not_exist,not_exist,256,zext,0.00,39,['222']
0_65,lshr_ln26,0,26,lshr_ln26_fu_389_p2,lshr,Shifter,256,lshr,2.38,40,"['223', '224']"
0_66,tmp_begin,0,26,tmp_begin_fu_395_p1,not_exist,not_exist,64,trunc,0.00,41,['225']
0_67,tmp_end,0,27,tmp_end_reg_691,not_exist,not_exist,64,partselect,0.00,42,"['227', '228', '230', '232']"
0_68,icmp_ln28,0,28,icmp_ln28_fu_411_p2,icmp,Cmp,1,icmp,1.40,43,"['233', '234']"
0_69,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.84,44,"['235', '236', '237']"
0_71,targetBlock,0,28,grp_bfs_Pipeline_loop_neighbors_fu_253,not_exist,not_exist,1,call,0.84,45,"['239', '240', '241', '242', '243', '244', '245', '246', '247', '248', '548']"
0_72,cnt_1_0_loc_load,0,0,not_exist,not_exist,not_exist,64,load,0.00,46,"['249', '553']"
0_73,cnt_2_0_loc_load,0,0,not_exist,not_exist,not_exist,64,load,0.00,47,"['250', '554']"
0_74,select_ln28,0,28,select_ln28_fu_423_p3,select,Sel,64,select,0.62,48,"['251', '252', '253']"
0_75,br_ln0,0,0,not_exist,not_exist,not_exist,0,br,0.84,49,['254']
0_77,cnt_1,0,0,not_exist,not_exist,not_exist,64,phi,0.00,54,"['255', '256', '257', '258', '259', '260']"
0_78,n_1,0,24,n_1_fu_430_p2,not_exist,not_exist,8,or,0.00,50,"['261', '262']"
