rtl_name,lut,ff,dsp,bram,uram
grp_bfs_Pipeline_loop_neighbors1_fu_250,501,413,0,0,0
grp_bfs_Pipeline_loop_neighbors_fu_235,501,413,0,0,0
add_ln21_fu_287_p2,71,0,0,0,0
empty_fu_293_p2,15,0,0,0,0
icmp_ln25_1_fu_397_p2,29,0,0,0,0
icmp_ln25_fu_334_p2,29,0,0,0,0
icmp_ln28_2_fu_429_p2,29,0,0,0,0
icmp_ln28_fu_360_p2,29,0,0,0,0
icmp_ln39_fu_312_p2,29,0,0,0,0
n_1_fu_379_p2,8,0,0,0,0
n_2_fu_449_p2,16,0,0,0,0
select_ln28_1_fu_441_p3,64,0,0,0,0
select_ln28_fu_372_p3,64,0,0,0,0
ap_NS_fsm_mux,49,0,0,0,0
ap_phi_mux_cnt_2_phi_fu_224_p6_mux,9,0,0,0,0
cnt_1_reg_206_mux,9,0,0,0,0
cnt_2_reg_220_mux,13,0,0,0,0
cnt_reg_181_mux,9,0,0,0,0
edges_address0_mux,13,0,0,0,0
edges_address1_mux,13,0,0,0,0
edges_ce0_mux,13,0,0,0,0
edges_ce1_mux,13,0,0,0,0
horizon_fu_80_mux,9,0,0,0,0
level_address0_mux,25,0,0,0,0
level_ce0_mux,17,0,0,0,0
level_counts_address0_mux,13,0,0,0,0
level_counts_d0_mux,13,0,0,0,0
level_d0_mux,17,0,0,0,0
level_we0_mux,17,0,0,0,0
n_reg_194_mux,9,0,0,0,0
nodes_address0_mux,13,0,0,0,0
add_ln21_reg_492,0,64,0,0,0
ap_CS_fsm,0,11,0,0,0
cnt_1_0_loc_fu_96,0,64,0,0,0
cnt_1_reg_206,0,64,0,0,0
cnt_2_0_loc_fu_92,0,64,0,0,0
cnt_2_reg_220,0,64,0,0,0
cnt_5_0_loc_fu_88,0,64,0,0,0
cnt_8_0_loc_fu_84,0,64,0,0,0
cnt_reg_181,0,64,0,0,0
empty_reg_498,0,8,0,0,0
grp_bfs_Pipeline_loop_neighbors1_fu_250_ap_start_reg,0,1,0,0,0
grp_bfs_Pipeline_loop_neighbors_fu_235_ap_start_reg,0,1,0,0,0
horizon_1_reg_486,0,64,0,0,0
horizon_fu_80,0,64,0,0,0
icmp_ln25_1_reg_558,0,1,0,0,0
icmp_ln25_reg_520,0,1,0,0,0
icmp_ln28_2_reg_577,0,1,0,0,0
icmp_ln28_reg_539,0,1,0,0,0
n_reg_194,0,9,0,0,0
targetBlock2_reg_581,0,1,0,0,0
targetBlock_reg_543,0,1,0,0,0
tmp_begin_1_reg_567,0,64,0,0,0
tmp_begin_reg_529,0,64,0,0,0
tmp_end_1_reg_572,0,64,0,0,0
tmp_end_reg_534,0,64,0,0,0
trunc_ln24_reg_515,0,8,0,0,0
add_ln28_1_fu_244_p2,71,0,0,0,0
add_ln28_fu_213_p2,71,0,0,0,0
add_ln29_fu_224_p2,19,0,0,0,0
add_ln34_1_fu_254_p2,71,0,0,0,0
add_ln34_fu_238_p2,71,0,0,0,0
ap_condition_127,2,0,0,0,0
ap_enable_pp0,2,0,0,0,0
ap_enable_reg_pp0_iter1,2,0,0,0,0
ap_predicate_tran5to7_state5,2,0,0,0,0
grp_fu_180_p2,11,0,0,0,0
icmp_ln28_1_fu_199_p2,29,0,0,0,0
icmp_ln28_fu_219_p2,29,0,0,0,0
ap_enable_reg_pp0_iter1_mux,13,0,0,0,0
ap_phi_mux_UnifiedRetVal_phi_fu_172_p4_mux,9,0,0,0,0
ap_phi_mux_cnt_2_1_phi_fu_161_p4_mux,13,0,0,0,0
ap_phi_reg_pp0_iter0_cnt_2_0_reg_147_mux,9,0,0,0,0
ap_return_mux,9,0,0,0,0
cnt_1_0_fu_58_mux,9,0,0,0,0
e_1_0_fu_54_mux,9,0,0,0,0
UnifiedRetVal_reg_168,0,1,0,0,0
ap_enable_reg_pp0_iter0,0,1,0,0,0
ap_phi_reg_pp0_iter0_cnt_2_0_reg_147,0,64,0,0,0
ap_return_preg,0,1,0,0,0
cnt_1_0_fu_58,0,64,0,0,0
cnt_1_0_load_reg_324,0,64,0,0,0
cnt_2_0_reg_147,0,64,0,0,0
e_1_0_fu_54,0,64,0,0,0
e_1_0_load_reg_291,0,64,0,0,0
icmp_ln28_1_reg_296,0,1,0,0,0
icmp_ln28_reg_305,0,1,0,0,0
level_addr_2_reg_319,0,8,0,0,0
level_addr_reg_314,0,8,0,0,0
icmp_ln28_1_fu_219_p2,29,0,0,0,0
icmp_ln28_fu_199_p2,29,0,0,0,0
ap_phi_mux_cnt_8_1_phi_fu_161_p4_mux,13,0,0,0,0
ap_phi_reg_pp0_iter0_cnt_8_0_reg_147_mux,9,0,0,0,0
cnt_5_0_fu_58_mux,9,0,0,0,0
e_4_0_fu_54_mux,9,0,0,0,0
ap_phi_reg_pp0_iter0_cnt_8_0_reg_147,0,64,0,0,0
cnt_5_0_fu_58,0,64,0,0,0
cnt_5_0_load_reg_324,0,64,0,0,0
cnt_8_0_reg_147,0,64,0,0,0
e_4_0_fu_54,0,64,0,0,0
e_4_0_load_reg_291,0,64,0,0,0
icmp_ln28_1_reg_305,0,1,0,0,0
icmp_ln28_reg_296,0,1,0,0,0
level_addr_1_reg_319,0,8,0,0,0
