node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_23,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,4,"['282', '283']","['0', '0']",0,0,0,0,0
0_25,level_counts_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.14,6,"['288', '289']","['0', '0']",0,0,0,0,0
0_26,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,7,"['291', '292']","['0', '0']",0,0,0,0,0
0_29,horizon_1,0,21,not_exist,not_exist,not_exist,4,load,0.00,9,"['294', '984']","['1', '0']",0,0,0,0,0
0_31,icmp_ln21,0,21,icmp_ln21_fu_615_p2,icmp,Cmp,1,icmp,0.87,11,"['296', '298']","['1', '0']",9,0,0,0,0
0_36,conv20,0,21,conv20_fu_621_p2,not_exist,not_exist,4,or,0.00,13,"['302', '304']","['1', '0']",4,0,0,0,0
0_139,n_4,0,24,n_4_fu_768_p2,add,Adder,9,add,1.35,91,"['662', '664']","['11', '0']",16,0,0,0,0
0_49,level_load,0,25,not_exist,ram,RAM,8,load,2.26,23,['328'],"['2', '1']",0,0,0,0,0
0_50,icmp_ln25,0,25,grp_fu_577_p2,icmp,Cmp,1,icmp,0.86,33,"['329', '330']","['3', '0']",11,0,0,0,0
0_54,nodes_load,0,26,not_exist,ram,RAM,128,load,2.26,36,['337'],"['3', '1']",0,0,0,0,0
0_56,tmp_end,0,27,tmp_end_reg_1065,not_exist,not_exist,64,partselect,0.00,38,"['340', '341', '343', '345']","['4', '0']",0,64,0,0,0
0_57,icmp_ln28,0,28,icmp_ln28_fu_674_p2,icmp,Cmp,1,icmp,1.40,39,"['346', '347']","['4', '0']",29,0,0,0,0
0_86,e_3,0,28,e_3_fu_737_p2,add,Adder,64,add,1.81,67,"['406', '407']","['7', '0']",71,0,0,0,0
0_64,icmp_ln28_1,0,28,icmp_ln28_1_fu_680_p2,icmp,Cmp,1,icmp,1.40,44,"['360', '361']","['5', '0']",29,0,0,0,0
0_72,edges_0_load,0,29,not_exist,ram,RAM,64,load,2.26,49,['377'],"['5', '1']",0,0,0,0,0
0_74,edges_1_load,0,29,not_exist,ram,RAM,64,load,2.26,51,['381'],"['5', '1']",0,0,0,0,0
0_75,tmp_dst,0,29,mux_253_64_1_1_U1,mux,Multiplexer,64,mux,0.84,59,"['383', '384', '385', '386']","['6', '0']",9,0,0,0,0
0_77,tmp_level,0,30,not_exist,ram,RAM,8,load,2.26,61,['390'],"['6', '1']",0,0,0,0,0
0_78,icmp_ln32,0,32,grp_fu_592_p2,icmp,Cmp,1,icmp,0.86,62,"['391', '393']","['7', '0']",11,0,0,0,0
0_81,level_addr_3_write_ln33,0,33,not_exist,ram,RAM,0,store,2.26,64,"['397', '398', '980']","['7', '0']",0,0,0,0,0
0_82,cnt_5,0,34,cnt_5_fu_731_p2,add,Adder,64,add,1.81,65,"['399', '400']","['7', '0']",71,0,0,0,0
0_93,n_2,0,24,n_2_fu_699_p2,not_exist,not_exist,8,or,0.00,54,"['417', '419']","['5', '0']",8,0,0,0,0
0_96,level_load_2,0,25,not_exist,ram,RAM,8,load,2.26,57,['424'],"['5', '1']",0,0,0,0,0
0_97,icmp_ln25_2,0,25,grp_fu_577_p2,icmp,Cmp,1,icmp,0.86,71,"['425', '426']","['9', '0']",11,0,0,0,0
0_145,level_counts_addr_1_write_ln39,0,39,not_exist,ram,RAM,0,store,1.14,27,"['439', '440']","['2', '0']",0,0,0,0,0
0_146,icmp_ln39,0,39,icmp_ln39_fu_655_p2,icmp,Cmp,1,icmp,1.40,28,"['441', '442']","['2', '0']",29,0,0,0,0
0_149,add_ln21,0,21,add_ln21_fu_661_p2,add,Adder,4,add,1.01,30,"['447', '449']","['2', '0']",13,0,0,0,0
0_252,n_5,0,24,n_5_fu_948_p2,add,Adder,9,add,1.35,182,"['740', '741']","['25', '0']",16,0,0,0,0
0_162,level_load_1,0,25,not_exist,ram,RAM,8,load,2.26,112,['471'],"['16', '1']",0,0,0,0,0
0_163,icmp_ln25_1,0,25,grp_fu_598_p2,icmp,Cmp,1,icmp,0.86,124,"['472', '473']","['17', '0']",11,0,0,0,0
0_167,nodes_load_1,0,26,not_exist,ram,RAM,128,load,2.26,127,['480'],"['17', '1']",0,0,0,0,0
0_169,tmp_end_1,0,27,tmp_end_reg_1065,not_exist,not_exist,64,partselect,0.00,129,"['482', '483', '484', '485']","['18', '0']",0,64,0,0,0
0_170,icmp_ln28_2,0,28,icmp_ln28_2_fu_854_p2,icmp,Cmp,1,icmp,1.40,130,"['486', '487']","['18', '0']",29,0,0,0,0
0_199,e_6,0,28,e_6_fu_917_p2,add,Adder,64,add,1.81,158,"['541', '542']","['21', '0']",71,0,0,0,0
0_177,icmp_ln28_4,0,28,icmp_ln28_4_fu_860_p2,icmp,Cmp,1,icmp,1.40,135,"['500', '501']","['19', '0']",29,0,0,0,0
0_185,edges_0_load_1,0,29,not_exist,ram,RAM,64,load,2.26,140,['514'],"['19', '1']",0,0,0,0,0
0_187,edges_1_load_1,0,29,not_exist,ram,RAM,64,load,2.26,142,['518'],"['19', '1']",0,0,0,0,0
0_188,tmp_dst_1,0,29,mux_253_64_1_1_U3,mux,Multiplexer,64,mux,0.84,150,"['519', '520', '521', '522']","['20', '0']",9,0,0,0,0
0_190,tmp_level_1,0,30,not_exist,ram,RAM,8,load,2.26,152,['526'],"['20', '1']",0,0,0,0,0
0_191,icmp_ln32_1,0,32,grp_fu_592_p2,icmp,Cmp,1,icmp,0.86,153,"['527', '528']","['21', '0']",11,0,0,0,0
0_194,level_addr_5_write_ln33,0,33,not_exist,ram,RAM,0,store,2.26,155,"['532', '533', '982']","['21', '0']",0,0,0,0,0
0_195,cnt_8,0,34,cnt_8_fu_911_p2,add,Adder,64,add,1.81,156,"['534', '535']","['21', '0']",71,0,0,0,0
0_206,n_3,0,24,n_3_fu_879_p2,not_exist,not_exist,8,or,0.00,145,"['552', '553']","['19', '0']",8,0,0,0,0
0_209,level_load_5,0,25,not_exist,ram,RAM,8,load,2.26,148,['558'],"['19', '1']",0,0,0,0,0
0_210,icmp_ln25_3,0,25,grp_fu_598_p2,icmp,Cmp,1,icmp,0.86,162,"['559', '560']","['23', '0']",11,0,0,0,0
0_255,add_ln39,0,39,add_ln39_fu_820_p2,add,Adder,7,add,1.27,113,"['564', '566']","['16', '0']",14,0,0,0,0
0_259,level_counts_addr_2_write_ln39,0,39,not_exist,ram,RAM,0,store,1.14,117,"['578', '579']","['16', '0']",0,0,0,0,0
0_260,icmp_ln39_1,0,39,icmp_ln39_1_fu_840_p2,icmp,Cmp,1,icmp,1.40,118,"['580', '581']","['16', '0']",29,0,0,0,0
