node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_7,horizon,0,0,not_exist,not_exist,not_exist,4,alloca,0.00,1,['273'],"['0', '0']",0,0,0,0,0
0_21,starting_node_read,0,10,not_exist,not_exist,not_exist,64,read,0.00,2,"['275', '276']","['0', '0']",0,0,0,0,0
0_22,level_addr,0,18,not_exist,not_exist,not_exist,8,getelementptr,0.00,3,"['277', '279', '280']","['0', '0']",0,0,0,0,0
0_23,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,4,"['282', '283']","['0', '0']",0,0,0,0,0
0_24,level_counts_addr,0,19,not_exist,not_exist,not_exist,4,getelementptr,0.00,5,"['284', '285', '286']","['0', '0']",0,0,0,0,0
0_25,level_counts_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.14,6,"['288', '289']","['0', '0']",0,0,0,0,0
0_26,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,7,"['291', '292']","['0', '0']",0,0,0,0,0
0_27,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,8,['293'],"['0', '0']",0,0,0,0,0
0_29,horizon_1,0,21,not_exist,not_exist,not_exist,4,load,0.00,9,"['294', '984']","['1', '0']",0,0,0,0,0
0_30,zext_ln21,0,21,zext_ln21_fu_611_p1,not_exist,not_exist,8,zext,0.00,10,['295'],"['1', '0']",0,0,0,0,0
0_31,icmp_ln21,0,21,icmp_ln21_fu_615_p2,icmp,Cmp,1,icmp,0.87,11,"['296', '298']","['1', '0']",9,0,0,0,0
0_33,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,12,"['299', '300', '301']","['1', '0']",0,0,0,0,0
0_36,conv20,0,21,conv20_fu_621_p2,not_exist,not_exist,4,or,0.00,13,"['302', '304']","['1', '0']",4,0,0,0,0
0_37,zext_ln24,0,24,zext_ln24_fu_627_p1,not_exist,not_exist,8,zext,0.00,14,['305'],"['1', '0']",0,0,0,0,0
0_38,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.84,15,['306'],"['1', '0']",0,0,0,0,0
0_40,cnt,0,0,not_exist,not_exist,not_exist,64,phi,0.00,17,"['307', '308', '309', '310']","['2', '0']",0,0,0,0,0
0_41,n,0,0,not_exist,not_exist,not_exist,9,phi,0.00,18,"['312', '313', '314', '315']","['2', '0']",0,0,0,0,0
0_42,zext_ln24_1,0,24,zext_ln24_1_fu_631_p1,not_exist,not_exist,64,zext,0.00,19,['316'],"['2', '0']",0,0,0,0,0
0_43,tmp,0,24,tmp_fu_636_p3,not_exist,not_exist,1,bitselect,0.00,20,"['318', '319', '321']","['2', '0']",0,0,0,0,0
0_45,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,21,"['322', '323', '324']","['2', '0']",0,0,0,0,0
0_48,level_addr_1,0,25,not_exist,not_exist,not_exist,8,getelementptr,0.00,22,"['325', '326', '327']","['2', '0']",0,0,0,0,0
0_49,level_load,0,25,not_exist,ram,RAM,8,load,2.26,23,['328'],"['2', '1']",0,0,0,0,0
0_50,icmp_ln25,0,25,grp_fu_577_p2,icmp,Cmp,1,icmp,0.86,33,"['329', '330']","['3', '0']",11,0,0,0,0
