rtl_name,lut,ff,dsp,bram,uram
mul_63ns_65ns_123_2_1_U1,179,361,9,0,0
mux_21_8_1_1_U3,9,0,0,0,0
mux_21_8_1_1_U5,9,0,0,0,0
mux_253_64_1_1_U4,9,0,0,0,0
urem_63ns_3ns_63_67_seq_1_U2,461,767,0,0,0
add_ln21_fu_448_p2,71,0,0,0,0
and_ln18_1_fu_394_p2,16,0,0,0,0
and_ln18_fu_416_p2,16,0,0,0,0
and_ln33_1_fu_764_p2,16,0,0,0,0
and_ln33_fu_785_p2,16,0,0,0,0
and_ln39_1_fu_912_p2,128,0,0,0,0
and_ln39_2_fu_866_p2,128,0,0,0,0
and_ln39_fu_946_p2,2,0,0,0,0
cnt_4_fu_806_p2,71,0,0,0,0
e_2_fu_812_p2,71,0,0,0,0
empty_fu_454_p2,15,0,0,0,0
icmp_ln21_fu_941_p2,29,0,0,0,0
icmp_ln24_fu_464_p2,11,0,0,0,0
icmp_ln25_fu_578_p2,29,0,0,0,0
icmp_ln28_1_fu_635_p2,29,0,0,0,0
icmp_ln28_fu_629_p2,29,0,0,0,0
icmp_ln32_fu_742_p2,11,0,0,0,0
icmp_ln39_fu_935_p2,29,0,0,0,0
level_counts_1_d0,128,0,0,0,0
lshr_ln25_1_fu_551_p2,35,0,0,0,0
lshr_ln25_fu_537_p2,35,0,0,0,0
lshr_ln26_fu_609_p2,950,0,0,0,0
lshr_ln30_1_fu_723_p2,35,0,0,0,0
lshr_ln30_fu_709_p2,35,0,0,0,0
n_1_fu_470_p2,16,0,0,0,0
or_ln33_1_fu_779_p2,16,0,0,0,0
or_ln33_fu_800_p2,16,0,0,0,0
or_ln39_fu_928_p2,128,0,0,0,0
shl_ln18_1_fu_382_p2,35,0,0,0,0
shl_ln18_fu_404_p2,35,0,0,0,0
shl_ln33_1_fu_794_p2,35,0,0,0,0
shl_ln33_2_fu_773_p2,35,0,0,0,0
shl_ln33_fu_752_p2,35,0,0,0,0
shl_ln39_1_fu_922_p2,423,0,0,0,0
shl_ln39_2_fu_854_p2,423,0,0,0,0
shl_ln39_3_fu_876_p2,423,0,0,0,0
shl_ln39_fu_900_p2,423,0,0,0,0
xor_ln18_1_fu_388_p2,16,0,0,0,0
xor_ln18_fu_410_p2,16,0,0,0,0
xor_ln33_fu_758_p2,16,0,0,0,0
xor_ln39_1_fu_860_p2,128,0,0,0,0
xor_ln39_fu_906_p2,128,0,0,0,0
ap_NS_fsm_mux,390,0,0,0,0
cnt_1_reg_294_mux,9,0,0,0,0
cnt_2_reg_315_mux,9,0,0,0,0
cnt_3_reg_327_mux,9,0,0,0,0
cnt_reg_270_mux,9,0,0,0,0
e_1_reg_305_mux,9,0,0,0,0
horizon_fu_128_mux,9,0,0,0,0
level_0_address0_mux,25,0,0,0,0
level_0_d0_mux,13,0,0,0,0
level_1_address0_mux,25,0,0,0,0
level_1_d0_mux,13,0,0,0,0
level_counts_0_address0_mux,21,0,0,0,0
level_counts_0_d0_mux,13,0,0,0,0
level_counts_1_address0_mux,13,0,0,0,0
n_reg_282_mux,9,0,0,0,0
add_ln21_reg_991,0,64,0,0,0
and_ln_reg_956,0,1,0,0,0
ap_CS_fsm,0,81,0,0,0
cnt_1_reg_294,0,64,0,0,0
cnt_2_reg_315,0,64,0,0,0
cnt_3_reg_327,0,64,0,0,0
cnt_reg_270,0,64,0,0,0
e_1_reg_305,0,64,0,0,0
e_2_reg_1112,0,64,0,0,0
empty_reg_998,0,8,0,0,0
horizon_fu_128,0,64,0,0,0
icmp_ln25_reg_1038,0,1,0,0,0
icmp_ln32_reg_1093,0,1,0,0,0
level_0_addr_2_reg_1083,0,6,0,0,0
level_0_addr_reg_966,0,6,0,0,0
level_1_addr_2_reg_1088,0,6,0,0,0
level_1_addr_reg_971,0,6,0,0,0
level_counts_0_addr_1_reg_1136,0,2,0,0,0
level_counts_1_addr_reg_1131,0,2,0,0,0
n_1_reg_1013,0,9,0,0,0
n_reg_282,0,9,0,0,0
or_ln33_1_reg_1097,0,16,0,0,0
or_ln33_reg_1102,0,16,0,0,0
tmp_1_reg_1117,0,1,0,0,0
tmp_2_reg_1122,0,1,0,0,0
tmp_7_reg_1078,0,1,0,0,0
tmp_end_reg_1052,0,64,0,0,0
trunc_ln18_reg_962,0,1,0,0,0
trunc_ln24_reg_1004,0,1,0,0,0
trunc_ln29_reg_1073,0,1,0,0,0
trunc_ln39_reg_1127,0,1,0,0,0
