node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_226,empty,2,0,not_exist,not_exist,32,0,1
0_231,empty,2,0,not_exist,not_exist,3,0,0
0_236,empty,2,0,not_exist,not_exist,32,0,2
0_238,empty,2,0,not_exist,not_exist,32,0,7
0_246,empty,2,0,not_exist,not_exist,64,0,0
0_251,empty,2,0,not_exist,not_exist,16,0,255
0_255,empty,2,0,not_exist,not_exist,16,0,65535
0_284,empty,2,0,not_exist,not_exist,64,0,1
0_286,empty,2,0,not_exist,not_exist,32,0,0
0_288,empty,2,0,not_exist,not_exist,32,0,63
0_300,empty,2,0,not_exist,not_exist,8,0,1
0_307,empty,2,0,not_exist,not_exist,9,0,0
0_314,empty,2,0,not_exist,not_exist,9,0,256
0_317,empty,2,0,not_exist,not_exist,9,0,1
0_366,empty,2,0,not_exist,not_exist,7,0,0
0_385,empty,2,0,not_exist,not_exist,32,0,64
0_387,empty,2,0,not_exist,not_exist,32,0,127
0_411,empty,2,0,not_exist,not_exist,32,0,11
0_462,empty,2,0,not_exist,not_exist,8,0,127
0_520,empty,2,0,not_exist,not_exist,123,0,12297829382473034411
0_525,empty,2,0,not_exist,not_exist,32,0,65
0_531,empty,2,0,not_exist,not_exist,63,0,3
0_545,empty,2,0,not_exist,not_exist,6,0,0
0_548,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_552,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_589,empty,2,0,not_exist,not_exist,64,0,10
