edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_222,1,0_4,0_26,0
0_225,1,0_26,0_27,0
0_227,1,0_226,0_27,0
0_230,1,0_27,0_28,0
0_232,1,0_231,0_28,0
0_235,1,0_26,0_29,0
0_237,1,0_236,0_29,0
0_239,1,0_238,0_29,0
0_240,1,0_29,0_30,0
0_241,1,0_26,0_31,0
0_242,1,0_31,0_32,0
0_243,2,0_42,0_32,0
0_244,2,0_51,0_32,0
0_245,1,0_5,0_34,0
0_247,1,0_246,0_34,0
0_248,1,0_30,0_34,0
0_249,1,0_34,0_35,0
0_250,1,0_28,0_36,0
0_252,1,0_251,0_37,0
0_253,1,0_36,0_37,0
0_254,1,0_37,0_38,0
0_256,1,0_255,0_38,0
0_257,1,0_35,0_39,0
0_258,1,0_38,0_39,0
0_259,1,0_39,0_40,0
0_260,1,0_34,0_40,0
0_261,2,0_59,0_41,0
0_262,1,0_6,0_43,0
0_263,1,0_246,0_43,0
0_264,1,0_30,0_43,0
0_265,1,0_43,0_44,0
0_266,1,0_28,0_45,0
0_267,1,0_251,0_46,0
0_268,1,0_45,0_46,0
0_269,1,0_46,0_47,0
0_270,1,0_255,0_47,0
0_271,1,0_44,0_48,0
0_272,1,0_47,0_48,0
0_273,1,0_48,0_49,0
0_274,1,0_43,0_49,0
0_275,2,0_59,0_50,0
0_276,1,0_226,0_52,0
0_277,1,0_7,0_53,0
0_278,1,0_246,0_53,0
0_279,1,0_246,0_53,0
0_280,1,0_53,0_54,0
0_283,1,0_54,0_55,0
0_285,1,0_284,0_55,0
0_287,1,0_286,0_55,0
0_289,1,0_288,0_55,0
0_290,1,0_55,0_56,0
0_291,1,0_53,0_56,0
0_292,1,0_246,0_57,0
0_293,1,0_52,0_57,0
0_294,2,0_66,0_58,0
0_295,1,0_52,0_60,0
0_296,1,0_60,0_62,0
0_297,1,0_60,0_63,0
0_298,1,0_284,0_63,0
0_299,1,0_62,0_64,0
0_301,1,0_300,0_64,0
0_302,2,0_74,0_65,0
0_303,1,0_246,0_67,0
0_304,2,0_66,0_67,0
0_305,1,0_171,0_67,1
0_306,2,0_173,0_67,1
0_308,1,0_307,0_68,0
0_309,2,0_66,0_68,0
0_310,1,0_72,0_68,1
0_311,2,0_173,0_68,1
0_312,1,0_68,0_69,0
0_313,1,0_68,0_70,0
0_315,1,0_314,0_70,0
0_316,1,0_68,0_72,0
0_318,1,0_317,0_72,0
0_319,1,0_70,0_73,0
0_320,2,0_95,0_73,0
0_321,2,0_183,0_73,0
0_324,1,0_68,0_76,0
0_325,1,0_226,0_76,0
0_327,1,0_76,0_77,0
0_328,1,0_231,0_77,0
0_331,1,0_68,0_78,0
0_332,1,0_236,0_78,0
0_333,1,0_238,0_78,0
0_334,1,0_78,0_79,0
0_335,1,0_5,0_80,0
0_336,1,0_246,0_80,0
0_337,1,0_79,0_80,0
0_338,1,0_80,0_81,0
0_339,1,0_77,0_82,0
0_340,1,0_81,0_83,0
0_341,1,0_82,0_83,0
0_342,1,0_83,0_84,0
0_343,1,0_6,0_85,0
0_344,1,0_246,0_85,0
0_345,1,0_79,0_85,0
0_346,1,0_85,0_86,0
0_347,1,0_77,0_87,0
0_348,1,0_86,0_88,0
0_349,1,0_87,0_88,0
0_350,1,0_88,0_89,0
0_353,1,0_84,0_90,0
0_354,1,0_89,0_90,0
0_355,1,0_69,0_90,0
