edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_207,1,0_206,0_8,0
0_210,1,0_4,0_24,0
0_211,1,0_24,0_25,0
0_214,1,0_25,0_26,0
0_216,1,0_215,0_26,0
0_219,1,0_24,0_27,0
0_220,1,0_206,0_27,0
0_222,1,0_221,0_27,0
0_223,1,0_27,0_28,0
0_224,1,0_5,0_29,0
0_226,1,0_225,0_29,0
0_227,1,0_28,0_29,0
0_228,1,0_29,0_30,0
0_229,1,0_26,0_31,0
0_231,1,0_230,0_32,0
0_232,1,0_31,0_32,0
0_233,1,0_32,0_33,0
0_235,1,0_234,0_33,0
0_236,1,0_30,0_34,0
0_237,1,0_33,0_34,0
0_238,1,0_34,0_35,0
0_239,1,0_29,0_35,0
0_240,1,0_6,0_36,0
0_241,1,0_225,0_36,0
0_242,1,0_225,0_36,0
0_244,1,0_243,0_37,0
0_245,1,0_36,0_37,0
0_246,1,0_225,0_38,0
0_247,1,0_8,0_38,0
0_248,2,0_49,0_39,0
0_249,1,0_8,0_41,0
0_250,1,0_41,0_43,0
0_251,1,0_41,0_44,0
0_252,1,0_41,0_45,0
0_253,1,0_243,0_45,0
0_254,1,0_44,0_46,0
0_256,1,0_255,0_46,0
0_257,1,0_43,0_47,0
0_259,1,0_258,0_47,0
0_260,2,0_57,0_48,0
0_261,1,0_225,0_50,0
0_262,2,0_49,0_50,0
0_263,1,0_180,0_50,1
0_264,2,0_182,0_50,1
0_266,1,0_265,0_51,0
0_267,2,0_49,0_51,0
0_268,1,0_55,0_51,1
0_269,2,0_182,0_51,1
0_270,1,0_51,0_52,0
0_271,1,0_51,0_53,0
0_273,1,0_272,0_53,0
0_274,1,0_51,0_55,0
0_276,1,0_275,0_55,0
0_277,1,0_53,0_56,0
0_278,2,0_72,0_56,0
0_279,2,0_187,0_56,0
0_280,1,0_51,0_59,0
0_282,1,0_59,0_60,0
0_283,1,0_215,0_60,0
0_286,1,0_51,0_61,0
0_287,1,0_206,0_61,0
0_288,1,0_221,0_61,0
0_289,1,0_61,0_62,0
0_290,1,0_5,0_63,0
0_291,1,0_225,0_63,0
0_292,1,0_62,0_63,0
0_293,1,0_63,0_64,0
0_294,1,0_60,0_65,0
0_295,1,0_64,0_66,0
0_296,1,0_65,0_66,0
0_297,1,0_66,0_67,0
0_298,1,0_67,0_68,0
