node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_8,horizon,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['207'],"['0', '0']",0,0,0,0,0
0_24,starting_node_read,0,10,not_exist,not_exist,not_exist,64,read,0.00,2,"['209', '210']","['0', '0']",0,0,0,0,0
0_25,trunc_ln18,0,18,trunc_ln18_fu_370_p1,not_exist,not_exist,1,trunc,0.00,8,['211'],"['1', '0']",0,0,0,0,0
0_26,shl_ln,0,18,shl_ln_fu_373_p3,not_exist,not_exist,4,bitconcatenate,0.00,9,"['213', '214', '216']","['1', '0']",0,0,0,0,0
0_27,lshr_ln,0,18,lshr_ln_fu_350_p4,not_exist,not_exist,7,partselect,0.00,3,"['218', '219', '220', '222']","['0', '0']",0,0,0,0,0
0_28,zext_ln18,0,18,zext_ln18_fu_360_p1,not_exist,not_exist,64,zext,0.00,4,['223'],"['0', '0']",0,0,0,0,0
0_29,level_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,5,"['224', '226', '227']","['0', '0']",0,0,0,0,0
0_30,level_load,0,18,not_exist,ram,RAM,16,load,2.26,6,['228'],"['0', '1']",0,0,0,0,0
0_31,zext_ln18_1,0,18,zext_ln18_1_fu_381_p1,not_exist,not_exist,16,zext,0.00,10,['229'],"['1', '0']",0,0,0,0,0
0_32,shl_ln18,0,18,shl_ln18_fu_385_p2,shl,Shifter,16,shl,0.00,11,"['231', '232']","['1', '0']",35,0,0,0,0
0_33,xor_ln18,0,18,xor_ln18_fu_391_p2,xor,LogicGate,16,xor,0.00,12,"['233', '235']","['1', '0']",16,0,0,0,0
0_34,and_ln18,0,18,and_ln18_fu_397_p2,and,LogicGate,16,and,1.67,13,"['236', '237']","['1', '0']",16,0,0,0,0
0_35,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,14,"['238', '239', '764']","['1', '0']",0,0,0,0,0
0_36,level_counts_0_addr,0,19,not_exist,not_exist,not_exist,3,getelementptr,0.00,15,"['240', '241', '242']","['1', '0']",0,0,0,0,0
