node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_231,empty,2,0,not_exist,not_exist,32,0,1
0_236,empty,2,0,not_exist,not_exist,64,0,1
0_245,empty,2,0,not_exist,not_exist,3,0,0
0_251,empty,2,0,not_exist,not_exist,32,0,7
0_255,empty,2,0,not_exist,not_exist,64,0,0
0_260,empty,2,0,not_exist,not_exist,16,0,255
0_264,empty,2,0,not_exist,not_exist,16,0,65535
0_278,empty,2,0,not_exist,not_exist,32,0,0
0_280,empty,2,0,not_exist,not_exist,32,0,63
0_284,empty,2,0,not_exist,not_exist,4,0,0
0_290,empty,2,0,not_exist,not_exist,4,0,10
0_297,empty,2,0,not_exist,not_exist,4,0,1
0_305,empty,2,0,not_exist,not_exist,9,0,0
0_311,empty,2,0,not_exist,not_exist,9,0,256
0_314,empty,2,0,not_exist,not_exist,9,0,1
0_350,empty,2,0,not_exist,not_exist,7,0,0
0_364,empty,2,0,not_exist,not_exist,32,0,64
0_366,empty,2,0,not_exist,not_exist,32,0,127
0_373,bfs_Pipeline_loop_neighbors,2,0,not_exist,not_exist,1,6,<constant bfs_Pipeline_loop_neighbors>
0_398,empty,2,0,not_exist,not_exist,9,0,26
0_401,empty,2,0,not_exist,not_exist,4,0,5
0_406,empty,2,0,not_exist,not_exist,7,0,11
0_411,empty,2,0,not_exist,not_exist,32,0,5
0_416,empty,2,0,not_exist,not_exist,6,0,0
0_419,empty,2,0,not_exist,not_exist,3,0,3
0_433,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_437,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_475,empty,2,0,not_exist,not_exist,4,0,2
0_541,bfs_Pipeline_loop_neighbors1,2,0,not_exist,not_exist,1,6,<constant bfs_Pipeline_loop_neighbors1>
1_103,empty,2,0,not_exist,not_exist,32,0,1
1_145,empty,2,0,not_exist,not_exist,64,0,2
1_153,empty,2,0,not_exist,not_exist,12,0,1
1_157,empty,2,0,not_exist,not_exist,64,0,0
1_165,empty,2,0,not_exist,not_exist,3,0,0
1_171,empty,2,0,not_exist,not_exist,32,0,7
1_183,empty,2,0,not_exist,not_exist,8,0,127
1_193,empty,2,0,not_exist,not_exist,64,0,1
1_229,empty,2,0,not_exist,not_exist,16,0,255
1_233,empty,2,0,not_exist,not_exist,16,0,65535
1_264,empty,2,0,not_exist,not_exist,1,0,1
1_267,empty,2,0,not_exist,not_exist,1,0,0
2_103,empty,2,0,not_exist,not_exist,32,0,1
2_145,empty,2,0,not_exist,not_exist,64,0,2
2_153,empty,2,0,not_exist,not_exist,12,0,1
2_157,empty,2,0,not_exist,not_exist,64,0,0
2_165,empty,2,0,not_exist,not_exist,3,0,0
2_171,empty,2,0,not_exist,not_exist,32,0,7
2_183,empty,2,0,not_exist,not_exist,8,0,127
2_193,empty,2,0,not_exist,not_exist,64,0,1
2_229,empty,2,0,not_exist,not_exist,16,0,255
2_233,empty,2,0,not_exist,not_exist,16,0,65535
2_264,empty,2,0,not_exist,not_exist,1,0,1
2_267,empty,2,0,not_exist,not_exist,1,0,0
