node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_33,level_0_load,0,18,not_exist,ram,RAM,16,load,2.26,10,['189'],"['0', '1']",0,0,0,0,0
0_35,shl_ln18_1,0,18,shl_ln18_1_fu_314_p2,shl,Shifter,16,shl,0.00,14,"['192', '193']","['1', '0']",35,0,0,0,0
0_36,xor_ln18_1,0,18,xor_ln18_1_fu_320_p2,xor,LogicGate,16,xor,0.00,15,"['194', '196']","['1', '0']",16,0,0,0,0
0_37,and_ln18_1,0,18,and_ln18_1_fu_326_p2,and,LogicGate,16,and,1.67,16,"['197', '198']","['1', '0']",16,0,0,0,0
0_38,level_0_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,17,"['199', '200', '622']","['1', '0']",0,0,0,0,0
0_42,level_1_load,0,18,not_exist,ram,RAM,16,load,2.26,12,['205'],"['0', '1']",0,0,0,0,0
0_44,shl_ln18,0,18,shl_ln18_fu_336_p2,shl,Shifter,16,shl,0.00,20,"['207', '208']","['1', '0']",35,0,0,0,0
0_45,xor_ln18,0,18,xor_ln18_fu_342_p2,xor,LogicGate,16,xor,0.00,21,"['209', '210']","['1', '0']",16,0,0,0,0
0_46,and_ln18,0,18,and_ln18_fu_348_p2,and,LogicGate,16,and,1.67,22,"['211', '212']","['1', '0']",16,0,0,0,0
0_47,level_1_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,23,"['213', '214', '623']","['1', '0']",0,0,0,0,0
0_52,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,27,['220'],"['1', '1']",0,0,0,0,0
0_53,tmp_s,0,19,tmp_s_fu_360_p5,not_exist,not_exist,128,partset,0.00,29,"['222', '223', '224', '226', '228']","['2', '0']",0,0,0,0,0
0_54,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,30,"['229', '230', '624']","['2', '0']",0,0,0,0,0
0_55,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,28,"['231', '232']","['1', '0']",0,0,0,0,0
0_58,horizon_1,0,21,not_exist,not_exist,not_exist,64,load,0.00,32,"['234', '630']","['3', '0']",0,0,0,0,0
0_61,add_ln21,0,21,add_ln21_fu_380_p2,add,Adder,64,add,1.81,34,"['236', '237']","['3', '0']",71,0,0,0,0
0_62,empty,0,21,empty_fu_386_p2,add,Adder,8,add,1.35,35,"['238', '240']","['3', '0']",15,0,0,0,0
0_69,n_1,0,24,n_1_fu_398_p2,add,Adder,9,add,1.35,40,"['254', '256']","['4', '0']",16,0,0,0,0
0_67,icmp_ln24,0,24,icmp_ln24_fu_392_p2,icmp,Cmp,1,icmp,0.90,39,"['251', '253']","['4', '0']",11,0,0,0,0
0_80,level_0_load_1,0,25,not_exist,ram,RAM,16,load,2.26,45,['278'],"['4', '1']",0,0,0,0,0
0_82,lshr_ln25,0,25,lshr_ln25_fu_449_p2,lshr,Shifter,16,lshr,2.00,53,"['280', '281']","['5', '0']",35,0,0,0,0
0_85,level_1_load_1,0,25,not_exist,ram,RAM,16,load,2.26,47,['286'],"['4', '1']",0,0,0,0,0
