node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_9,horizon,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['152'],"['0', '0']",0,0,0,0,0
0_10,starting_node_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,2,"['154', '155']","['0', '0']",0,0,0,0,0
0_11,cnt_1_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,3,['157'],"['0', '0']",0,0,0,0,0
0_29,trunc_ln18,0,18,trunc_ln18_fu_295_p1,not_exist,not_exist,1,trunc,0.00,11,['158'],"['1', '0']",0,0,0,0,0
0_30,shl_ln,0,18,shl_ln_fu_298_p3,not_exist,not_exist,4,bitconcatenate,0.00,12,"['160', '161', '163']","['1', '0']",0,0,0,0,0
0_31,lshr_ln,0,18,lshr_ln_fu_275_p4,not_exist,not_exist,7,partselect,0.00,4,"['165', '166', '167', '169']","['0', '0']",0,0,0,0,0
0_32,zext_ln18,0,18,zext_ln18_fu_285_p1,not_exist,not_exist,64,zext,0.00,5,['170'],"['0', '0']",0,0,0,0,0
0_33,level_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,6,"['171', '173', '174']","['0', '0']",0,0,0,0,0
0_34,level_load,0,18,not_exist,ram,RAM,16,load,2.26,7,['175'],"['0', '1']",0,0,0,0,0
0_35,zext_ln18_1,0,18,zext_ln18_1_fu_306_p1,not_exist,not_exist,16,zext,0.00,13,['176'],"['1', '0']",0,0,0,0,0
0_36,shl_ln18,0,18,shl_ln18_fu_310_p2,shl,Shifter,16,shl,0.00,14,"['178', '179']","['1', '0']",35,0,0,0,0
0_37,xor_ln18,0,18,xor_ln18_fu_316_p2,xor,LogicGate,16,xor,0.00,15,"['180', '182']","['1', '0']",16,0,0,0,0
0_38,and_ln18,0,18,and_ln18_fu_322_p2,and,LogicGate,16,and,1.67,16,"['183', '184']","['1', '0']",16,0,0,0,0
0_39,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,17,"['185', '186', '627']","['1', '0']",0,0,0,0,0
0_40,level_counts_0_addr,0,19,not_exist,not_exist,not_exist,2,getelementptr,0.00,8,"['187', '188', '189']","['0', '0']",0,0,0,0,0
0_41,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,9,['190'],"['0', '1']",0,0,0,0,0
0_42,tmp_s,0,19,tmp_s_fu_329_p5,not_exist,not_exist,128,partset,0.00,18,"['192', '193', '194', '196', '198']","['1', '0']",0,0,0,0,0
0_43,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,19,"['199', '200', '626']","['1', '0']",0,0,0,0,0
0_44,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,10,"['201', '202']","['0', '0']",0,0,0,0,0
0_45,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,20,['203'],"['1', '0']",0,0,0,0,0
0_47,horizon_1,0,21,not_exist,not_exist,not_exist,64,load,0.00,21,"['204', '632']","['2', '0']",0,0,0,0,0
0_49,trunc_ln21,0,21,trunc_ln21_fu_345_p1,not_exist,not_exist,8,trunc,0.00,22,['205'],"['2', '0']",0,0,0,0,0
0_50,add_ln21,0,21,add_ln21_fu_349_p2,add,Adder,64,add,1.81,23,"['206', '207']","['2', '0']",71,0,0,0,0
0_51,empty,0,21,empty_fu_355_p2,add,Adder,8,add,1.35,24,"['208', '210']","['2', '0']",15,0,0,0,0
0_52,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.84,25,['211'],"['2', '0']",0,0,0,0,0
0_54,cnt,0,0,not_exist,not_exist,not_exist,64,phi,0.00,26,"['212', '213', '214', '215']","['3', '0']",0,0,0,0,0
0_55,n,0,0,not_exist,not_exist,not_exist,9,phi,0.00,27,"['217', '218', '219', '220']","['3', '0']",0,0,0,0,0
0_56,icmp_ln24,0,24,icmp_ln24_fu_361_p2,icmp,Cmp,1,icmp,0.90,28,"['221', '223']","['3', '0']",11,0,0,0,0
0_58,n_1,0,24,n_1_fu_367_p2,add,Adder,9,add,1.35,29,"['224', '226']","['3', '0']",16,0,0,0,0
0_59,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,30,"['227', '228', '229']","['3', '0']",0,0,0,0,0
0_61,trunc_ln24,0,24,trunc_ln24_fu_393_p1,not_exist,not_exist,1,trunc,0.00,36,['230'],"['4', '0']",0,0,0,0,0
0_63,shl_ln2,0,25,shl_ln2_fu_397_p3,not_exist,not_exist,4,bitconcatenate,0.00,37,"['231', '232', '233']","['4', '0']",0,0,0,0,0
0_64,lshr_ln1,0,25,lshr_ln1_fu_373_p4,not_exist,not_exist,7,partselect,0.00,31,"['235', '236', '237', '238']","['3', '0']",0,0,0,0,0
0_65,zext_ln25,0,25,zext_ln25_fu_383_p1,not_exist,not_exist,64,zext,0.00,32,['239'],"['3', '0']",0,0,0,0,0
0_66,level_addr_1,0,25,not_exist,not_exist,not_exist,7,getelementptr,0.00,33,"['240', '241', '242']","['3', '0']",0,0,0,0,0
0_67,level_load_1,0,25,not_exist,ram,RAM,16,load,2.26,34,['243'],"['3', '1']",0,0,0,0,0
0_68,zext_ln25_1,0,25,zext_ln25_1_fu_405_p1,not_exist,not_exist,16,zext,0.00,38,['244'],"['4', '0']",0,0,0,0,0
0_69,lshr_ln25,0,25,lshr_ln25_fu_409_p2,lshr,Shifter,16,lshr,0.00,39,"['245', '246']","['4', '0']",35,0,0,0,0
0_70,trunc_ln25,0,25,trunc_ln25_fu_415_p1,not_exist,not_exist,8,trunc,0.00,40,['247'],"['4', '0']",0,0,0,0,0
0_71,sext_ln25,0,25,sext_ln25_fu_419_p1,not_exist,not_exist,32,sext,0.00,41,['248'],"['4', '0']",0,0,0,0,0
0_72,zext_ln25_2,0,25,zext_ln25_2_fu_423_p1,not_exist,not_exist,64,zext,0.00,42,['249'],"['4', '0']",0,0,0,0,0
0_73,icmp_ln25,0,25,icmp_ln25_fu_427_p2,icmp,Cmp,1,icmp,2.00,43,"['250', '251']","['4', '0']",29,0,0,0,0
0_74,br_ln25,0,25,not_exist,not_exist,not_exist,0,br,0.84,44,"['252', '253', '254']","['4', '0']",0,0,0,0,0
0_76,tmp_2,0,26,tmp_2_reg_757,not_exist,not_exist,1,bitselect,0.00,45,"['256', '257', '258']","['4', '0']",0,1,0,0,0
0_77,and_ln,0,26,and_ln_fu_456_p3,not_exist,not_exist,8,bitconcatenate,0.00,52,"['260', '261', '263']","['5', '0']",0,0,0,0,0
0_78,lshr_ln2,0,26,lshr_ln2_fu_440_p4,not_exist,not_exist,6,partselect,0.00,46,"['265', '266', '268', '269']","['4', '0']",0,0,0,0,0
0_79,zext_ln26,0,26,zext_ln26_fu_450_p1,not_exist,not_exist,64,zext,0.00,47,['270'],"['4', '0']",0,0,0,0,0
0_80,nodes_0_addr,0,26,not_exist,not_exist,not_exist,6,getelementptr,0.00,48,"['271', '272', '273']","['4', '0']",0,0,0,0,0
0_81,nodes_0_load,0,26,not_exist,ram,RAM,256,load,2.26,49,['274'],"['4', '1']",0,0,0,0,0
0_82,zext_ln26_1,0,26,zext_ln26_1_fu_463_p1,not_exist,not_exist,256,zext,0.00,53,['275'],"['5', '0']",0,0,0,0,0
0_83,lshr_ln26,0,26,lshr_ln26_fu_467_p2,lshr,Shifter,256,lshr,2.38,54,"['276', '277']","['5', '0']",950,0,0,0,0
0_84,trunc_ln26,0,26,tmp_begin_fu_491_p1,not_exist,not_exist,64,trunc,0.00,55,['278'],"['5', '0']",0,0,0,0,0
0_85,nodes_1_addr,0,26,not_exist,not_exist,not_exist,6,getelementptr,0.00,50,"['279', '280', '281']","['4', '0']",0,0,0,0,0
0_86,nodes_1_load,0,26,not_exist,ram,RAM,256,load,2.26,51,['282'],"['4', '1']",0,0,0,0,0
0_87,zext_ln26_2,0,26,zext_ln26_2_fu_477_p1,not_exist,not_exist,256,zext,0.00,56,['283'],"['5', '0']",0,0,0,0,0
0_88,lshr_ln26_1,0,26,lshr_ln26_1_fu_481_p2,lshr,Shifter,256,lshr,2.38,57,"['284', '285']","['5', '0']",950,0,0,0,0
0_89,trunc_ln26_1,0,26,tmp_begin_fu_491_p2,not_exist,not_exist,64,trunc,0.00,58,['286'],"['5', '0']",0,0,0,0,0
0_90,tmp_begin,0,26,mux_21_64_1_1_U12,mux,Multiplexer,64,mux,0.84,59,"['288', '289', '290', '291']","['5', '0']",9,0,0,0,0
0_91,trunc_ln3,0,27,tmp_end_fu_520_p1,not_exist,not_exist,64,partselect,0.00,60,"['293', '294', '296', '298']","['5', '0']",0,0,0,0,0
0_92,trunc_ln27_1,0,27,tmp_end_fu_520_p2,not_exist,not_exist,64,partselect,0.00,61,"['299', '300', '301', '302']","['5', '0']",0,0,0,0,0
0_93,tmp_end,0,27,mux_21_64_1_1_U13,mux,Multiplexer,64,mux,0.84,62,"['303', '304', '305', '306']","['5', '0']",9,0,0,0,0
0_94,icmp_ln28,0,28,icmp_ln28_fu_529_p2,icmp,Cmp,1,icmp,1.40,63,"['307', '308']","['6', '0']",29,0,0,0,0
0_95,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.84,64,"['309', '310', '311']","['6', '0']",0,0,0,0,0
0_97,_ln26,0,26,grp_bfs_Pipeline_loop_neighbors_fu_259,not_exist,not_exist,0,call,0.84,65,"['313', '314', '315', '316', '317', '318', '319', '320', '321', '630']","['6', '1']",1281,215,0,0,0
0_98,cnt_1_loc_load,0,0,not_exist,not_exist,not_exist,64,load,0.00,66,"['322', '631']","['8', '0']",0,0,0,0,0
0_99,br_ln0,0,0,not_exist,not_exist,not_exist,0,br,0.84,67,['323'],"['8', '0']",0,0,0,0,0
0_101,cnt_3,0,0,not_exist,not_exist,not_exist,64,phi,0.00,68,"['324', '325', '326', '327', '328', '329']","['9', '0']",0,0,0,0,0
0_102,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,69,['330'],"['9', '0']",0,0,0,0,0
0_104,zext_ln39,0,39,grp_fu_567_p00,not_exist,not_exist,68,zext,0.00,75,['331'],"['81', '0']",0,0,0,0,0
0_105,mul_ln39,0,39,mul_64ns_66ns_68_2_1_U16,mul,Multiplier,68,mul,7.13,76,"['332', '334']","['81', '1']",179,361,6,0,0
0_106,urem_ln39,0,39,urem_64ns_4ns_3_68_seq_1_U11,urem,DivnS_SEQ,3,urem,2.55,35,"['335', '337']","['3', '67']",469,779,0,0,0
0_107,trunc_ln39,0,39,trunc_ln39_fu_536_p1,not_exist,not_exist,3,trunc,0.00,70,['338'],"['76', '0']",0,0,0,0,0
0_108,zext_ln39_1,0,39,mul_ln39_1_fu_544_p00,not_exist,not_exist,7,zext,0.00,71,['339'],"['76', '0']",0,0,0,0,0
0_109,mul_ln39_1,0,39,mul_3ns_5ns_7_1_1_U14,mul,Multiplier,7,mul,2.12,72,"['340', '342']","['76', '0']",17,0,0,0,0
0_110,tmp,0,39,tmp_reg_795,not_exist,not_exist,1,bitselect,0.00,73,"['344', '345', '347']","['76', '0']",0,1,0,0,0
0_111,shl_ln1,0,39,shl_ln1_fu_573_p3,not_exist,not_exist,7,bitconcatenate,0.00,77,"['349', '350', '352']","['82', '0']",0,0,0,0,0
0_112,urem_ln39_1,0,39,urem_3ns_3ns_3_7_seq_1_U15,urem,DivnS_SEQ,3,urem,1.33,74,"['353', '355']","['76', '6']",19,45,0,0,0
