edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_504,1,0_503,0_9,0
0_507,1,0_5,0_27,0
0_508,1,0_6,0_28,0
0_510,1,0_509,0_28,0
0_511,1,0_27,0_28,0
0_513,1,0_512,0_29,0
0_514,1,0_28,0_29,0
0_515,1,0_7,0_30,0
0_516,1,0_509,0_30,0
0_517,1,0_509,0_30,0
0_519,1,0_518,0_31,0
0_520,1,0_30,0_31,0
0_522,1,0_521,0_32,0
0_523,1,0_9,0_32,0
0_524,2,0_40,0_33,0
0_525,1,0_9,0_35,0
0_526,1,0_35,0_36,0
0_527,1,0_35,0_37,0
0_529,1,0_528,0_37,0
0_530,1,0_37,0_39,0
0_531,2,0_500,0_39,0
0_532,2,0_45,0_39,0
0_533,1,0_35,0_42,0
0_535,1,0_534,0_42,0
0_536,1,0_42,0_43,0
0_537,2,0_52,0_44,0
0_538,1,0_509,0_46,0
0_539,2,0_45,0_46,0
0_540,1,0_246,0_46,1
0_541,2,0_249,0_46,1
0_543,1,0_542,0_47,0
0_544,2,0_45,0_47,0
0_545,1,0_247,0_47,1
0_546,2,0_249,0_47,1
0_547,1,0_47,0_48,0
0_550,1,0_47,0_49,0
0_552,1,0_551,0_49,0
0_553,1,0_49,0_51,0
0_554,2,0_58,0_51,0
0_555,2,0_256,0_51,0
0_556,1,0_6,0_54,0
0_557,1,0_509,0_54,0
0_558,1,0_48,0_54,0
0_559,1,0_54,0_55,0
0_560,1,0_55,0_56,0
0_561,1,0_36,0_56,0
0_562,1,0_56,0_57,0
0_563,2,0_156,0_57,0
0_564,2,0_71,0_57,0
0_566,1,0_47,0_59,0
0_568,1,0_567,0_59,0
0_571,1,0_59,0_60,0
0_573,1,0_572,0_60,0
0_576,1,0_47,0_61,0
0_577,1,0_503,0_61,0
0_579,1,0_578,0_61,0
0_580,1,0_61,0_62,0
0_581,1,0_1,0_63,0
0_582,1,0_509,0_63,0
0_583,1,0_62,0_63,0
0_584,1,0_63,0_64,0
0_585,1,0_60,0_65,0
0_586,1,0_64,0_66,0
0_587,1,0_65,0_66,0
0_588,1,0_66,0_67,0
0_591,1,0_66,0_68,0
0_593,1,0_592,0_68,0
0_595,1,0_594,0_68,0
0_596,1,0_67,0_69,0
0_597,1,0_68,0_69,0
0_598,1,0_69,0_70,0
0_599,2,0_156,0_70,0
0_600,2,0_73,0_70,0
0_601,2,0_78,0_72,0
0_602,1,0_141,0_74,1
0_603,2,0_144,0_74,1
0_604,1,0_46,0_74,0
0_605,2,0_73,0_74,0
0_606,1,0_142,0_75,1
0_607,2,0_144,0_75,1
0_608,1,0_67,0_75,0
0_609,2,0_73,0_75,0
0_610,1,0_75,0_76,0
0_611,1,0_68,0_76,0
0_612,1,0_76,0_77,0
0_613,2,0_102,0_77,0
0_614,2,0_147,0_77,0
0_615,1,0_104,0_107,0
0_616,2,0_106,0_107,0
0_617,1,0_74,0_107,0
0_618,2,0_102,0_107,0
0_619,1,0_75,0_108,0
0_620,1,0_518,0_108,0
0_621,1,0_75,0_109,0
0_622,1,0_109,0_110,0
0_624,1,0_623,0_110,0
0_625,1,0_96,0_111,0
0_627,1,0_626,0_111,0
0_628,1,0_108,0_112,0
0_629,1,0_68,0_112,0
0_630,1,0_112,0_113,0
0_631,2,0_136,0_113,0
0_632,2,0_147,0_113,0
0_635,1,0_75,0_80,0
0_637,1,0_636,0_80,0
0_639,1,0_75,0_81,0
0_640,1,0_636,0_81,0
0_643,1,0_75,0_82,0
0_644,1,0_503,0_82,0
