rtl_name,lut,ff,dsp,bram,uram
mul_4ns_6ns_9_1_1_U1,26,0,0,0,0
mul_4ns_6ns_9_1_1_U12,26,0,0,0,0
mux_21_64_1_1_U10,9,0,0,0,0
mux_21_64_1_1_U11,9,0,0,0,0
mux_21_64_1_1_U3,9,0,0,0,0
mux_21_64_1_1_U4,9,0,0,0,0
mux_21_64_1_1_U5,9,0,0,0,0
mux_21_64_1_1_U6,9,0,0,0,0
mux_21_64_1_1_U8,9,0,0,0,0
mux_21_64_1_1_U9,9,0,0,0,0
urem_4ns_4ns_4_8_seq_1_U2,23,58,0,0,0
urem_4ns_4ns_4_8_seq_1_U7,23,58,0,0,0
add_ln21_fu_1487_p2,13,0,0,0,0
add_ln28_10_fu_1357_p2,18,0,0,0,0
add_ln28_11_fu_1953_p2,18,0,0,0,0
add_ln28_1_fu_1181_p2,71,0,0,0,0
add_ln28_2_fu_1347_p2,71,0,0,0,0
add_ln28_3_fu_1660_p2,71,0,0,0,0
add_ln28_4_fu_1463_p2,71,0,0,0,0
add_ln28_5_fu_1776_p2,71,0,0,0,0
add_ln28_6_fu_1943_p2,71,0,0,0,0
add_ln28_7_fu_2060_p2,71,0,0,0,0
add_ln28_8_fu_1075_p2,18,0,0,0,0
add_ln28_9_fu_1670_p2,18,0,0,0,0
add_ln28_fu_1065_p2,71,0,0,0,0
add_ln34_1_fu_1175_p2,71,0,0,0,0
add_ln34_2_fu_1341_p2,71,0,0,0,0
add_ln34_3_fu_1653_p2,71,0,0,0,0
add_ln34_4_fu_1457_p2,71,0,0,0,0
add_ln34_5_fu_1770_p2,71,0,0,0,0
add_ln34_6_fu_1936_p2,71,0,0,0,0
add_ln34_7_fu_2053_p2,71,0,0,0,0
add_ln34_fu_1059_p2,71,0,0,0,0
ap_condition_429,2,0,0,0,0
conv20_fu_875_p2,4,0,0,0,0
grp_fu_805_p2,11,0,0,0,0
grp_fu_828_p2,11,0,0,0,0
grp_fu_834_p2,11,0,0,0,0
icmp_ln21_fu_869_p2,9,0,0,0,0
icmp_ln28_10_fu_1840_p2,29,0,0,0,0
icmp_ln28_11_fu_1964_p2,29,0,0,0,0
icmp_ln28_1_fu_963_p2,29,0,0,0,0
icmp_ln28_2_fu_1239_p2,29,0,0,0,0
icmp_ln28_3_fu_1551_p2,29,0,0,0,0
icmp_ln28_4_fu_1086_p2,29,0,0,0,0
icmp_ln28_5_fu_1245_p2,29,0,0,0,0
icmp_ln28_6_fu_1834_p2,29,0,0,0,0
icmp_ln28_7_fu_1557_p2,29,0,0,0,0
icmp_ln28_8_fu_1368_p2,29,0,0,0,0
icmp_ln28_9_fu_1681_p2,29,0,0,0,0
icmp_ln28_fu_957_p2,29,0,0,0,0
icmp_ln39_1_fu_2095_p2,29,0,0,0,0
icmp_ln39_fu_1481_p2,29,0,0,0,0
lshr_ln26_1_fu_1531_p2,950,0,0,0,0
lshr_ln26_2_fu_1219_p2,950,0,0,0,0
lshr_ln26_3_fu_1814_p2,950,0,0,0,0
lshr_ln26_fu_937_p2,950,0,0,0,0
lshr_ln29_10_fu_1416_p2,423,0,0,0,0
lshr_ln29_11_fu_1437_p2,423,0,0,0,0
lshr_ln29_12_fu_1889_p2,423,0,0,0,0
lshr_ln29_13_fu_1911_p2,423,0,0,0,0
lshr_ln29_14_fu_2012_p2,423,0,0,0,0
lshr_ln29_15_fu_2033_p2,423,0,0,0,0
lshr_ln29_1_fu_1034_p2,423,0,0,0,0
lshr_ln29_2_fu_1134_p2,423,0,0,0,0
lshr_ln29_3_fu_1155_p2,423,0,0,0,0
lshr_ln29_4_fu_1606_p2,423,0,0,0,0
lshr_ln29_5_fu_1628_p2,423,0,0,0,0
lshr_ln29_6_fu_1729_p2,423,0,0,0,0
lshr_ln29_7_fu_1750_p2,423,0,0,0,0
lshr_ln29_8_fu_1294_p2,423,0,0,0,0
lshr_ln29_9_fu_1316_p2,423,0,0,0,0
lshr_ln29_fu_1012_p2,423,0,0,0,0
n_2_fu_1191_p2,8,0,0,0,0
n_3_fu_1786_p2,8,0,0,0,0
n_4_fu_1469_p2,16,0,0,0,0
n_5_fu_2066_p2,16,0,0,0,0
xor_ln28_1_fu_1676_p2,2,0,0,0,0
xor_ln28_2_fu_1363_p2,2,0,0,0,0
xor_ln28_3_fu_1959_p2,2,0,0,0,0
xor_ln28_fu_1081_p2,2,0,0,0,0
ap_NS_fsm_mux,292,0,0,0,0
ap_phi_mux_cnt_13_0_phi_fu_686_p4_mux,13,0,0,0,0
ap_phi_mux_cnt_17_0_phi_fu_757_p4_mux,13,0,0,0,0
ap_phi_mux_cnt_17_1_phi_fu_769_p4_mux,13,0,0,0,0
ap_phi_mux_cnt_4_ph_phi_fu_697_p4_mux,9,0,0,0,0
cnt_10_0_reg_585_mux,9,0,0,0,0
cnt_10_1_reg_596_mux,9,0,0,0,0
cnt_13_0_reg_683_mux,9,0,0,0,0
cnt_13_1_reg_706_mux,9,0,0,0,0
cnt_14_0_reg_733_mux,9,0,0,0,0
cnt_17_0_reg_754_mux,9,0,0,0,0
cnt_1_0_reg_493_mux,9,0,0,0,0
cnt_1_ph_reg_537_mux,9,0,0,0,0
