rtl_name,lut,ff,dsp,bram,uram
grp_bfs_Pipeline_loop_neighbors1_fu_344,700,154,0,0,0
grp_bfs_Pipeline_loop_neighbors_fu_328,700,154,0,0,0
mux_21_8_1_1_U20,9,0,0,0,0
mux_21_8_1_1_U21,9,0,0,0,0
add_ln21_fu_584_p2,13,0,0,0,0
add_ln39_fu_617_p2,11,0,0,0,0
and_ln39_1_fu_703_p2,128,0,0,0,0
and_ln39_fu_555_p2,128,0,0,0,0
conv20_fu_429_p2,4,0,0,0,0
icmp_ln21_fu_419_p2,9,0,0,0,0
icmp_ln24_1_fu_589_p2,11,0,0,0,0
icmp_ln24_fu_439_p2,11,0,0,0,0
icmp_ln25_1_fu_660_p2,11,0,0,0,0
icmp_ln25_fu_500_p2,11,0,0,0,0
icmp_ln28_1_fu_670_p2,29,0,0,0,0
icmp_ln28_fu_510_p2,29,0,0,0,0
icmp_ln39_1_fu_726_p2,29,0,0,0,0
icmp_ln39_fu_578_p2,29,0,0,0,0
level_counts_1_d0,128,0,0,0,0
n_2_fu_445_p2,16,0,0,0,0
n_3_fu_595_p2,16,0,0,0,0
or_ln39_1_fu_719_p2,128,0,0,0,0
shl_ln39_2_fu_565_p2,423,0,0,0,0
shl_ln39_3_fu_691_p2,423,0,0,0,0
shl_ln39_4_fu_713_p2,423,0,0,0,0
shl_ln39_fu_543_p2,423,0,0,0,0
xor_ln39_1_fu_697_p2,128,0,0,0,0
xor_ln39_fu_549_p2,128,0,0,0,0
ap_NS_fsm_mux,81,0,0,0,0
ap_phi_mux_cnt_5_phi_fu_317_p6_mux,9,0,0,0,0
cnt_1_reg_289_mux,9,0,0,0,0
cnt_3_reg_274_mux,9,0,0,0,0
cnt_5_reg_313_mux,9,0,0,0,0
cnt_reg_250_mux,9,0,0,0,0
edges_address0_mux,13,0,0,0,0
edges_ce0_mux,13,0,0,0,0
horizon_fu_124_mux,9,0,0,0,0
level_0_address0_mux,25,0,0,0,0
level_0_ce0_mux,17,0,0,0,0
level_0_d0_mux,17,0,0,0,0
level_0_we0_mux,17,0,0,0,0
level_1_address0_mux,25,0,0,0,0
level_1_ce0_mux,17,0,0,0,0
level_1_d0_mux,17,0,0,0,0
level_1_we0_mux,17,0,0,0,0
level_counts_0_address0_mux,21,0,0,0,0
level_counts_0_d0_mux,13,0,0,0,0
level_counts_1_address0_mux,13,0,0,0,0
n_1_reg_301_mux,9,0,0,0,0
n_reg_262_mux,9,0,0,0,0
nodes_address0_mux,13,0,0,0,0
add_ln21_reg_836,0,4,0,0,0
ap_CS_fsm,0,16,0,0,0
cnt_1_reg_289,0,64,0,0,0
cnt_3_reg_274,0,64,0,0,0
cnt_5_reg_313,0,64,0,0,0
cnt_reg_250,0,64,0,0,0
conv20_reg_775,0,3,0,0,0
grp_bfs_Pipeline_loop_neighbors1_fu_344_ap_start_reg,0,1,0,0,0
grp_bfs_Pipeline_loop_neighbors_fu_328_ap_start_reg,0,1,0,0,0
horizon_fu_124,0,4,0,0,0
icmp_ln21_reg_766,0,1,0,0,0
icmp_ln25_1_reg_870,0,1,0,0,0
icmp_ln28_1_reg_884,0,1,0,0,0
icmp_ln39_reg_832,0,1,0,0,0
level_counts_0_addr_1_reg_865,0,2,0,0,0
level_counts_1_addr_reg_803,0,2,0,0,0
n_1_reg_301,0,9,0,0,0
n_2_reg_788,0,9,0,0,0
n_3_reg_845,0,9,0,0,0
n_reg_262,0,9,0,0,0
reg_372,0,64,0,0,0
tmp_begin_1_reg_879,0,64,0,0,0
tmp_begin_reg_816,0,64,0,0,0
trunc_ln1_reg_827,0,3,0,0,0
trunc_ln39_1_reg_860,0,1,0,0,0
zext_ln21_reg_770,0,4,0,0,0
zext_ln24_reg_780,0,3,0,0,0
flow_control_loop_pipe_sequential_init_U,0,0,0,0,0
mux_21_8_1_1_U1,9,0,0,0,0
ap_enable_pp0,2,0,0,0,0
cnt_4_fu_245_p2,71,0,0,0,0
e_3_fu_179_p2,71,0,0,0,0
icmp_ln28_fu_155_p2,29,0,0,0,0
icmp_ln32_fu_236_p2,11,0,0,0,0
lshr_ln29_fu_201_p2,423,0,0,0,0
ap_done_int_mux,9,0,0,0,0
ap_enable_reg_pp0_iter0_mux,9,0,0,0,0
ap_enable_reg_pp0_iter1_mux,9,0,0,0,0
cnt_3_fu_64_mux,9,0,0,0,0
e_1_fu_60_mux,9,0,0,0,0
ap_done_reg,0,1,0,0,0
ap_enable_reg_pp0_iter0_reg,0,1,0,0,0
ap_enable_reg_pp0_iter1,0,1,0,0,0
cnt_3_fu_64,0,64,0,0,0
e_1_fu_60,0,64,0,0,0
icmp_ln28_reg_286,0,1,0,0,0
level_0_addr_reg_305,0,7,0,0,0
level_1_addr_reg_310,0,7,0,0,0
trunc_ln29_2_reg_300,0,1,0,0,0
trunc_ln29_reg_290,0,1,0,0,0
zext_ln24_cast_reg_280,0,4,0,0,0
mux_21_8_1_1_U11,9,0,0,0,0
cnt_2_fu_245_p2,71,0,0,0,0
e_2_fu_179_p2,71,0,0,0,0
cnt_fu_64_mux,9,0,0,0,0
e_fu_60_mux,9,0,0,0,0
cnt_fu_64,0,64,0,0,0
e_fu_60,0,64,0,0,0
trunc_ln29_1_reg_300,0,1,0,0,0
zext_ln24_2_cast_reg_280,0,4,0,0,0
