node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_8,horizon,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['283'],"['0', '0']",0,0,0,0,0
0_24,starting_node_read,0,10,not_exist,not_exist,not_exist,64,read,0.00,2,"['285', '286']","['0', '0']",0,0,0,0,0
0_25,trunc_ln18,0,18,trunc_ln18_fu_525_p1,not_exist,not_exist,1,trunc,0.00,8,['287'],"['1', '0']",0,0,0,0,0
0_26,shl_ln,0,18,shl_ln_fu_528_p3,not_exist,not_exist,4,bitconcatenate,0.00,9,"['289', '290', '292']","['1', '0']",0,0,0,0,0
0_27,lshr_ln,0,18,lshr_ln_fu_505_p4,not_exist,not_exist,7,partselect,0.00,3,"['294', '295', '296', '298']","['0', '0']",0,0,0,0,0
0_28,zext_ln18,0,18,zext_ln18_fu_515_p1,not_exist,not_exist,64,zext,0.00,4,['299'],"['0', '0']",0,0,0,0,0
0_29,level_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,5,"['300', '302', '303']","['0', '0']",0,0,0,0,0
0_30,level_load,0,18,not_exist,ram,RAM,16,load,2.26,6,['304'],"['0', '1']",0,0,0,0,0
0_31,zext_ln18_1,0,18,zext_ln18_1_fu_536_p1,not_exist,not_exist,16,zext,0.00,10,['305'],"['1', '0']",0,0,0,0,0
0_32,shl_ln18,0,18,shl_ln18_fu_540_p2,shl,Shifter,16,shl,0.00,11,"['307', '308']","['1', '0']",35,0,0,0,0
0_33,xor_ln18,0,18,xor_ln18_fu_546_p2,xor,LogicGate,16,xor,0.00,12,"['309', '311']","['1', '0']",16,0,0,0,0
0_34,and_ln18,0,18,and_ln18_fu_552_p2,and,LogicGate,16,and,1.67,13,"['312', '313']","['1', '0']",16,0,0,0,0
0_35,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,14,"['314', '315', '998']","['1', '0']",0,0,0,0,0
0_36,level_counts_0_addr,0,19,not_exist,not_exist,not_exist,3,getelementptr,0.00,15,"['316', '317', '318']","['1', '0']",0,0,0,0,0
0_37,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.14,16,"['320', '321']","['1', '0']",0,0,0,0,0
0_38,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,7,"['322', '323']","['0', '0']",0,0,0,0,0
0_39,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,17,['324'],"['1', '0']",0,0,0,0,0
0_41,horizon_1,0,21,not_exist,not_exist,not_exist,64,load,0.00,18,"['325', '1010']","['2', '0']",0,0,0,0,0
0_43,trunc_ln21,0,21,trunc_ln21_fu_562_p1,not_exist,not_exist,8,trunc,0.00,19,['326'],"['2', '0']",0,0,0,0,0
0_44,add_ln21,0,21,add_ln21_fu_566_p2,add,Adder,64,add,1.81,20,"['327', '328']","['2', '0']",71,0,0,0,0
0_45,empty,0,21,empty_fu_572_p2,add,Adder,8,add,1.35,21,"['329', '331']","['2', '0']",15,0,0,0,0
0_46,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.84,22,['332'],"['2', '0']",0,0,0,0,0
0_48,cnt,0,0,not_exist,not_exist,not_exist,64,phi,0.00,23,"['333', '334', '335', '336']","['3', '0']",0,0,0,0,0
0_49,n,0,0,not_exist,not_exist,not_exist,9,phi,0.00,24,"['338', '339', '340', '341']","['3', '0']",0,0,0,0,0
0_50,tmp,0,24,tmp_fu_578_p3,not_exist,not_exist,1,bitselect,0.00,25,"['343', '344', '346']","['3', '0']",0,0,0,0,0
0_52,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,26,"['347', '348', '349']","['3', '0']",0,0,0,0,0
0_55,lshr_ln1,0,25,lshr_ln1_fu_586_p4,not_exist,not_exist,7,partselect,0.00,27,"['351', '352', '353', '354']","['3', '0']",0,0,0,0,0
0_56,zext_ln25,0,25,zext_ln25_fu_596_p1,not_exist,not_exist,64,zext,0.00,28,['355'],"['3', '0']",0,0,0,0,0
0_57,level_addr_1,0,25,not_exist,not_exist,not_exist,7,getelementptr,0.00,29,"['356', '357', '358']","['3', '0']",0,0,0,0,0
0_58,level_load_1,0,25,not_exist,ram,RAM,16,load,2.26,30,['359'],"['3', '1']",0,0,0,0,0
0_59,trunc_ln25,0,25,trunc_ln25_fu_608_p1,not_exist,not_exist,8,trunc,0.00,32,['360'],"['4', '0']",0,0,0,0,0
0_60,sext_ln25,0,25,sext_ln25_fu_612_p1,not_exist,not_exist,32,sext,0.00,33,['361'],"['4', '0']",0,0,0,0,0
0_61,zext_ln25_1,0,25,zext_ln25_1_fu_616_p1,not_exist,not_exist,64,zext,0.00,34,['362'],"['4', '0']",0,0,0,0,0
0_62,icmp_ln25,0,25,icmp_ln25_fu_620_p2,icmp,Cmp,1,icmp,1.40,35,"['363', '364']","['4', '0']",29,0,0,0,0
0_63,br_ln25,0,25,not_exist,not_exist,not_exist,0,br,0.84,36,"['365', '366', '367']","['4', '0']",0,0,0,0,0
