node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_348,empty,2,0,not_exist,not_exist,32,0,1
0_350,empty,2,0,not_exist,not_exist,32,0,7
0_358,empty,2,0,not_exist,not_exist,64,0,0
0_361,empty,2,0,not_exist,not_exist,8,0,0
0_375,empty,2,0,not_exist,not_exist,64,0,1
0_378,empty,2,0,not_exist,not_exist,4,0,0
0_385,empty,2,0,not_exist,not_exist,4,0,10
0_391,empty,2,0,not_exist,not_exist,4,0,1
0_399,empty,2,0,not_exist,not_exist,9,0,0
0_408,empty,2,0,not_exist,not_exist,32,0,8
0_436,empty,2,0,not_exist,not_exist,32,0,64
0_438,empty,2,0,not_exist,not_exist,32,0,127
0_463,empty,2,0,not_exist,not_exist,32,0,11
0_500,empty,2,0,not_exist,not_exist,8,0,127
0_544,empty,2,0,not_exist,not_exist,3,0,0
0_558,empty,2,0,not_exist,not_exist,4,0,2
0_697,empty,2,0,not_exist,not_exist,7,0,8
0_702,empty,2,0,not_exist,not_exist,32,0,3
0_704,empty,2,0,not_exist,not_exist,32,0,6
0_722,empty,2,0,not_exist,not_exist,8,0,1
0_821,empty,2,0,not_exist,not_exist,9,0,2
