node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_70,empty,2,0,not_exist,not_exist,32,0,1
0_101,empty,2,0,not_exist,not_exist,64,0,1
0_110,empty,2,0,not_exist,not_exist,6,0,0
0_116,empty,2,0,not_exist,not_exist,32,0,11
0_120,empty,2,0,not_exist,not_exist,64,0,0
0_131,empty,2,0,not_exist,not_exist,32,0,7
0_133,empty,2,0,not_exist,not_exist,32,0,63
0_150,empty,2,0,not_exist,not_exist,8,0,127
1_213,empty,2,0,not_exist,not_exist,64,0,1
1_223,empty,2,0,not_exist,not_exist,32,0,7
1_229,empty,2,0,not_exist,not_exist,64,0,0
1_232,empty,2,0,not_exist,not_exist,8,0,0
1_242,empty,2,0,not_exist,not_exist,32,0,1
1_252,empty,2,0,not_exist,not_exist,32,0,0
1_254,empty,2,0,not_exist,not_exist,32,0,63
1_258,empty,2,0,not_exist,not_exist,4,0,0
1_264,empty,2,0,not_exist,not_exist,4,0,10
1_271,empty,2,0,not_exist,not_exist,4,0,1
1_279,empty,2,0,not_exist,not_exist,9,0,0
1_287,empty,2,0,not_exist,not_exist,32,0,8
1_329,empty,2,0,not_exist,not_exist,32,0,64
1_331,empty,2,0,not_exist,not_exist,32,0,127
1_338,bfs_Pipeline_loop_neighbors,2,0,not_exist,not_exist,0,6,<constant bfs_Pipeline_loop_neighbors>
1_357,empty,2,0,not_exist,not_exist,7,0,1
1_381,empty,2,0,not_exist,not_exist,32,0,3
1_402,empty,2,0,not_exist,not_exist,4,0,2
1_461,bfs_Pipeline_loop_neighbors2,2,0,not_exist,not_exist,0,6,<constant bfs_Pipeline_loop_neighbors2>
1_502,empty,2,0,not_exist,not_exist,3,0,0
1_505,empty,2,0,not_exist,not_exist,7,0,16
1_510,empty,2,0,not_exist,not_exist,32,0,4
1_512,empty,2,0,not_exist,not_exist,32,0,6
1_553,bfs_Pipeline_loop_neighbors1,2,0,not_exist,not_exist,0,6,<constant bfs_Pipeline_loop_neighbors1>
1_572,empty,2,0,not_exist,not_exist,9,0,2
1_594,bfs_Pipeline_loop_neighbors3,2,0,not_exist,not_exist,0,6,<constant bfs_Pipeline_loop_neighbors3>
2_70,empty,2,0,not_exist,not_exist,32,0,1
2_101,empty,2,0,not_exist,not_exist,64,0,1
2_110,empty,2,0,not_exist,not_exist,6,0,0
2_116,empty,2,0,not_exist,not_exist,32,0,11
2_120,empty,2,0,not_exist,not_exist,64,0,0
2_131,empty,2,0,not_exist,not_exist,32,0,7
2_133,empty,2,0,not_exist,not_exist,32,0,63
2_150,empty,2,0,not_exist,not_exist,8,0,127
3_70,empty,2,0,not_exist,not_exist,32,0,1
3_101,empty,2,0,not_exist,not_exist,64,0,1
3_110,empty,2,0,not_exist,not_exist,6,0,0
3_116,empty,2,0,not_exist,not_exist,32,0,11
3_120,empty,2,0,not_exist,not_exist,64,0,0
3_131,empty,2,0,not_exist,not_exist,32,0,7
3_133,empty,2,0,not_exist,not_exist,32,0,63
3_150,empty,2,0,not_exist,not_exist,8,0,127
4_70,empty,2,0,not_exist,not_exist,32,0,1
4_101,empty,2,0,not_exist,not_exist,64,0,1
4_110,empty,2,0,not_exist,not_exist,6,0,0
4_116,empty,2,0,not_exist,not_exist,32,0,11
4_120,empty,2,0,not_exist,not_exist,64,0,0
4_131,empty,2,0,not_exist,not_exist,32,0,7
4_133,empty,2,0,not_exist,not_exist,32,0,63
4_150,empty,2,0,not_exist,not_exist,8,0,127
