edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_85,1,0_84,0_9,0
0_86,1,0_84,0_10,0
0_89,1,0_7,0_11,0
0_92,1,0_3,0_12,0
0_94,1,0_2,0_13,0
0_96,1,0_1,0_14,0
0_97,1,0_14,0_18,0
0_98,1,0_10,0_18,0
0_99,1,0_13,0_19,0
0_100,1,0_9,0_19,0
0_101,2,0_25,0_20,0
0_102,1,0_10,0_80,0
0_105,1,0_8,0_81,0
0_106,1,0_80,0_81,0
0_107,1,0_9,0_22,0
0_108,1,0_22,0_23,0
0_109,1,0_12,0_23,0
0_110,1,0_23,0_24,0
0_111,2,0_50,0_24,0
0_112,2,0_83,0_24,0
0_113,1,0_22,0_76,0
0_115,1,0_114,0_76,0
0_116,1,0_76,0_77,0
0_117,1,0_9,0_77,0
0_118,2,0_25,0_78,0
0_119,1,0_22,0_28,0
0_120,1,0_28,0_29,0
0_121,1,0_4,0_30,0
0_123,1,0_122,0_30,0
0_124,1,0_29,0_30,0
0_125,1,0_30,0_31,0
0_126,1,0_31,0_32,0
0_129,1,0_31,0_33,0
0_131,1,0_130,0_33,0
0_133,1,0_132,0_33,0
0_136,1,0_31,0_34,0
0_138,1,0_137,0_34,0
0_141,1,0_34,0_35,0
0_143,1,0_142,0_35,0
0_144,1,0_32,0_36,0
0_145,1,0_5,0_37,0
0_146,1,0_122,0_37,0
0_147,1,0_36,0_37,0
0_148,1,0_37,0_38,0
0_149,1,0_35,0_39,0
0_150,1,0_38,0_40,0
0_151,1,0_39,0_40,0
0_152,1,0_40,0_41,0
0_153,1,0_6,0_42,0
0_154,1,0_122,0_42,0
0_155,1,0_36,0_42,0
0_156,1,0_42,0_43,0
0_157,1,0_35,0_44,0
0_158,1,0_43,0_45,0
0_159,1,0_44,0_45,0
0_160,1,0_45,0_46,0
0_163,1,0_41,0_47,0
0_164,1,0_46,0_47,0
0_165,1,0_33,0_47,0
0_166,1,0_47,0_48,0
0_168,1,0_167,0_48,0
0_169,1,0_48,0_49,0
0_170,2,0_79,0_49,0
0_171,2,0_56,0_49,0
0_172,1,0_10,0_71,0
0_173,1,0_71,0_72,0
0_174,1,0_114,0_72,0
0_175,1,0_72,0_73,0
0_176,1,0_10,0_73,0
0_177,2,0_79,0_74,0
0_178,1,0_38,0_57,0
0_179,1,0_54,0_57,0
0_180,1,0_11,0_58,0
0_181,1,0_58,0_59,0
0_182,1,0_52,0_59,0
0_183,1,0_57,0_60,0
0_184,1,0_59,0_60,0
0_185,1,0_60,0_61,0
0_186,1,0_37,0_61,0
0_187,2,0_75,0_62,0
0_189,1,0_31,0_51,0
0_190,1,0_130,0_51,0
0_191,1,0_35,0_52,0
0_193,1,0_192,0_53,0
0_194,1,0_52,0_53,0
0_195,1,0_53,0_54,0
0_197,1,0_196,0_54,0
0_198,1,0_51,0_55,0
0_199,2,0_63,0_55,0
0_200,2,0_70,0_55,0
0_201,1,0_43,0_64,0
0_202,1,0_54,0_64,0
0_203,1,0_11,0_65,0
0_204,1,0_65,0_66,0
0_205,1,0_52,0_66,0
0_206,1,0_64,0_67,0
0_207,1,0_66,0_67,0
0_208,1,0_67,0_68,0
0_209,1,0_42,0_68,0
0_210,2,0_75,0_69,0
0_284,2,0_21,0_25,0
0_285,2,0_25,0_83,0
0_286,2,0_25,0_50,0
0_287,2,0_50,0_56,0
0_288,2,0_50,0_79,0
0_289,2,0_56,0_70,0
0_290,2,0_56,0_63,0
0_291,2,0_63,0_75,0
0_292,2,0_70,0_75,0
0_293,2,0_75,0_79,0
0_294,2,0_79,0_25,1
0_295,4,0_43,0_68,0
0_296,4,0_38,0_61,0
0_297,4,0_71,0_73,0
0_298,4,0_19,0_22,0
0_299,4,0_18,0_80,0
0_300,4,0_19,0_77,0
0_301,4,0_18,0_71,0
0_302,4,0_18,0_73,0
0_303,4,0_22,0_77,0
0_2147483647,1,0_61,0_38,1
1_267,1,1_3,1_7,0
1_269,1,1_268,1_8,0
1_270,1,1_268,1_9,0
1_271,1,1_268,1_10,0
1_272,1,1_268,1_11,0
1_273,1,1_7,1_12,0
1_276,1,1_7,1_26,0
1_278,1,1_277,1_26,0
1_281,1,1_26,1_27,0
1_283,1,1_282,1_27,0
1_284,1,1_12,1_28,0
1_286,1,1_7,1_29,0
1_288,1,1_287,1_29,0
1_289,1,1_29,1_30,0
1_290,2,1_40,1_30,0
1_291,2,1_49,1_30,0
1_292,1,1_4,1_32,0
1_294,1,1_293,1_32,0
1_295,1,1_28,1_32,0
1_296,1,1_32,1_33,0
1_297,1,1_27,1_34,0
1_299,1,1_298,1_35,0
1_300,1,1_34,1_35,0
1_301,1,1_35,1_36,0
1_303,1,1_302,1_36,0
1_304,1,1_33,1_37,0
1_305,1,1_36,1_37,0
1_306,1,1_37,1_38,0
1_307,1,1_32,1_38,0
1_308,2,1_57,1_39,0
1_309,1,1_5,1_41,0
1_310,1,1_293,1_41,0
1_311,1,1_28,1_41,0
1_312,1,1_41,1_42,0
1_313,1,1_27,1_43,0
1_314,1,1_298,1_44,0
1_315,1,1_43,1_44,0
1_316,1,1_44,1_45,0
1_317,1,1_302,1_45,0
1_318,1,1_42,1_46,0
1_319,1,1_45,1_46,0
1_320,1,1_46,1_47,0
1_321,1,1_41,1_47,0
1_322,2,1_57,1_48,0
1_324,1,1_323,1_50,0
1_325,1,1_6,1_51,0
1_326,1,1_293,1_51,0
1_327,1,1_293,1_51,0
1_328,1,1_51,1_52,0
1_331,1,1_52,1_53,0
1_332,1,1_268,1_53,0
1_334,1,1_333,1_53,0
1_336,1,1_335,1_53,0
1_337,1,1_53,1_54,0
1_338,1,1_51,1_54,0
1_340,1,1_339,1_55,0
1_341,1,1_50,1_55,0
1_342,2,1_62,1_56,0
1_343,1,1_50,1_58,0
1_344,1,1_58,1_59,0
1_346,1,1_345,1_59,0
1_347,1,1_59,1_61,0
1_348,2,1_262,1_61,0
1_349,2,1_68,1_61,0
1_350,1,1_58,1_63,0
1_351,1,1_58,1_65,0
1_353,1,1_352,1_65,0
1_354,1,1_65,1_66,0
1_355,2,1_74,1_67,0
1_356,1,1_293,1_69,0
1_357,2,1_68,1_69,0
1_358,1,1_138,1_69,1
1_359,2,1_141,1_69,1
1_361,1,1_360,1_70,0
1_362,2,1_68,1_70,0
1_363,1,1_139,1_70,1
1_364,2,1_141,1_70,1
1_367,1,1_70,1_71,0
1_369,1,1_368,1_71,0
1_370,1,1_71,1_73,0
1_371,2,1_94,1_73,0
1_372,2,1_160,1_73,0
1_373,1,1_70,1_75,0
1_375,1,1_70,1_77,0
1_376,1,1_287,1_77,0
1_378,1,1_70,1_78,0
1_379,1,1_277,1_78,0
1_381,1,1_78,1_79,0
1_382,1,1_282,1_79,0
1_383,1,1_75,1_80,0
1_384,1,1_4,1_81,0
1_385,1,1_293,1_81,0
1_386,1,1_80,1_81,0
1_387,1,1_81,1_82,0
1_388,1,1_79,1_83,0
1_389,1,1_82,1_84,0
1_390,1,1_83,1_84,0
1_391,1,1_84,1_85,0
1_392,1,1_5,1_86,0
1_393,1,1_293,1_86,0
1_394,1,1_80,1_86,0
1_395,1,1_86,1_87,0
1_396,1,1_79,1_88,0
1_397,1,1_87,1_89,0
1_398,1,1_88,1_89,0
1_399,1,1_89,1_90,0
1_402,1,1_85,1_91,0
1_403,1,1_90,1_91,0
1_404,1,1_77,1_91,0
1_405,1,1_91,1_92,0
1_406,1,1_63,1_92,0
1_407,1,1_92,1_93,0
1_408,2,1_124,1_93,0
1_409,2,1_103,1_93,0
1_412,1,1_70,1_95,0
1_413,1,1_323,1_95,0
1_414,1,1_287,1_95,0
1_415,1,1_95,1_96,0
1_416,1,1_1,1_97,0
1_417,1,1_293,1_97,0
1_418,1,1_96,1_97,0
1_419,1,1_97,1_98,0
1_420,1,1_98,1_99,0
1_423,1,1_98,1_100,0
1_425,1,1_424,1_100,0
1_427,1,1_426,1_100,0
1_428,1,1_99,1_101,0
1_429,1,1_100,1_101,0
1_430,1,1_101,1_102,0
1_431,2,1_124,1_102,0
1_432,2,1_107,1_102,0
1_434,1,1_433,1_104,0
1_435,1,1_69,1_104,0
1_436,1,1_99,1_104,0
1_437,1,1_100,1_104,0
1_438,1,1_2,1_104,0
1_439,1,1_4,1_104,0
1_440,1,1_5,1_104,0
1_441,1,1_65,1_104,0
1_442,1,1_11,1_104,0
1_443,1,1_11,1_105,0
1_444,2,1_124,1_106,0
1_445,1,1_105,1_108,0
1_446,2,1_107,1_108,0
1_447,1,1_69,1_108,0
1_448,2,1_94,1_108,0
1_449,1,1_69,1_108,0
1_450,2,1_103,1_108,0
1_451,1,1_75,1_109,0
1_453,1,1_452,1_109,0
1_454,1,1_109,1_110,0
1_455,1,1_4,1_111,0
1_456,1,1_293,1_111,0
1_457,1,1_110,1_111,0
1_458,1,1_111,1_112,0
1_459,1,1_79,1_113,0
1_460,1,1_112,1_114,0
1_461,1,1_113,1_114,0
1_462,1,1_114,1_115,0
1_463,1,1_5,1_116,0
1_464,1,1_293,1_116,0
1_465,1,1_110,1_116,0
1_466,1,1_116,1_117,0
1_467,1,1_79,1_118,0
1_468,1,1_117,1_119,0
1_469,1,1_118,1_119,0
1_470,1,1_119,1_120,0
