node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_249,empty,2,0,not_exist,not_exist,32,0,7
0_255,empty,2,0,not_exist,not_exist,64,0,0
0_258,empty,2,0,not_exist,not_exist,8,0,0
0_268,empty,2,0,not_exist,not_exist,32,0,1
0_273,empty,2,0,not_exist,not_exist,64,0,1
0_284,empty,2,0,not_exist,not_exist,8,0,1
0_291,empty,2,0,not_exist,not_exist,9,0,0
0_299,empty,2,0,not_exist,not_exist,32,0,8
0_343,empty,2,0,not_exist,not_exist,32,0,64
0_345,empty,2,0,not_exist,not_exist,32,0,127
0_369,empty,2,0,not_exist,not_exist,32,0,11
0_371,empty,2,0,not_exist,not_exist,32,0,63
0_375,empty,2,0,not_exist,not_exist,32,0,10
0_380,empty,2,0,not_exist,not_exist,6,0,0
0_426,empty,2,0,not_exist,not_exist,8,0,127
0_461,empty,2,0,not_exist,not_exist,7,0,1
0_485,empty,2,0,not_exist,not_exist,68,0,29514790517935282586
0_488,empty,2,0,not_exist,not_exist,64,0,5
0_493,empty,2,0,not_exist,not_exist,32,0,67
0_513,empty,2,0,not_exist,not_exist,64,0,10
0_641,empty,2,0,not_exist,not_exist,9,0,2
