node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_333,empty,2,0,not_exist,not_exist,32,0,1
0_342,empty,2,0,not_exist,not_exist,32,0,7
0_346,empty,2,0,not_exist,not_exist,64,0,0
0_353,empty,2,0,not_exist,not_exist,3,0,0
0_356,empty,2,0,not_exist,not_exist,16,0,255
0_360,empty,2,0,not_exist,not_exist,16,0,65535
0_373,empty,2,0,not_exist,not_exist,64,0,1
0_375,empty,2,0,not_exist,not_exist,32,0,0
0_377,empty,2,0,not_exist,not_exist,32,0,63
0_381,empty,2,0,not_exist,not_exist,4,0,0
0_388,empty,2,0,not_exist,not_exist,4,0,10
0_394,empty,2,0,not_exist,not_exist,4,0,1
0_402,empty,2,0,not_exist,not_exist,9,0,0
0_410,empty,2,0,not_exist,not_exist,9,0,256
0_413,empty,2,0,not_exist,not_exist,9,0,1
0_463,empty,2,0,not_exist,not_exist,32,0,64
0_465,empty,2,0,not_exist,not_exist,32,0,127
0_501,empty,2,0,not_exist,not_exist,11,0,1
0_510,empty,2,0,not_exist,not_exist,32,0,11
0_521,empty,2,0,not_exist,not_exist,6,0,0
0_547,empty,2,0,not_exist,not_exist,8,0,127
0_577,empty,2,0,not_exist,not_exist,64,0,2
0_654,empty,2,0,not_exist,not_exist,32,0,3
0_675,empty,2,0,not_exist,not_exist,4,0,2
0_920,empty,2,0,not_exist,not_exist,7,0,16
0_925,empty,2,0,not_exist,not_exist,32,0,4
0_927,empty,2,0,not_exist,not_exist,32,0,6
