edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_334,1,0_333,0_7,0
0_337,1,0_4,0_8,0
0_338,1,0_8,0_9,0
0_341,1,0_8,0_23,0
0_343,1,0_342,0_23,0
0_344,1,0_9,0_24,0
0_345,1,0_5,0_25,0
0_347,1,0_346,0_25,0
0_348,1,0_24,0_25,0
0_349,1,0_25,0_26,0
0_352,1,0_23,0_27,0
0_354,1,0_353,0_27,0
0_355,1,0_27,0_28,0
0_357,1,0_356,0_29,0
0_358,1,0_28,0_29,0
0_359,1,0_29,0_30,0
0_361,1,0_360,0_30,0
0_362,1,0_26,0_31,0
0_363,1,0_30,0_31,0
0_364,1,0_31,0_32,0
0_365,1,0_25,0_32,0
0_366,1,0_6,0_33,0
0_367,1,0_346,0_33,0
0_368,1,0_346,0_33,0
0_369,1,0_33,0_34,0
0_372,1,0_34,0_35,0
0_374,1,0_373,0_35,0
0_376,1,0_375,0_35,0
0_378,1,0_377,0_35,0
0_379,1,0_35,0_36,0
0_380,1,0_33,0_36,0
0_382,1,0_381,0_37,0
0_383,1,0_7,0_37,0
0_384,2,0_45,0_38,0
0_385,1,0_7,0_40,0
0_386,1,0_40,0_41,0
0_387,1,0_40,0_42,0
0_389,1,0_388,0_42,0
0_390,1,0_42,0_44,0
0_391,2,0_330,0_44,0
0_392,2,0_50,0_44,0
0_393,1,0_40,0_47,0
0_395,1,0_394,0_47,0
0_396,1,0_47,0_48,0
0_397,2,0_59,0_49,0
0_398,1,0_346,0_51,0
0_399,2,0_50,0_51,0
0_400,1,0_173,0_51,1
0_401,2,0_175,0_51,1
0_403,1,0_402,0_52,0
0_404,2,0_50,0_52,0
0_405,1,0_57,0_52,1
0_406,2,0_175,0_52,1
0_407,1,0_52,0_53,0
0_408,1,0_52,0_54,0
0_409,1,0_52,0_55,0
0_411,1,0_410,0_55,0
0_412,1,0_52,0_57,0
0_414,1,0_413,0_57,0
0_415,1,0_55,0_58,0
0_416,2,0_71,0_58,0
0_417,2,0_184,0_58,0
0_420,1,0_52,0_61,0
0_421,1,0_342,0_61,0
0_423,1,0_61,0_62,0
0_424,1,0_353,0_62,0
0_425,1,0_54,0_63,0
0_426,1,0_5,0_64,0
0_427,1,0_346,0_64,0
0_428,1,0_63,0_64,0
0_429,1,0_64,0_65,0
0_430,1,0_62,0_66,0
0_431,1,0_65,0_67,0
0_432,1,0_66,0_67,0
0_433,1,0_67,0_68,0
0_434,1,0_68,0_69,0
0_435,1,0_41,0_69,0
0_436,1,0_69,0_70,0
0_437,2,0_175,0_70,0
0_438,2,0_86,0_70,0
0_441,1,0_52,0_72,0
0_442,1,0_333,0_72,0
0_443,1,0_342,0_72,0
0_444,1,0_72,0_73,0
0_445,1,0_1,0_74,0
0_446,1,0_346,0_74,0
0_447,1,0_73,0_74,0
0_448,1,0_74,0_75,0
0_449,1,0_75,0_76,0
0_450,1,0_2,0_77,0
0_451,1,0_346,0_77,0
0_452,1,0_73,0_77,0
0_453,1,0_77,0_78,0
0_454,1,0_78,0_79,0
0_457,1,0_76,0_80,0
0_458,1,0_79,0_80,0
0_459,1,0_53,0_80,0
0_462,1,0_75,0_81,0
0_464,1,0_463,0_81,0
0_466,1,0_465,0_81,0
0_468,1,0_78,0_82,0
0_469,1,0_463,0_82,0
0_470,1,0_465,0_82,0
0_472,1,0_81,0_83,0
0_473,1,0_82,0_83,0
0_474,1,0_53,0_83,0
0_475,1,0_80,0_84,0
0_476,1,0_83,0_84,0
0_477,1,0_84,0_85,0
0_478,2,0_175,0_85,0
0_479,2,0_88,0_85,0
0_480,2,0_93,0_87,0
0_481,1,0_166,0_89,1
0_482,2,0_169,0_89,1
0_483,1,0_51,0_89,0
0_484,2,0_88,0_89,0
0_485,1,0_167,0_90,1
0_486,2,0_169,0_90,1
0_487,1,0_80,0_90,0
0_488,2,0_88,0_90,0
0_489,1,0_90,0_91,0
0_490,1,0_83,0_91,0
0_491,1,0_91,0_92,0
0_492,2,0_115,0_92,0
0_493,2,0_172,0_92,0
0_494,1,0_125,0_128,0
0_495,2,0_127,0_128,0
0_496,1,0_89,0_128,0
0_497,2,0_115,0_128,0
0_498,1,0_90,0_129,0
0_499,1,0_373,0_129,0
0_500,1,0_96,0_130,0
0_502,1,0_501,0_130,0
0_503,1,0_129,0_131,0
0_504,1,0_83,0_131,0
0_505,1,0_131,0_132,0
0_506,2,0_153,0_132,0
0_507,2,0_172,0_132,0
0_509,1,0_90,0_95,0
0_511,1,0_510,0_95,0
0_512,1,0_90,0_96,0
0_513,1,0_96,0_97,0
0_514,1,0_3,0_98,0
0_515,1,0_346,0_98,0
0_516,1,0_97,0_98,0
0_517,1,0_98,0_99,0
0_520,1,0_95,0_100,0
0_522,1,0_521,0_100,0
0_523,1,0_100,0_101,0
0_524,1,0_99,0_102,0
0_525,1,0_101,0_102,0
0_526,1,0_102,0_103,0
0_529,1,0_102,0_104,0
0_530,1,0_342,0_104,0
0_532,1,0_102,0_105,0
0_533,1,0_342,0_105,0
0_534,1,0_103,0_106,0
0_535,1,0_5,0_107,0
0_536,1,0_346,0_107,0
0_537,1,0_106,0_107,0
0_538,1,0_107,0_108,0
0_540,1,0_104,0_109,0
0_541,1,0_353,0_109,0
0_542,1,0_109,0_110,0
0_543,1,0_108,0_111,0
0_544,1,0_110,0_111,0
0_545,1,0_111,0_112,0
0_546,1,0_112,0_113,0
0_548,1,0_547,0_113,0
0_549,1,0_113,0_114,0
0_550,2,0_133,0_114,0
0_551,2,0_127,0_114,0
0_553,1,0_105,0_116,0
0_554,1,0_353,0_116,0
0_555,1,0_116,0_117,0
0_556,1,0_356,0_118,0
0_557,1,0_117,0_118,0
0_558,1,0_118,0_119,0
0_559,1,0_360,0_119,0
0_560,1,0_108,0_120,0
0_561,1,0_119,0_120,0
0_562,1,0_47,0_121,0
0_563,1,0_121,0_122,0
0_564,1,0_117,0_122,0
0_565,1,0_120,0_123,0
0_566,1,0_122,0_123,0
0_567,1,0_123,0_124,0
0_568,1,0_107,0_124,0
0_569,1,0_89,0_125,0
