node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges
0_8,e,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['56']
0_9,cnt,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,2,['57']
0_10,zext_ln24_2_read,0,0,not_exist,not_exist,not_exist,4,read,0.00,3,"['59', '60']"
0_11,tmp_end_1_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,4,"['62', '63']"
0_12,tmp_begin_1_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,5,"['64', '65']"
0_13,cnt_1_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,6,"['66', '67']"
0_14,zext_ln24_2_cast,0,0,zext_ln24_2_cast_fu_117_p1,not_exist,not_exist,8,zext,0.00,7,['68']
0_17,cnt_write_ln0,0,0,not_exist,not_exist,not_exist,0,store,0.84,8,"['69', '70']"
0_18,e_write_ln0,0,0,not_exist,not_exist,not_exist,0,store,0.84,9,"['71', '72']"
0_19,br_ln0,0,0,not_exist,not_exist,not_exist,0,br,0.00,10,['73']
0_21,e_3,0,29,not_exist,not_exist,not_exist,64,load,0.00,11,"['79', '194']"
0_22,icmp_ln28,0,28,icmp_ln28_fu_134_p2,icmp,Cmp,1,icmp,1.40,12,"['80', '81']"
0_23,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.00,13,"['82', '83', '84']"
0_27,trunc_ln29,0,29,trunc_ln29_fu_139_p1,not_exist,not_exist,1,trunc,0.00,14,['91']
0_28,shl_ln29_2,0,29,shl_ln29_2_fu_169_p3,not_exist,not_exist,7,bitconcatenate,0.00,25,"['93', '94', '96']"
0_29,lshr_ln29_2,0,29,lshr_ln29_2_fu_143_p4,not_exist,not_exist,11,partselect,0.00,15,"['98', '99', '100', '102']"
0_30,zext_ln29,0,29,zext_ln29_fu_153_p1,not_exist,not_exist,64,zext,0.00,16,['103']
0_31,edges_addr,0,29,not_exist,not_exist,not_exist,11,getelementptr,0.00,17,"['104', '106', '107']"
0_32,edges_load,0,29,not_exist,ram,RAM,128,load,2.26,18,['108']
0_33,zext_ln29_2,0,29,zext_ln29_2_fu_176_p1,not_exist,not_exist,128,zext,0.00,26,['109']
0_34,lshr_ln29,0,29,lshr_ln29_fu_180_p2,lshr,Shifter,128,lshr,2.37,27,"['110', '111']"
0_35,tmp_dst,0,29,tmp_dst_fu_186_p1,not_exist,not_exist,64,trunc,0.00,28,['112']
0_36,level_addr,0,30,not_exist,not_exist,not_exist,8,getelementptr,0.00,29,"['113', '114', '115']"
0_37,tmp_level,0,30,not_exist,ram,RAM,8,load,2.26,30,['116']
0_38,icmp_ln32,0,32,icmp_ln32_fu_191_p2,icmp,Cmp,1,icmp,0.86,31,"['117', '119']"
0_39,br_ln32,0,32,not_exist,not_exist,not_exist,0,br,0.00,32,"['120', '121', '122']"
0_41,cnt_load_2,0,34,not_exist,not_exist,not_exist,64,load,0.00,33,"['123', '196']"
0_42,level_addr_write_ln33,0,33,not_exist,ram,RAM,0,store,2.26,34,"['124', '125', '192', '2147483647']"
0_43,cnt_2,0,34,cnt_2_fu_200_p2,add,Adder,64,add,1.81,35,"['126', '127']"
0_44,cnt_write_ln35,0,35,not_exist,not_exist,not_exist,0,store,0.84,36,"['128', '129', '193', '197']"
0_45,br_ln35,0,35,not_exist,not_exist,not_exist,0,br,0.00,37,['130']
0_47,e_4,0,28,e_4_fu_158_p2,add,Adder,64,add,1.81,19,"['85', '87']"
0_48,e_write_ln28,0,28,not_exist,not_exist,not_exist,0,store,0.84,20,"['88', '89', '198', '199']"
0_49,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.00,21,['90']
0_51,cnt_load,0,0,not_exist,not_exist,not_exist,64,load,0.00,22,"['74', '195']"
0_52,cnt_6_out_write_ln0,0,0,not_exist,not_exist,not_exist,0,write,0.00,23,"['76', '77', '78']"
0_53,_ln0,0,0,not_exist,not_exist,not_exist,0,ret,0.00,24,[]
1_7,horizon,0,0,not_exist,not_exist,not_exist,4,alloca,0.00,1,['203']
1_8,starting_node_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,2,"['205', '206']"
1_9,cnt_14_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,3,['208']
1_10,cnt_6_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,4,['209']
1_11,cnt_10_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,5,['210']
1_12,cnt_4_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,6,['211']
1_26,level_addr,0,18,not_exist,not_exist,not_exist,8,getelementptr,0.00,7,"['212', '214', '215']"
1_27,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,8,"['217', '218']"
1_28,level_counts_0_addr,0,19,not_exist,not_exist,not_exist,2,getelementptr,0.00,9,"['219', '220', '221']"
1_29,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,10,['222']
1_30,tmp,0,19,tmp_fu_526_p5,not_exist,not_exist,128,partset,0.00,12,"['224', '225', '226', '228', '230']"
1_31,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,13,"['231', '232', '789']"
1_32,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,11,"['234', '235']"
1_33,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,14,['236']
1_35,horizon_1,0,21,not_exist,not_exist,not_exist,4,load,0.00,15,"['237', '806']"
