node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_135,empty,2,0,not_exist,not_exist,32,0,1
0_144,empty,2,0,not_exist,not_exist,3,0,0
0_150,empty,2,0,not_exist,not_exist,32,0,7
0_154,empty,2,0,not_exist,not_exist,64,0,0
0_159,empty,2,0,not_exist,not_exist,16,0,255
0_163,empty,2,0,not_exist,not_exist,16,0,65535
0_172,empty,2,0,not_exist,not_exist,64,0,1
0_183,empty,2,0,not_exist,not_exist,8,0,1
0_190,empty,2,0,not_exist,not_exist,9,0,0
0_196,empty,2,0,not_exist,not_exist,9,0,256
0_199,empty,2,0,not_exist,not_exist,9,0,1
0_232,empty,2,0,not_exist,not_exist,7,0,0
0_245,empty,2,0,not_exist,not_exist,32,0,64
0_247,empty,2,0,not_exist,not_exist,32,0,127
0_271,empty,2,0,not_exist,not_exist,32,0,11
0_273,empty,2,0,not_exist,not_exist,32,0,63
0_308,empty,2,0,not_exist,not_exist,8,0,127
