edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_341,1,0_340,0_7,0
0_344,1,0_4,0_21,0
0_345,1,0_21,0_22,0
0_348,1,0_22,0_23,0
0_350,1,0_349,0_23,0
0_353,1,0_21,0_24,0
0_354,1,0_340,0_24,0
0_356,1,0_355,0_24,0
0_357,1,0_24,0_25,0
0_358,1,0_5,0_26,0
0_360,1,0_359,0_26,0
0_361,1,0_25,0_26,0
0_362,1,0_26,0_27,0
0_363,1,0_23,0_28,0
0_365,1,0_364,0_29,0
0_366,1,0_28,0_29,0
0_367,1,0_29,0_30,0
0_369,1,0_368,0_30,0
0_370,1,0_27,0_31,0
0_371,1,0_30,0_31,0
0_372,1,0_31,0_32,0
0_373,1,0_26,0_32,0
0_374,1,0_6,0_33,0
0_375,1,0_359,0_33,0
0_376,1,0_359,0_33,0
0_378,1,0_377,0_34,0
0_379,1,0_33,0_34,0
0_381,1,0_380,0_35,0
0_382,1,0_7,0_35,0
0_383,2,0_43,0_36,0
0_384,1,0_7,0_38,0
0_385,1,0_38,0_39,0
0_386,1,0_38,0_40,0
0_388,1,0_387,0_40,0
0_389,1,0_40,0_42,0
0_390,2,0_337,0_42,0
0_391,2,0_48,0_42,0
0_392,1,0_38,0_45,0
0_394,1,0_393,0_45,0
0_395,1,0_45,0_46,0
0_396,2,0_54,0_47,0
0_397,1,0_359,0_49,0
0_398,2,0_48,0_49,0
0_399,1,0_177,0_49,1
0_400,2,0_180,0_49,1
0_402,1,0_401,0_50,0
0_403,2,0_48,0_50,0
0_404,1,0_178,0_50,1
0_405,2,0_180,0_50,1
0_408,1,0_50,0_51,0
0_410,1,0_409,0_51,0
0_411,1,0_51,0_53,0
0_412,2,0_64,0_53,0
0_413,2,0_187,0_53,0
0_416,1,0_50,0_56,0
0_417,1,0_340,0_56,0
0_418,1,0_355,0_56,0
0_419,1,0_56,0_57,0
0_422,1,0_50,0_58,0
0_423,1,0_340,0_58,0
0_425,1,0_424,0_58,0
0_426,1,0_5,0_59,0
0_427,1,0_359,0_59,0
0_428,1,0_57,0_59,0
0_429,1,0_59,0_60,0
0_430,1,0_60,0_61,0
0_431,1,0_61,0_62,0
