edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_188,1,0_4,0_8,0
0_190,1,0_189,0_9,0
0_191,1,0_189,0_10,0
0_192,1,0_8,0_11,0
0_193,1,0_11,0_27,0
0_196,1,0_8,0_28,0
0_198,1,0_197,0_28,0
0_199,1,0_28,0_29,0
0_200,2,0_34,0_29,0
0_201,2,0_38,0_29,0
0_202,1,0_5,0_31,0
0_204,1,0_203,0_31,0
0_205,1,0_27,0_31,0
0_207,1,0_206,0_32,0
0_208,1,0_31,0_32,0
0_209,2,0_46,0_33,0
0_210,1,0_6,0_35,0
0_211,1,0_203,0_35,0
0_212,1,0_27,0_35,0
0_213,1,0_206,0_36,0
0_214,1,0_35,0_36,0
0_215,2,0_46,0_37,0
0_217,1,0_216,0_39,0
0_218,1,0_7,0_40,0
0_219,1,0_203,0_40,0
0_220,1,0_203,0_40,0
0_221,1,0_40,0_41,0
0_224,1,0_41,0_42,0
0_225,1,0_189,0_42,0
0_227,1,0_226,0_42,0
0_229,1,0_228,0_42,0
0_230,1,0_42,0_43,0
0_231,1,0_40,0_43,0
0_233,1,0_232,0_44,0
0_234,1,0_39,0_44,0
0_235,2,0_51,0_45,0
0_236,1,0_39,0_47,0
0_237,1,0_47,0_48,0
0_239,1,0_238,0_48,0
0_240,1,0_48,0_50,0
0_241,2,0_183,0_50,0
0_242,2,0_57,0_50,0
0_243,1,0_47,0_52,0
0_244,1,0_47,0_54,0
0_246,1,0_245,0_54,0
0_247,1,0_54,0_55,0
0_248,2,0_64,0_56,0
0_249,1,0_203,0_58,0
0_250,2,0_57,0_58,0
0_251,1,0_94,0_58,1
0_252,2,0_96,0_58,1
0_254,1,0_253,0_59,0
0_255,2,0_57,0_59,0
0_256,1,0_62,0_59,1
0_257,2,0_96,0_59,1
0_258,1,0_59,0_60,0
0_260,1,0_259,0_60,0
0_261,1,0_59,0_62,0
0_263,1,0_262,0_62,0
0_264,1,0_60,0_63,0
0_265,2,0_76,0_63,0
0_266,2,0_115,0_63,0
0_267,1,0_59,0_65,0
0_270,1,0_59,0_67,0
0_271,1,0_197,0_67,0
0_272,1,0_65,0_68,0
0_273,1,0_5,0_69,0
0_274,1,0_203,0_69,0
0_275,1,0_68,0_69,0
0_276,1,0_69,0_70,0
0_277,1,0_6,0_71,0
0_278,1,0_203,0_71,0
0_279,1,0_68,0_71,0
0_280,1,0_71,0_72,0
0_283,1,0_70,0_73,0
0_284,1,0_72,0_73,0
0_285,1,0_67,0_73,0
0_286,1,0_73,0_74,0
0_287,1,0_52,0_74,0
0_288,1,0_74,0_75,0
0_289,2,0_96,0_75,0
0_290,2,0_89,0_75,0
0_291,1,0_59,0_77,0
0_294,1,0_77,0_78,0
0_296,1,0_295,0_78,0
0_299,1,0_59,0_79,0
0_300,1,0_216,0_79,0
0_301,1,0_197,0_79,0
0_302,1,0_79,0_80,0
0_303,1,0_1,0_81,0
0_304,1,0_203,0_81,0
0_305,1,0_80,0_81,0
0_306,1,0_81,0_82,0
0_307,1,0_78,0_83,0
0_308,1,0_82,0_84,0
0_309,1,0_83,0_84,0
0_310,1,0_84,0_85,0
0_313,1,0_84,0_86,0
0_315,1,0_314,0_86,0
0_317,1,0_316,0_86,0
0_318,1,0_85,0_87,0
0_319,1,0_86,0_87,0
0_320,1,0_87,0_88,0
0_321,2,0_96,0_88,0
0_322,2,0_93,0_88,0
0_324,1,0_323,0_90,0
0_325,1,0_58,0_90,0
0_326,1,0_85,0_90,0
0_327,1,0_86,0_90,0
0_328,1,0_2,0_90,0
0_329,1,0_3,0_90,0
0_330,1,0_5,0_90,0
0_331,1,0_6,0_90,0
0_332,1,0_54,0_90,0
0_333,1,0_10,0_90,0
0_334,1,0_10,0_91,0
0_335,2,0_96,0_92,0
0_336,1,0_91,0_94,0
0_337,2,0_93,0_94,0
0_338,1,0_58,0_94,0
0_339,2,0_76,0_94,0
0_340,1,0_58,0_94,0
0_341,2,0_89,0_94,0
0_342,2,0_64,0_95,0
0_343,1,0_54,0_97,0
0_344,1,0_97,0_98,0
0_346,1,0_345,0_98,0
0_348,1,0_98,0_99,0
0_349,1,0_197,0_99,0
0_350,1,0_54,0_100,0
0_352,1,0_351,0_100,0
0_353,1,0_100,0_101,0
0_354,1,0_7,0_102,0
0_355,1,0_203,0_102,0
0_356,1,0_101,0_102,0
0_357,1,0_102,0_103,0
0_360,1,0_99,0_104,0
0_362,1,0_361,0_104,0
0_363,1,0_104,0_105,0
0_365,1,0_364,0_106,0
0_366,1,0_105,0_106,0
0_367,1,0_106,0_107,0
0_369,1,0_368,0_107,0
0_370,1,0_103,0_108,0
0_371,1,0_107,0_108,0
0_372,1,0_58,0_109,0
0_373,1,0_109,0_110,0
0_374,1,0_105,0_110,0
0_375,1,0_108,0_111,0
0_376,1,0_110,0_111,0
0_377,1,0_111,0_112,0
0_378,1,0_102,0_112,0
0_379,1,0_58,0_113,0
0_380,1,0_203,0_113,0
0_381,1,0_113,0_114,0
0_382,2,0_118,0_114,0
0_383,2,0_181,0_114,0
0_384,2,0_185,0_180,0
0_385,1,0_47,0_116,0
0_387,1,0_386,0_116,0
0_388,2,0_125,0_117,0
0_389,2,0_185,0_182,0
0_390,1,0_203,0_119,0
0_391,2,0_118,0_119,0
0_392,1,0_155,0_119,1
0_393,2,0_157,0_119,1
0_394,1,0_253,0_120,0
0_395,2,0_118,0_120,0
0_396,1,0_123,0_120,1
0_397,2,0_157,0_120,1
0_398,1,0_120,0_121,0
0_399,1,0_259,0_121,0
0_400,1,0_120,0_123,0
0_401,1,0_262,0_123,0
0_402,1,0_121,0_124,0
0_403,2,0_137,0_124,0
0_404,2,0_176,0_124,0
0_405,1,0_120,0_126,0
0_407,1,0_120,0_128,0
0_408,1,0_197,0_128,0
0_409,1,0_126,0_129,0
0_410,1,0_5,0_130,0
0_411,1,0_203,0_130,0
0_412,1,0_129,0_130,0
0_413,1,0_130,0_131,0
0_414,1,0_6,0_132,0
0_415,1,0_203,0_132,0
0_416,1,0_129,0_132,0
0_417,1,0_132,0_133,0
0_419,1,0_131,0_134,0
0_420,1,0_133,0_134,0
0_421,1,0_128,0_134,0
0_422,1,0_134,0_135,0
0_423,1,0_55,0_135,0
0_424,1,0_135,0_136,0
0_425,2,0_157,0_136,0
0_426,2,0_150,0_136,0
0_427,1,0_120,0_138,0
0_429,1,0_138,0_139,0
0_430,1,0_295,0_139,0
0_432,1,0_120,0_140,0
0_433,1,0_216,0_140,0
0_434,1,0_197,0_140,0
0_435,1,0_140,0_141,0
0_436,1,0_1,0_142,0
0_437,1,0_203,0_142,0
0_438,1,0_141,0_142,0
0_439,1,0_142,0_143,0
0_440,1,0_139,0_144,0
0_441,1,0_143,0_145,0
0_442,1,0_144,0_145,0
0_443,1,0_145,0_146,0
0_445,1,0_145,0_147,0
0_446,1,0_314,0_147,0
0_447,1,0_316,0_147,0
0_448,1,0_146,0_148,0
0_449,1,0_147,0_148,0
0_450,1,0_148,0_149,0
0_451,2,0_157,0_149,0
0_452,2,0_154,0_149,0
0_454,1,0_453,0_151,0
0_455,1,0_119,0_151,0
0_456,1,0_146,0_151,0
0_457,1,0_147,0_151,0
0_458,1,0_2,0_151,0
0_459,1,0_3,0_151,0
0_460,1,0_5,0_151,0
0_461,1,0_6,0_151,0
0_462,1,0_116,0_151,0
0_463,1,0_9,0_151,0
0_464,1,0_9,0_152,0
0_465,2,0_157,0_153,0
0_466,1,0_152,0_155,0
0_467,2,0_154,0_155,0
0_468,1,0_119,0_155,0
0_469,2,0_137,0_155,0
0_470,1,0_119,0_155,0
0_471,2,0_150,0_155,0
0_472,2,0_125,0_156,0
0_473,1,0_116,0_158,0
0_474,1,0_158,0_159,0
0_475,1,0_345,0_159,0
0_477,1,0_159,0_160,0
0_478,1,0_197,0_160,0
0_479,1,0_116,0_161,0
0_480,1,0_351,0_161,0
0_481,1,0_161,0_162,0
0_482,1,0_7,0_163,0
0_483,1,0_203,0_163,0
0_484,1,0_162,0_163,0
0_485,1,0_163,0_164,0
0_487,1,0_160,0_165,0
0_488,1,0_361,0_165,0
0_489,1,0_165,0_166,0
0_490,1,0_364,0_167,0
0_491,1,0_166,0_167,0
0_492,1,0_167,0_168,0
0_493,1,0_368,0_168,0
0_494,1,0_164,0_169,0
0_495,1,0_168,0_169,0
0_496,1,0_119,0_170,0
0_497,1,0_170,0_171,0
0_498,1,0_166,0_171,0
0_499,1,0_169,0_172,0
0_500,1,0_171,0_172,0
0_501,1,0_172,0_173,0
0_502,1,0_163,0_173,0
0_503,1,0_119,0_174,0
0_504,1,0_203,0_174,0
0_505,1,0_174,0_175,0
0_506,2,0_179,0_175,0
0_507,2,0_181,0_175,0
0_508,1,0_116,0_177,0
0_509,1,0_39,0_177,0
0_510,2,0_51,0_178,0
0_693,2,0_30,0_38,0
0_694,2,0_30,0_34,0
0_695,2,0_34,0_46,0
0_696,2,0_38,0_46,0
0_697,2,0_46,0_51,0
0_698,2,0_51,0_57,0
0_699,2,0_51,0_183,0
0_700,2,0_57,0_64,0
0_701,2,0_64,0_115,0
0_702,2,0_64,0_76,0
0_703,2,0_76,0_89,0
0_704,2,0_76,0_96,0
0_705,2,0_89,0_93,0
0_706,2,0_89,0_96,0
0_707,2,0_93,0_96,0
0_708,2,0_96,0_64,1
0_709,2,0_115,0_181,0
0_710,2,0_115,0_118,0
0_711,2,0_118,0_125,0
0_712,2,0_125,0_176,0
0_713,2,0_125,0_137,0
0_714,2,0_137,0_150,0
0_715,2,0_137,0_157,0
0_716,2,0_150,0_154,0
0_717,2,0_150,0_157,0
0_718,2,0_154,0_157,0
0_719,2,0_157,0_125,1
0_720,2,0_176,0_181,0
0_721,2,0_176,0_179,0
0_722,2,0_179,0_51,1
0_723,2,0_181,0_185,0
0_724,2,0_183,0_185,0
0_725,4,0_41,0_43,0
0_726,4,0_103,0_112,0
0_727,4,0_164,0_173,0
0_728,4,0_70,0_90,0
0_729,4,0_72,0_90,0
0_730,4,0_131,0_151,0
0_731,4,0_133,0_151,0
0_732,4,0_90,0_91,0
0_733,4,0_151,0_152,0
0_734,4,0_44,0_47,0
0_735,4,0_44,0_177,0
0_736,4,0_47,0_177,0
1_81,1,1_80,1_10,0
1_82,1,1_80,1_11,0
1_85,1,1_8,1_12,0
1_88,1,1_3,1_13,0
1_90,1,1_2,1_14,0
1_92,1,1_1,1_15,0
1_93,1,1_12,1_16,0
1_94,1,1_15,1_21,0
1_95,1,1_11,1_21,0
1_96,1,1_14,1_22,0
1_97,1,1_10,1_22,0
1_98,2,1_28,1_23,0
1_99,1,1_11,1_76,0
1_102,1,1_9,1_77,0
1_103,1,1_76,1_77,0
1_104,1,1_10,1_25,0
1_105,1,1_25,1_26,0
1_106,1,1_13,1_26,0
1_107,1,1_26,1_27,0
1_108,2,1_57,1_27,0
1_109,2,1_79,1_27,0
1_110,1,1_25,1_72,0
1_112,1,1_111,1_72,0
1_113,1,1_72,1_73,0
1_114,1,1_10,1_73,0
1_115,2,1_28,1_74,0
1_118,1,1_25,1_31,0
1_120,1,1_119,1_31,0
1_122,1,1_121,1_31,0
1_123,1,1_25,1_32,0
1_126,1,1_32,1_33,0
1_128,1,1_127,1_33,0
1_131,1,1_25,1_34,0
1_132,1,1_80,1_34,0
1_134,1,1_133,1_34,0
1_135,1,1_34,1_35,0
1_136,1,1_4,1_36,0
1_138,1,1_137,1_36,0
1_139,1,1_35,1_36,0
1_140,1,1_36,1_37,0
1_141,1,1_33,1_38,0
1_142,1,1_37,1_39,0
1_143,1,1_38,1_39,0
1_144,1,1_39,1_40,0
1_145,1,1_5,1_41,0
1_146,1,1_137,1_41,0
1_147,1,1_35,1_41,0
1_148,1,1_41,1_42,0
1_149,1,1_33,1_43,0
1_150,1,1_42,1_44,0
1_151,1,1_43,1_44,0
1_152,1,1_44,1_45,0
1_155,1,1_40,1_46,0
1_156,1,1_45,1_46,0
1_157,1,1_31,1_46,0
1_158,1,1_46,1_47,0
1_161,1,1_46,1_48,0
1_163,1,1_162,1_48,0
1_164,1,1_121,1_48,0
1_165,1,1_47,1_49,0
1_166,1,1_6,1_50,0
1_167,1,1_137,1_50,0
1_168,1,1_49,1_50,0
1_169,1,1_50,1_51,0
1_170,1,1_7,1_52,0
1_171,1,1_137,1_52,0
1_172,1,1_49,1_52,0
1_173,1,1_52,1_53,0
1_176,1,1_51,1_54,0
1_177,1,1_53,1_54,0
1_178,1,1_48,1_54,0
1_179,1,1_54,1_55,0
1_181,1,1_180,1_55,0
1_182,1,1_55,1_56,0
1_183,2,1_75,1_56,0
1_184,2,1_60,1_56,0
1_185,1,1_11,1_67,0
1_186,1,1_67,1_68,0
1_187,1,1_111,1_68,0
1_188,1,1_68,1_69,0
1_189,1,1_11,1_69,0
1_190,2,1_75,1_70,0
1_191,1,1_16,1_61,0
1_192,1,1_50,1_61,0
1_193,2,1_71,1_62,0
1_196,1,1_46,1_58,0
1_197,1,1_162,1_58,0
1_198,1,1_58,1_59,0
1_199,2,1_63,1_59,0
1_200,2,1_66,1_59,0
1_201,1,1_16,1_64,0
1_202,1,1_52,1_64,0
1_203,2,1_71,1_65,0
1_296,2,1_24,1_28,0
1_297,2,1_28,1_79,0
1_298,2,1_28,1_57,0
1_299,2,1_57,1_60,0
1_300,2,1_57,1_75,0
1_301,2,1_60,1_66,0
1_302,2,1_60,1_63,0
1_303,2,1_63,1_71,0
1_304,2,1_66,1_71,0
1_305,2,1_71,1_75,0
1_306,2,1_75,1_28,1
1_307,4,1_53,1_64,0
1_308,4,1_51,1_61,0
1_309,4,1_67,1_69,0
1_310,4,1_22,1_25,0
1_311,4,1_21,1_76,0
1_312,4,1_22,1_73,0
1_313,4,1_21,1_67,0
1_314,4,1_21,1_69,0
1_315,4,1_25,1_73,0
1_2147483647,1,1_61,1_51,1
2_81,1,2_80,2_10,0
2_82,1,2_80,2_11,0
2_85,1,2_8,2_12,0
2_88,1,2_3,2_13,0
2_90,1,2_2,2_14,0
2_92,1,2_1,2_15,0
2_93,1,2_12,2_16,0
2_94,1,2_15,2_21,0
2_95,1,2_11,2_21,0
2_96,1,2_14,2_22,0
2_97,1,2_10,2_22,0
2_98,2,2_28,2_23,0
2_99,1,2_11,2_76,0
2_102,1,2_9,2_77,0
2_103,1,2_76,2_77,0
2_104,1,2_10,2_25,0
2_105,1,2_25,2_26,0
2_106,1,2_13,2_26,0
2_107,1,2_26,2_27,0
2_108,2,2_57,2_27,0
2_109,2,2_79,2_27,0
2_110,1,2_25,2_72,0
2_112,1,2_111,2_72,0
2_113,1,2_72,2_73,0
2_114,1,2_10,2_73,0
2_115,2,2_28,2_74,0
2_118,1,2_25,2_31,0
2_120,1,2_119,2_31,0
2_122,1,2_121,2_31,0
2_123,1,2_25,2_32,0
2_126,1,2_32,2_33,0
2_128,1,2_127,2_33,0
2_131,1,2_25,2_34,0
2_132,1,2_80,2_34,0
2_134,1,2_133,2_34,0
2_135,1,2_34,2_35,0
2_136,1,2_4,2_36,0
2_138,1,2_137,2_36,0
2_139,1,2_35,2_36,0
2_140,1,2_36,2_37,0
2_141,1,2_33,2_38,0
2_142,1,2_37,2_39,0
2_143,1,2_38,2_39,0
2_144,1,2_39,2_40,0
2_145,1,2_5,2_41,0
2_146,1,2_137,2_41,0
2_147,1,2_35,2_41,0
2_148,1,2_41,2_42,0
2_149,1,2_33,2_43,0
2_150,1,2_42,2_44,0
2_151,1,2_43,2_44,0
2_152,1,2_44,2_45,0
2_155,1,2_40,2_46,0
2_156,1,2_45,2_46,0
2_157,1,2_31,2_46,0
2_158,1,2_46,2_47,0
2_161,1,2_46,2_48,0
2_163,1,2_162,2_48,0
2_164,1,2_121,2_48,0
2_165,1,2_47,2_49,0
2_166,1,2_6,2_50,0
2_167,1,2_137,2_50,0
2_168,1,2_49,2_50,0
2_169,1,2_50,2_51,0
2_170,1,2_7,2_52,0
2_171,1,2_137,2_52,0
2_172,1,2_49,2_52,0
2_173,1,2_52,2_53,0
2_176,1,2_51,2_54,0
2_177,1,2_53,2_54,0
2_178,1,2_48,2_54,0
2_179,1,2_54,2_55,0
2_181,1,2_180,2_55,0
2_182,1,2_55,2_56,0
2_183,2,2_75,2_56,0
2_184,2,2_60,2_56,0
2_185,1,2_11,2_67,0
2_186,1,2_67,2_68,0
2_187,1,2_111,2_68,0
2_188,1,2_68,2_69,0
2_189,1,2_11,2_69,0
2_190,2,2_75,2_70,0
2_191,1,2_16,2_61,0
2_192,1,2_50,2_61,0
2_193,2,2_71,2_62,0
2_196,1,2_46,2_58,0
2_197,1,2_162,2_58,0
2_198,1,2_58,2_59,0
2_199,2,2_63,2_59,0
2_200,2,2_66,2_59,0
2_201,1,2_16,2_64,0
2_202,1,2_52,2_64,0
2_203,2,2_71,2_65,0
2_296,2,2_24,2_28,0
2_297,2,2_28,2_79,0
2_298,2,2_28,2_57,0
2_299,2,2_57,2_60,0
2_300,2,2_57,2_75,0
2_301,2,2_60,2_66,0
2_302,2,2_60,2_63,0
2_303,2,2_63,2_71,0
2_304,2,2_66,2_71,0
2_305,2,2_71,2_75,0
2_306,2,2_75,2_28,1
2_307,4,2_53,2_64,0
2_308,4,2_51,2_61,0
2_309,4,2_67,2_69,0
2_310,4,2_22,2_25,0
2_311,4,2_21,2_76,0
2_312,4,2_22,2_73,0
2_313,4,2_21,2_67,0
2_314,4,2_21,2_69,0
2_315,4,2_25,2_73,0
2_2147483647,1,2_61,2_51,1
