rtl_name,lut,ff,dsp,bram,uram
grp_bfs_Pipeline_loop_neighbors1_fu_335,1150,585,0,0,0
grp_bfs_Pipeline_loop_neighbors_fu_317,1150,585,0,0,0
mul_4ns_6ns_9_1_1_U27,26,0,0,0,0
mul_4ns_6ns_9_1_1_U30,26,0,0,0,0
mux_21_8_1_1_U26,9,0,0,0,0
mux_21_8_1_1_U29,9,0,0,0,0
urem_4ns_4ns_4_8_seq_1_U25,23,58,0,0,0
urem_4ns_4ns_4_8_seq_1_U28,23,58,0,0,0
add_ln21_fu_597_p2,13,0,0,0,0
and_ln39_1_fu_759_p2,128,0,0,0,0
and_ln39_fu_568_p2,128,0,0,0,0
conv20_fu_402_p2,4,0,0,0,0
icmp_ln21_fu_392_p2,9,0,0,0,0
icmp_ln24_1_fu_602_p2,11,0,0,0,0
icmp_ln24_fu_412_p2,11,0,0,0,0
icmp_ln25_1_fu_647_p2,11,0,0,0,0
icmp_ln25_fu_457_p2,11,0,0,0,0
icmp_ln28_1_fu_704_p2,29,0,0,0,0
icmp_ln28_fu_514_p2,29,0,0,0,0
icmp_ln39_1_fu_782_p2,29,0,0,0,0
icmp_ln39_fu_591_p2,29,0,0,0,0
lshr_ln26_2_fu_682_p2,950,0,0,0,0
lshr_ln26_fu_492_p2,950,0,0,0,0
n_2_fu_418_p2,16,0,0,0,0
n_3_fu_608_p2,16,0,0,0,0
or_ln39_1_fu_775_p2,128,0,0,0,0
or_ln39_fu_584_p2,128,0,0,0,0
shl_ln39_1_fu_578_p2,423,0,0,0,0
shl_ln39_2_fu_747_p2,423,0,0,0,0
shl_ln39_3_fu_769_p2,423,0,0,0,0
shl_ln39_fu_556_p2,423,0,0,0,0
xor_ln39_1_fu_753_p2,128,0,0,0,0
xor_ln39_fu_562_p2,128,0,0,0,0
ap_NS_fsm_mux,153,0,0,0,0
cnt_1_reg_278_mux,9,0,0,0,0
cnt_3_reg_263_mux,9,0,0,0,0
cnt_5_reg_302_mux,9,0,0,0,0
cnt_reg_239_mux,9,0,0,0,0
edges_0_address0_mux,13,0,0,0,0
edges_0_ce0_mux,13,0,0,0,0
edges_1_address0_mux,13,0,0,0,0
edges_1_ce0_mux,13,0,0,0,0
horizon_fu_118_mux,9,0,0,0,0
level_0_address0_mux,25,0,0,0,0
level_0_ce0_mux,17,0,0,0,0
level_0_d0_mux,17,0,0,0,0
level_0_we0_mux,17,0,0,0,0
level_1_address0_mux,25,0,0,0,0
level_1_ce0_mux,17,0,0,0,0
level_1_d0_mux,17,0,0,0,0
level_1_we0_mux,17,0,0,0,0
level_counts_address0_mux,29,0,0,0,0
level_counts_d0_mux,17,0,0,0,0
n_1_reg_290_mux,9,0,0,0,0
n_reg_251_mux,9,0,0,0,0
nodes_address0_mux,13,0,0,0,0
add_ln21_reg_904,0,4,0,0,0
ap_CS_fsm,0,31,0,0,0
cnt_1_reg_278,0,64,0,0,0
cnt_3_reg_263,0,64,0,0,0
cnt_5_reg_302,0,64,0,0,0
cnt_reg_239,0,64,0,0,0
conv20_reg_831,0,3,0,0,0
grp_bfs_Pipeline_loop_neighbors1_fu_335_ap_start_reg,0,1,0,0,0
grp_bfs_Pipeline_loop_neighbors_fu_317_ap_start_reg,0,1,0,0,0
horizon_fu_118,0,4,0,0,0
icmp_ln21_reg_822,0,1,0,0,0
icmp_ln39_reg_900,0,1,0,0,0
level_counts_addr_1_reg_895,0,3,0,0,0
level_counts_addr_2_reg_959,0,3,0,0,0
n_1_reg_290,0,9,0,0,0
n_2_reg_846,0,9,0,0,0
n_3_reg_915,0,9,0,0,0
n_reg_251,0,9,0,0,0
tmp_3_reg_890,0,1,0,0,0
tmp_begin_1_reg_943,0,64,0,0,0
tmp_begin_reg_874,0,64,0,0,0
tmp_end_1_reg_948,0,64,0,0,0
tmp_end_reg_879,0,64,0,0,0
trunc_ln26_2_reg_933,0,1,0,0,0
trunc_ln26_reg_864,0,1,0,0,0
zext_ln21_reg_826,0,4,0,0,0
zext_ln24_reg_838,0,3,0,0,0
flow_control_loop_pipe_sequential_init_U,0,0,0,0,0
mux_253_64_1_1_U1,9,0,0,0,0
mux_257_8_1_1_U2,9,0,0,0,0
ap_enable_pp0,2,0,0,0,0
cnt_4_fu_310_p2,71,0,0,0,0
e_3_fu_235_p2,71,0,0,0,0
icmp_ln28_fu_180_p2,29,0,0,0,0
icmp_ln32_fu_294_p2,11,0,0,0,0
lshr_ln29_2_fu_248_p2,423,0,0,0,0
lshr_ln29_fu_225_p2,423,0,0,0,0
ap_done_int_mux,9,0,0,0,0
ap_enable_reg_pp0_iter0_mux,9,0,0,0,0
ap_enable_reg_pp0_iter1_mux,9,0,0,0,0
ap_enable_reg_pp0_iter2_mux,9,0,0,0,0
ap_loop_exit_ready_pp0_iter1_reg_mux,9,0,0,0,0
cnt_3_fu_76_mux,9,0,0,0,0
e_1_fu_72_mux,9,0,0,0,0
ap_done_reg,0,1,0,0,0
ap_enable_reg_pp0_iter0_reg,0,1,0,0,0
ap_enable_reg_pp0_iter1,0,1,0,0,0
ap_enable_reg_pp0_iter2,0,1,0,0,0
ap_loop_exit_ready_pp0_iter1_reg,0,1,0,0,0
cnt_3_fu_76,0,64,0,0,0
e_1_fu_72,0,64,0,0,0
e_reg_351,0,64,0,0,0
edges_1_load_reg_387,0,128,0,0,0
icmp_ln28_reg_358,0,1,0,0,0
level_0_addr_reg_402,0,7,0,0,0
level_1_addr_reg_407,0,7,0,0,0
lshr_ln2_reg_372,0,53,0,0,0
lshr_ln3_reg_397,0,57,0,0,0
shl_ln2_reg_377,0,1,0,0,0
tmp_dst_reg_392,0,64,0,0,0
trunc_ln29_5_reg_382,0,64,0,0,0
zext_ln24_cast_reg_345,0,4,0,0,0
mux_253_64_1_1_U14,9,0,0,0,0
mux_257_8_1_1_U15,9,0,0,0,0
cnt_2_fu_310_p2,71,0,0,0,0
e_2_fu_235_p2,71,0,0,0,0
lshr_ln29_1_fu_248_p2,423,0,0,0,0
cnt_fu_76_mux,9,0,0,0,0
e_fu_72_mux,9,0,0,0,0
cnt_fu_76,0,64,0,0,0
e_1_reg_351,0,64,0,0,0
e_fu_72,0,64,0,0,0
lshr_ln29_2_reg_372,0,53,0,0,0
lshr_ln30_1_reg_397,0,57,0,0,0
shl_ln29_1_reg_377,0,1,0,0,0
trunc_ln29_1_reg_382,0,64,0,0,0
zext_ln24_1_cast_reg_345,0,4,0,0,0
