edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_162,1,0_161,0_11,0
0_163,1,0_161,0_12,0
0_166,1,0_8,0_13,0
0_169,1,0_3,0_14,0
0_171,1,0_2,0_15,0
0_173,1,0_1,0_16,0
0_174,1,0_16,0_21,0
0_175,1,0_12,0_21,0
0_176,1,0_15,0_22,0
0_177,1,0_11,0_22,0
0_178,2,0_29,0_23,0
0_181,1,0_9,0_155,0
0_182,1,0_26,0_155,0
0_183,2,0_160,0_156,0
0_185,1,0_9,0_151,0
0_186,1,0_26,0_151,0
0_188,1,0_10,0_152,0
0_189,1,0_86,0_152,0
0_190,2,0_160,0_153,0
0_191,1,0_11,0_25,0
0_192,1,0_12,0_26,0
0_193,1,0_25,0_27,0
0_194,1,0_14,0_27,0
0_195,1,0_27,0_28,0
0_196,2,0_62,0_28,0
0_197,2,0_157,0_28,0
0_198,1,0_142,0_145,0
0_199,2,0_144,0_145,0
0_200,1,0_86,0_145,0
0_201,2,0_121,0_145,0
0_202,1,0_25,0_146,0
0_204,1,0_203,0_146,0
0_205,1,0_145,0_147,0
0_206,1,0_12,0_147,0
0_207,1,0_146,0_148,0
0_208,1,0_11,0_148,0
0_209,2,0_29,0_149,0
0_212,1,0_88,0_93,0
0_213,1,0_161,0_93,0
0_215,1,0_214,0_93,0
0_216,1,0_93,0_94,0
0_217,1,0_4,0_95,0
0_219,1,0_218,0_95,0
0_220,1,0_94,0_95,0
0_221,1,0_95,0_96,0
0_222,1,0_5,0_97,0
0_223,1,0_218,0_97,0
0_224,1,0_94,0_97,0
0_225,1,0_97,0_98,0
0_228,1,0_96,0_99,0
0_229,1,0_98,0_99,0
0_230,1,0_89,0_99,0
0_231,1,0_99,0_100,0
0_234,1,0_99,0_101,0
0_236,1,0_235,0_101,0
0_238,1,0_99,0_102,0
0_239,1,0_235,0_102,0
0_241,1,0_99,0_103,0
0_242,1,0_235,0_103,0
0_245,1,0_99,0_104,0
0_246,1,0_161,0_104,0
0_248,1,0_247,0_104,0
0_249,1,0_104,0_105,0
0_250,1,0_6,0_106,0
0_251,1,0_218,0_106,0
0_252,1,0_105,0_106,0
0_253,1,0_106,0_107,0
0_256,1,0_102,0_108,0
0_258,1,0_257,0_108,0
0_259,1,0_108,0_109,0
0_260,1,0_107,0_110,0
0_261,1,0_109,0_110,0
0_262,1,0_110,0_111,0
0_263,1,0_7,0_112,0
0_264,1,0_218,0_112,0
0_265,1,0_105,0_112,0
0_266,1,0_112,0_113,0
0_268,1,0_101,0_114,0
0_269,1,0_257,0_114,0
0_270,1,0_114,0_115,0
0_271,1,0_113,0_116,0
0_272,1,0_115,0_116,0
0_273,1,0_116,0_117,0
0_276,1,0_111,0_118,0
0_277,1,0_117,0_118,0
0_278,1,0_100,0_118,0
0_279,1,0_118,0_119,0
0_281,1,0_280,0_119,0
0_282,1,0_119,0_120,0
0_283,2,0_150,0_120,0
0_284,2,0_127,0_120,0
0_285,1,0_83,0_86,0
0_286,2,0_85,0_86,0
0_287,1,0_26,0_86,0
0_288,2,0_62,0_86,0
0_289,1,0_25,0_87,0
0_291,1,0_290,0_87,0
0_292,1,0_30,0_88,0
0_294,1,0_293,0_88,0
0_295,1,0_31,0_89,0
0_297,1,0_296,0_89,0
0_298,1,0_87,0_90,0
0_299,1,0_14,0_90,0
0_300,1,0_90,0_91,0
0_301,2,0_121,0_91,0
0_302,2,0_154,0_91,0
0_303,1,0_25,0_30,0
0_304,1,0_25,0_31,0
0_307,1,0_25,0_34,0
0_308,1,0_161,0_34,0
0_309,1,0_214,0_34,0
0_310,1,0_34,0_35,0
0_311,1,0_4,0_36,0
0_312,1,0_218,0_36,0
0_313,1,0_35,0_36,0
0_314,1,0_36,0_37,0
0_315,1,0_5,0_38,0
0_316,1,0_218,0_38,0
