node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges,latency,lut,ff,dsp,bram,uram
0_21,cnt_6_0_write_ln0,0,0,not_exist,not_exist,not_exist,0,store,0.84,7,"['174', '175']","['0', '0']",0,0,0,0,0
0_22,e_4_0_write_ln0,0,0,not_exist,not_exist,not_exist,0,store,0.84,8,"['176', '177']","['0', '0']",0,0,0,0,0
0_26,cnt_6_0_load,0,34,not_exist,not_exist,not_exist,64,load,0.00,58,"['192', '569']","['4', '0']",0,0,0,0,0
0_25,e_4_0_load,0,28,not_exist,not_exist,not_exist,64,load,0.00,10,"['191', '570']","['1', '0']",0,0,0,0,0
0_27,icmp_ln28,0,28,icmp_ln28_fu_277_p2,icmp,Cmp,1,icmp,1.40,11,"['193', '194']","['1', '0']",29,0,0,0,0
0_142,add_ln34,0,34,add_ln34_fu_640_p2,add,Adder,64,add,1.81,98,"['405', '406']","['6', '0']",71,0,0,0,0
0_146,add_ln28_3,0,28,add_ln28_3_fu_646_p2,add,Adder,64,add,1.81,100,"['202', '204']","['6', '0']",71,0,0,0,0
0_147,cnt_6_0_write_ln28,0,28,not_exist,not_exist,not_exist,0,store,0.84,119,"['205', '206', '571', '574']","['7', '0']",0,0,0,0,0
0_148,e_4_0_write_ln28,0,28,not_exist,not_exist,not_exist,0,store,0.84,101,"['207', '208', '572', '573']","['6', '0']",0,0,0,0,0
0_88,add_ln28,0,28,add_ln28_fu_308_p2,add,Adder,12,add,1.33,21,"['292', '294']","['1', '0']",19,0,0,0,0
0_96,edges_0_load,0,29,not_exist,ram,RAM,64,load,2.26,27,['221'],"['1', '1']",0,0,0,0,0
0_98,edges_1_load,0,29,not_exist,ram,RAM,64,load,2.26,29,['225'],"['1', '1']",0,0,0,0,0
0_99,tmp_dst_1_1,0,29,mux_21_64_1_1_U32,mux,Multiplexer,64,mux,0.84,43,"['227', '228', '229', '230']","['2', '0']",9,0,0,0,0
0_89,xor_ln28,0,28,tmp_dst_1_1_fu_398_p3,xor,LogicGate,1,xor,0.48,42,"['295', '297']","['2', '0']",2,0,0,0,0
0_101,tmp_17,0,30,tmp_17_reg_825,not_exist,not_exist,1,bitselect,0.00,45,"['233', '234', '236']","['2', '0']",0,1,0,0,0
0_102,tmp_18,0,30,tmp_18_reg_830,not_exist,not_exist,1,bitselect,0.00,46,"['237', '238', '239']","['2', '0']",0,1,0,0,0
0_103,tmp_19,0,30,tmp_19_reg_835,not_exist,not_exist,1,bitselect,0.00,47,"['240', '241', '242']","['2', '0']",0,1,0,0,0
0_104,trunc_ln30_4,0,30,trunc_ln30_4_reg_840,not_exist,not_exist,6,partselect,0.00,48,"['244', '245', '246', '248']","['2', '0']",0,6,0,0,0
0_107,level_0_load_2,0,30,not_exist,ram,RAM,16,load,2.26,83,"['253', '563']","['5', '1']",0,0,0,0,0
0_110,lshr_ln30_5,0,30,lshr_ln30_5_fu_594_p2,lshr,Shifter,16,lshr,2.00,88,"['260', '261']","['6', '0']",35,0,0,0,0
0_113,level_1_load_2,0,30,not_exist,ram,RAM,16,load,2.26,85,"['266', '565']","['5', '1']",0,0,0,0,0
