node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges
0_10,e_5_0,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['118']
0_11,cnt_6_0,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,2,['119']
0_12,zext_ln24_2_read,0,0,not_exist,not_exist,not_exist,4,read,0.00,3,"['121', '122']"
0_13,tmp_end_1_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,4,"['124', '125']"
0_14,tmp_begin_1_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,5,"['126', '127']"
0_15,cnt_1_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,6,"['128', '129']"
0_19,cnt_6_0_write_ln0,0,0,not_exist,not_exist,not_exist,0,store,0.84,7,"['130', '131']"
0_20,e_5_0_write_ln0,0,0,not_exist,not_exist,not_exist,0,store,0.84,8,"['132', '133']"
0_21,br_ln0,0,0,not_exist,not_exist,not_exist,0,br,0.00,9,['134']
0_23,e_5_0_load,0,28,not_exist,not_exist,not_exist,64,load,0.00,10,"['147', '416']"
0_24,cnt_6_0_load,0,34,not_exist,not_exist,not_exist,64,load,0.00,39,"['148', '415']"
0_25,icmp_ln28,0,28,icmp_ln28_fu_239_p2,icmp,Cmp,1,icmp,1.40,11,"['149', '150']"
0_26,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.00,12,"['151', '152', '153']"
0_28,trunc_ln28,0,28,trunc_ln28_fu_244_p1,not_exist,not_exist,11,trunc,0.00,13,['232']
0_31,lshr_ln29_2,0,29,tmp_dst_1_fu_296_p3,not_exist,not_exist,53,partselect,0.00,29,"['233', '234', '235', '236']"
0_32,zext_ln29,0,29,zext_ln29_fu_248_p1,not_exist,not_exist,64,zext,0.00,14,['237']
0_33,edges_0_addr,0,29,not_exist,not_exist,not_exist,11,getelementptr,0.00,15,"['238', '239', '240']"
0_34,edges_0_load,0,29,not_exist,ram,RAM,64,load,2.26,16,['241']
0_35,edges_1_addr,0,29,not_exist,not_exist,not_exist,11,getelementptr,0.00,17,"['242', '243', '244']"
0_36,edges_1_load,0,29,not_exist,ram,RAM,64,load,2.26,18,['245']
0_37,tmp_dst_1,0,29,mux_253_64_1_1_U24,mux,Multiplexer,64,mux,0.84,30,"['246', '247', '248', '249']"
0_38,trunc_ln30,0,30,trunc_ln30_fu_306_p1,not_exist,not_exist,7,trunc,0.00,31,['250']
0_39,tmp,0,30,tmp_fu_347_p3,not_exist,not_exist,1,bitselect,0.00,40,"['251', '252', '253']"
0_40,tmp_8,0,30,tmp_8_reg_609,not_exist,not_exist,1,bitselect,0.00,32,"['254', '255', '256']"
0_41,zext_ln30,0,30,zext_ln30_fu_318_p1,not_exist,not_exist,64,zext,0.00,33,['257']
0_42,level_addr,0,30,not_exist,not_exist,not_exist,7,getelementptr,0.00,34,"['258', '259', '260']"
0_43,level_load,0,30,not_exist,ram,RAM,16,load,2.26,35,['261']
0_44,tmp_9,0,30,tmp_9_fu_354_p3,not_exist,not_exist,4,bitconcatenate,0.00,41,"['262', '263', '264']"
0_45,zext_ln30_4,0,30,zext_ln30_4_fu_362_p1,not_exist,not_exist,16,zext,0.00,42,['265']
0_46,lshr_ln30,0,30,lshr_ln30_fu_366_p2,lshr,Shifter,16,lshr,0.00,43,"['266', '267']"
0_47,trunc_ln30_4,0,30,trunc_ln30_4_fu_372_p1,not_exist,not_exist,8,trunc,0.00,44,['268']
0_48,icmp_ln32,0,32,icmp_ln32_fu_376_p2,icmp,Cmp,1,icmp,2.00,45,"['269', '270']"
0_49,br_ln32,0,32,not_exist,not_exist,not_exist,0,br,0.84,46,"['271', '272', '273']"
0_51,tmp_10,0,33,tmp_10_fu_382_p3,not_exist,not_exist,4,bitconcatenate,0.00,47,"['274', '275', '276']"
0_52,zext_ln33,0,33,zext_ln33_fu_389_p1,not_exist,not_exist,16,zext,0.00,48,['277']
0_53,shl_ln33,0,33,shl_ln33_fu_393_p2,shl,Shifter,16,shl,0.00,49,"['279', '280']"
0_54,xor_ln33,0,33,xor_ln33_fu_399_p2,xor,LogicGate,16,xor,0.00,50,"['281', '283']"
0_55,and_ln33,0,33,and_ln33_fu_405_p2,and,LogicGate,16,and,0.00,51,"['284', '285']"
0_56,zext_ln33_4,0,33,zext_ln33_4_fu_411_p1,not_exist,not_exist,16,zext,0.00,52,['286']
0_57,shl_ln33_4,0,33,shl_ln33_4_fu_414_p2,shl,Shifter,16,shl,0.00,53,"['287', '288']"
0_58,or_ln33,0,33,or_ln33_fu_420_p2,or,LogicGate,16,or,1.67,54,"['289', '290']"
0_59,level_addr_write_ln33,0,33,not_exist,ram,RAM,0,store,2.26,55,"['291', '292', '410']"
0_60,add_ln34,0,34,add_ln34_fu_427_p2,add,Adder,64,add,1.81,56,"['293', '294']"
0_61,br_ln35,0,35,not_exist,not_exist,not_exist,0,br,0.84,57,['295']
0_63,cnt_9_0,0,34,not_exist,not_exist,not_exist,64,phi,0.00,58,"['217', '218', '219', '220']"
0_64,add_ln28_2,0,28,add_ln28_2_fu_254_p2,add,Adder,64,add,1.81,19,"['221', '223']"
0_65,add_ln28,0,28,add_ln28_fu_260_p2,add,Adder,11,add,1.33,20,"['224', '226']"
0_66,icmp_ln28_2,0,28,icmp_ln28_2_fu_266_p2,icmp,Cmp,1,icmp,1.40,21,"['227', '228']"
0_67,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.00,22,"['229', '230', '231']"
0_69,lshr_ln29_4,0,29,lshr_ln29_4_reg_589,not_exist,not_exist,53,partselect,0.00,23,"['167', '168', '170', '172']"
0_70,zext_ln29_2,0,29,zext_ln29_2_fu_281_p1,not_exist,not_exist,64,zext,0.00,24,['173']
0_71,edges_0_addr_2,0,29,not_exist,not_exist,not_exist,11,getelementptr,0.00,25,"['174', '176', '177']"
0_72,edges_0_load_2,0,29,not_exist,ram,RAM,64,load,2.26,26,['178']
0_73,edges_1_addr_2,0,29,not_exist,not_exist,not_exist,11,getelementptr,0.00,27,"['179', '180', '181']"
0_74,edges_1_load_2,0,29,not_exist,ram,RAM,64,load,2.26,28,['182']
0_75,tmp_dst_1_1,0,29,mux_253_64_1_1_U25,mux,Multiplexer,64,mux,0.84,36,"['184', '185', '186', '187']"
0_76,trunc_ln30_5,0,30,trunc_ln30_5_fu_332_p1,not_exist,not_exist,7,trunc,0.00,37,['188']
0_77,tmp_11,0,30,tmp_11_fu_447_p3,not_exist,not_exist,1,bitselect,0.00,64,"['190', '191', '193']"
0_78,tmp_12,0,30,tmp_12_reg_629,not_exist,not_exist,1,bitselect,0.00,38,"['194', '195', '196']"
0_79,zext_ln30_5,0,30,zext_ln30_5_fu_433_p1,not_exist,not_exist,64,zext,0.00,59,['197']
0_80,level_addr_2,0,30,not_exist,not_exist,not_exist,7,getelementptr,0.00,60,"['198', '199', '200']"
0_81,level_load_2,0,30,not_exist,ram,RAM,16,load,2.26,61,"['201', '412']"
0_82,tmp_13,0,30,tmp_13_fu_454_p3,not_exist,not_exist,4,bitconcatenate,0.00,65,"['203', '204', '206']"
0_83,zext_ln30_6,0,30,zext_ln30_6_fu_462_p1,not_exist,not_exist,16,zext,0.00,66,['207']
0_84,lshr_ln30_2,0,30,lshr_ln30_2_fu_466_p2,lshr,Shifter,16,lshr,0.00,67,"['208', '209']"
0_85,trunc_ln30_6,0,30,trunc_ln30_6_fu_472_p1,not_exist,not_exist,8,trunc,0.00,68,['210']
0_86,icmp_ln32_2,0,32,icmp_ln32_2_fu_476_p2,icmp,Cmp,1,icmp,2.00,69,"['211', '213']"
0_87,br_ln32,0,32,not_exist,not_exist,not_exist,0,br,0.84,70,"['214', '215', '216']"
0_89,tmp_14,0,33,tmp_14_fu_482_p3,not_exist,not_exist,4,bitconcatenate,0.00,71,"['296', '297', '298']"
0_90,zext_ln33_5,0,33,zext_ln33_5_fu_489_p1,not_exist,not_exist,16,zext,0.00,72,['299']
0_91,shl_ln33_5,0,33,shl_ln33_5_fu_493_p2,shl,Shifter,16,shl,0.00,73,"['300', '301']"
0_92,xor_ln33_2,0,33,xor_ln33_2_fu_499_p2,xor,LogicGate,16,xor,0.00,74,"['302', '303']"
0_93,and_ln33_2,0,33,and_ln33_2_fu_505_p2,and,LogicGate,16,and,0.00,75,"['304', '305']"
0_94,zext_ln33_6,0,33,zext_ln33_6_fu_511_p1,not_exist,not_exist,16,zext,0.00,76,['306']
0_95,shl_ln33_6,0,33,shl_ln33_6_fu_514_p2,shl,Shifter,16,shl,0.00,77,"['307', '308']"
0_96,or_ln33_2,0,33,or_ln33_2_fu_520_p2,or,LogicGate,16,or,1.67,78,"['309', '310']"
0_97,level_addr_2_write_ln33,0,33,not_exist,ram,RAM,0,store,2.26,79,"['311', '312', '411', '413', '414', '2147483647']"
0_98,add_ln34_2,0,34,add_ln34_2_fu_527_p2,add,Adder,64,add,1.81,80,"['313', '314']"
0_99,br_ln35,0,35,not_exist,not_exist,not_exist,0,br,0.84,81,['315']
0_101,cnt_9_1,0,34,not_exist,not_exist,not_exist,64,phi,0.00,82,"['154', '155', '156', '157']"
0_102,add_ln28_3,0,28,add_ln28_3_fu_437_p2,add,Adder,64,add,1.81,62,"['158', '160']"
0_103,cnt_6_0_write_ln28,0,28,not_exist,not_exist,not_exist,0,store,0.84,83,"['161', '162', '417', '420']"
0_104,e_5_0_write_ln28,0,28,not_exist,not_exist,not_exist,0,store,0.84,63,"['163', '164', '418', '419']"
0_105,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.00,84,['165']
0_107,cnt_6_0_out_write_ln34,0,34,not_exist,not_exist,not_exist,0,write,0.00,85,"['140', '141', '142']"
0_108,cnt_9_0_out_write_ln34,0,34,not_exist,not_exist,not_exist,0,write,0.00,86,"['143', '144', '145']"
0_109,br_ln0,0,0,not_exist,not_exist,not_exist,0,br,0.84,87,['146']
0_111,cnt_6_0_out_write_ln34,0,34,not_exist,not_exist,not_exist,0,write,0.00,90,"['136', '137', '138']"
