rtl_name,lut,ff,dsp,bram,uram
grp_bfs_Pipeline_loop_neighbors_fu_207,831,334,0,0,0
add_ln21_cast1_fu_307_p2,13,0,0,0,0
add_ln21_cast_fu_313_p2,2,0,0,0,0
add_ln21_fu_301_p2,71,0,0,0,0
and_ln18_fu_266_p2,16,0,0,0,0
and_ln39_1_fu_457_p2,128,0,0,0,0
and_ln39_fu_491_p2,2,0,0,0,0
empty_18_fu_319_p2,15,0,0,0,0
icmp_ln21_fu_486_p2,29,0,0,0,0
icmp_ln24_fu_325_p2,11,0,0,0,0
icmp_ln25_fu_403_p2,29,0,0,0,0
icmp_ln28_fu_424_p2,29,0,0,0,0
icmp_ln39_fu_480_p2,29,0,0,0,0
lshr_ln25_fu_385_p2,35,0,0,0,0
n_1_fu_331_p2,16,0,0,0,0
or_ln39_fu_473_p2,128,0,0,0,0
shl_ln18_fu_254_p2,35,0,0,0,0
shl_ln39_1_fu_467_p2,423,0,0,0,0
shl_ln39_fu_445_p2,423,0,0,0,0
xor_ln18_fu_260_p2,16,0,0,0,0
xor_ln39_fu_451_p2,128,0,0,0,0
ap_NS_fsm_mux,41,0,0,0,0
ap_phi_mux_cnt_3_phi_fu_196_p6_mux,9,0,0,0,0
cnt_3_reg_192_mux,9,0,0,0,0
cnt_reg_168_mux,9,0,0,0,0
horizon_fu_98_mux,9,0,0,0,0
level_address0_mux,21,0,0,0,0
level_ce0_mux,13,0,0,0,0
level_counts_address0_mux,21,0,0,0,0
level_counts_d0_mux,13,0,0,0,0
level_d0_mux,13,0,0,0,0
level_we0_mux,13,0,0,0,0
n_reg_180_mux,9,0,0,0,0
add_ln21_cast1_reg_538,0,4,0,0,0
add_ln21_cast_reg_543,0,1,0,0,0
add_ln21_reg_532,0,64,0,0,0
ap_CS_fsm,0,9,0,0,0
cnt_3_reg_192,0,64,0,0,0
cnt_reg_168,0,64,0,0,0
empty_18_reg_548,0,8,0,0,0
grp_bfs_Pipeline_loop_neighbors_fu_207_ap_start_reg,0,1,0,0,0
horizon_fu_98,0,64,0,0,0
icmp_ln25_reg_571,0,1,0,0,0
icmp_ln28_reg_590,0,1,0,0,0
level_addr_reg_519,0,7,0,0,0
level_counts_addr_1_reg_566,0,3,0,0,0
n_1_reg_556,0,9,0,0,0
n_reg_180,0,9,0,0,0
tmp_begin_reg_580,0,64,0,0,0
tmp_end_reg_585,0,64,0,0,0
flow_control_loop_pipe_sequential_init_U,0,0,0,0,0
and_ln33_fu_269_p2,16,0,0,0,0
ap_enable_pp0,2,0,0,0,0
cnt_2_fu_291_p2,71,0,0,0,0
e_2_fu_198_p2,71,0,0,0,0
icmp_ln28_fu_142_p2,29,0,0,0,0
icmp_ln32_fu_237_p2,11,0,0,0,0
level_d0,16,0,0,0,0
lshr_ln29_fu_175_p2,423,0,0,0,0
lshr_ln30_fu_227_p2,35,0,0,0,0
shl_ln33_1_fu_278_p2,35,0,0,0,0
shl_ln33_fu_257_p2,35,0,0,0,0
xor_ln33_fu_263_p2,16,0,0,0,0
ap_done_int_mux,9,0,0,0,0
ap_enable_reg_pp0_iter0_mux,9,0,0,0,0
ap_enable_reg_pp0_iter1_mux,9,0,0,0,0
cnt_1_fu_68_mux,9,0,0,0,0
e_fu_64_mux,9,0,0,0,0
ap_done_reg,0,1,0,0,0
ap_enable_reg_pp0_iter0_reg,0,1,0,0,0
ap_enable_reg_pp0_iter1,0,1,0,0,0
cnt_1_fu_68,0,64,0,0,0
e_1_reg_331,0,64,0,0,0
e_fu_64,0,64,0,0,0
icmp_ln28_reg_337,0,1,0,0,0
level_addr_reg_356,0,7,0,0,0
lshr_ln29_reg_346,0,128,0,0,0
tmp_4_reg_351,0,1,0,0,0
