node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges
0_6,horizon,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['110']
0_7,starting_node_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,2,"['112', '113']"
0_8,cnt_1_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,3,['115']
0_9,empty,0,0,empty_fu_221_p1,not_exist,not_exist,7,trunc,0.00,4,['116']
0_21,tmp,0,18,tmp_fu_235_p3,not_exist,not_exist,1,bitselect,0.00,11,"['118', '119', '121']"
0_22,zext_ln18,0,18,zext_ln18_fu_225_p1,not_exist,not_exist,64,zext,0.00,5,['122']
0_23,level_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,6,"['123', '125', '126']"
0_24,level_load,0,18,not_exist,ram,RAM,16,load,2.26,7,['127']
0_25,tmp_7,0,18,tmp_7_fu_242_p3,not_exist,not_exist,4,bitconcatenate,0.00,12,"['129', '130', '132']"
0_26,zext_ln18_1,0,18,zext_ln18_1_fu_250_p1,not_exist,not_exist,16,zext,0.00,13,['133']
0_27,shl_ln18,0,18,shl_ln18_fu_254_p2,shl,Shifter,16,shl,0.00,14,"['135', '136']"
0_28,xor_ln18,0,18,xor_ln18_fu_260_p2,xor,LogicGate,16,xor,0.00,15,"['137', '139']"
0_29,and_ln18,0,18,and_ln18_fu_266_p2,and,LogicGate,16,and,1.67,16,"['140', '141']"
0_30,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,17,"['142', '143', '442']"
0_31,level_counts_addr,0,19,not_exist,not_exist,not_exist,3,getelementptr,0.00,8,"['144', '145', '146']"
0_32,level_counts_load,0,19,not_exist,ram,RAM,128,load,1.20,9,['147']
0_33,tmp_s,0,19,tmp_s_fu_273_p5,not_exist,not_exist,128,partset,0.00,18,"['149', '150', '151', '153', '155']"
0_34,level_counts_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,19,"['156', '157', '441']"
0_35,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,10,"['158', '159']"
0_36,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,20,['160']
0_38,horizon_1,0,21,not_exist,not_exist,not_exist,64,load,0.00,21,"['161', '446']"
0_40,trunc_ln21,0,21,trunc_ln21_fu_289_p1,not_exist,not_exist,8,trunc,0.00,22,['162']
0_41,trunc_ln21_1,0,21,trunc_ln21_1_fu_293_p1,not_exist,not_exist,1,trunc,0.00,23,['163']
0_42,trunc_ln21_2,0,21,trunc_ln21_2_fu_297_p1,not_exist,not_exist,4,trunc,0.00,24,['164']
0_43,add_ln21,0,21,add_ln21_fu_301_p2,add,Adder,64,add,1.81,25,"['165', '166']"
0_44,add_ln21_cast1,0,21,add_ln21_cast1_fu_307_p2,add,Adder,4,add,1.01,26,"['167', '169']"
0_45,add_ln21_cast,0,21,add_ln21_cast_fu_313_p2,xor,LogicGate,1,xor,0.48,27,"['170', '172']"
0_46,empty_18,0,21,empty_18_fu_319_p2,add,Adder,8,add,1.35,28,"['173', '175']"
0_47,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.84,29,['176']
0_49,cnt,0,0,not_exist,not_exist,not_exist,64,phi,0.00,30,"['177', '178', '179', '180']"
0_50,n,0,0,not_exist,not_exist,not_exist,9,phi,0.00,31,"['182', '183', '184', '185']"
0_51,icmp_ln24,0,24,icmp_ln24_fu_325_p2,icmp,Cmp,1,icmp,0.90,32,"['186', '188']"
0_53,n_1,0,24,n_1_fu_331_p2,add,Adder,9,add,1.35,33,"['189', '191']"
0_54,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,34,"['192', '193', '194']"
0_56,zext_ln24,0,24,zext_ln24_fu_360_p1,not_exist,not_exist,64,zext,0.00,43,['195']
0_57,trunc_ln24,0,24,trunc_ln24_fu_337_p1,not_exist,not_exist,7,trunc,0.00,35,['196']
0_59,tmp_8,0,25,tmp_8_fu_365_p3,not_exist,not_exist,1,bitselect,0.00,44,"['198', '199', '200']"
0_60,and_ln1,0,25,and_ln1_fu_373_p3,not_exist,not_exist,4,bitconcatenate,0.00,45,"['201', '202', '203']"
0_61,zext_ln25,0,25,zext_ln25_fu_341_p1,not_exist,not_exist,64,zext,0.00,36,['204']
0_62,level_addr_1,0,25,not_exist,not_exist,not_exist,7,getelementptr,0.00,37,"['205', '206', '207']"
0_63,level_load_1,0,25,not_exist,ram,RAM,16,load,2.26,38,['208']
0_64,zext_ln25_1,0,25,zext_ln25_1_fu_381_p1,not_exist,not_exist,16,zext,0.00,46,['209']
0_65,lshr_ln25,0,25,lshr_ln25_fu_385_p2,lshr,Shifter,16,lshr,0.00,47,"['210', '211']"
0_66,trunc_ln25,0,25,trunc_ln25_fu_391_p1,not_exist,not_exist,8,trunc,0.00,48,['212']
0_67,sext_ln25,0,25,sext_ln25_fu_395_p1,not_exist,not_exist,32,sext,0.00,49,['213']
0_68,zext_ln25_2,0,25,zext_ln25_2_fu_399_p1,not_exist,not_exist,64,zext,0.00,50,['214']
0_69,icmp_ln25,0,25,icmp_ln25_fu_403_p2,icmp,Cmp,1,icmp,2.00,51,"['215', '216']"
0_70,br_ln25,0,25,not_exist,not_exist,not_exist,0,br,0.84,52,"['217', '218', '219']"
0_72,nodes_addr,0,26,not_exist,not_exist,not_exist,8,getelementptr,0.00,53,"['220', '221', '222']"
