node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges
0_9,horizon,0,0,not_exist,not_exist,not_exist,4,alloca,0.00,1,['183']
0_10,starting_node_read,0,0,not_exist,not_exist,not_exist,64,read,0.00,9,"['185', '186']"
0_11,cnt_9_0_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,2,['188']
0_12,cnt_6_0_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,3,['189']
0_13,cnt_2_0_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,4,['190']
0_14,cnt_4_0_loc,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,5,['191']
0_32,level_addr,0,18,not_exist,not_exist,not_exist,8,getelementptr,0.00,10,"['192', '194', '195']"
0_33,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,11,"['197', '198']"
0_34,level_counts_0_addr,0,19,not_exist,not_exist,not_exist,2,getelementptr,0.00,6,"['199', '200', '201']"
0_35,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,7,['202']
0_36,tmp,0,19,tmp_fu_385_p5,not_exist,not_exist,128,partset,0.00,12,"['204', '205', '206', '208', '210']"
0_37,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,13,"['211', '212', '736']"
0_38,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,8,"['214', '215']"
0_39,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,14,['216']
0_41,horizon_1,0,21,not_exist,not_exist,not_exist,4,load,0.00,15,"['217', '745']"
0_42,icmp_ln21,0,21,icmp_ln21_fu_401_p2,icmp,Cmp,1,icmp,0.87,16,"['218', '220']"
0_44,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,17,"['221', '222', '223']"
0_46,zext_ln21,0,21,zext_ln21_fu_407_p1,not_exist,not_exist,8,zext,0.00,18,['224']
0_48,conv20,0,21,conv20_fu_411_p2,not_exist,not_exist,4,or,0.00,19,"['225', '227']"
0_49,zext_ln24,0,24,zext_ln24_fu_417_p1,not_exist,not_exist,8,zext,0.00,20,['228']
0_50,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.84,21,['229']
0_52,cnt,0,0,not_exist,not_exist,not_exist,64,phi,0.00,23,"['230', '231', '232', '233']"
0_53,n,0,0,not_exist,not_exist,not_exist,9,phi,0.00,24,"['235', '236', '237', '238']"
0_54,icmp_ln24,0,24,icmp_ln24_fu_421_p2,icmp,Cmp,1,icmp,0.90,25,"['239', '241']"
0_56,n_2,0,24,n_2_fu_427_p2,add,Adder,9,add,1.35,26,"['242', '244']"
0_57,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,27,"['245', '246', '247']"
0_59,zext_ln24_1,0,24,zext_ln24_1_fu_433_p1,not_exist,not_exist,64,zext,0.00,28,['248']
0_60,trunc_ln24,0,24,trunc_ln24_fu_453_p1,not_exist,not_exist,7,trunc,0.00,33,['249']
0_62,level_addr_1,0,25,not_exist,not_exist,not_exist,8,getelementptr,0.00,29,"['250', '251', '252']"
0_63,level_load,0,25,not_exist,ram,RAM,8,load,2.26,30,['253']
0_64,icmp_ln25,0,25,icmp_ln25_fu_457_p2,icmp,Cmp,1,icmp,0.86,34,"['254', '255']"
0_65,br_ln25,0,25,not_exist,not_exist,not_exist,0,br,0.84,35,"['256', '257', '258']"
0_67,tmp_2,0,26,tmp_2_reg_861,not_exist,not_exist,1,bitselect,0.00,36,"['260', '261', '263']"
0_68,zext_ln26,0,26,zext_ln26_fu_470_p1,not_exist,not_exist,64,zext,0.00,37,['264']
0_69,nodes_0_addr,0,26,not_exist,not_exist,not_exist,7,getelementptr,0.00,38,"['265', '266', '267']"
0_70,nodes_0_load,0,26,not_exist,ram,RAM,128,load,2.26,39,['268']
0_71,trunc_ln26,0,26,tmp_begin_fu_484_p1,not_exist,not_exist,64,trunc,0.00,42,['269']
0_72,nodes_1_addr,0,26,not_exist,not_exist,not_exist,7,getelementptr,0.00,40,"['270', '271', '272']"
0_73,nodes_1_load,0,26,not_exist,ram,RAM,128,load,2.26,41,['273']
0_74,trunc_ln26_1,0,26,tmp_begin_fu_484_p2,not_exist,not_exist,64,trunc,0.00,43,['274']
0_75,tmp_begin,0,26,mux_21_64_1_1_U25,mux,Multiplexer,64,mux,0.84,44,"['276', '277', '278', '279']"
0_76,trunc_ln2,0,27,tmp_end_fu_494_p1,not_exist,not_exist,64,partselect,0.00,45,"['281', '282', '284', '286']"
0_77,trunc_ln27_1,0,27,tmp_end_fu_494_p2,not_exist,not_exist,64,partselect,0.00,46,"['287', '288', '289', '290']"
0_78,tmp_end,0,27,mux_21_64_1_1_U26,mux,Multiplexer,64,mux,0.84,47,"['291', '292', '293', '294']"
0_79,icmp_ln28,0,28,icmp_ln28_fu_504_p2,icmp,Cmp,1,icmp,1.40,48,"['295', '296']"
0_80,br_ln28,0,28,not_exist,not_exist,not_exist,0,br,0.84,49,"['297', '298', '299']"
0_82,targetBlock,0,28,grp_bfs_Pipeline_loop_neighbors_fu_326,not_exist,not_exist,1,call,0.84,50,"['301', '302', '303', '304', '305', '306', '307', '308', '309', '310', '739']"
0_83,cnt_4_0_loc_load,0,0,not_exist,not_exist,not_exist,64,load,0.00,51,"['311', '741']"
0_84,cnt_2_0_loc_load,0,0,not_exist,not_exist,not_exist,64,load,0.00,52,"['312', '742']"
0_85,select_ln28,0,28,select_ln28_fu_516_p3,select,Sel,64,select,0.62,53,"['313', '314', '315']"
0_86,br_ln0,0,0,not_exist,not_exist,not_exist,0,br,0.84,54,['316']
0_88,cnt_2,0,0,not_exist,not_exist,not_exist,64,phi,0.00,55,"['317', '318', '319', '320', '321', '322']"
0_89,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,56,['323']
0_91,trunc_ln,0,39,trunc_ln_reg_851,not_exist,not_exist,3,partselect,0.00,31,"['325', '326', '327', '329']"
0_92,zext_ln39,0,39,mul_ln39_fu_531_p00,not_exist,not_exist,7,zext,0.00,60,['330']
0_93,mul_ln39,0,39,mul_3ns_5ns_7_1_1_U27,mul,Multiplier,7,mul,2.12,61,"['331', '333']"
0_94,tmp_1,0,39,tmp_1_fu_537_p3,not_exist,not_exist,1,bitselect,0.00,62,"['335', '336', '338']"
0_95,shl_ln,0,39,shl_ln_fu_545_p3,not_exist,not_exist,7,bitconcatenate,0.00,63,"['340', '341', '343']"
0_96,urem_ln39,0,39,urem_3ns_3ns_3_7_seq_1_U24,urem,DivnS_SEQ,3,urem,1.33,32,"['344', '346']"
0_97,zext_ln39_1,0,39,zext_ln39_1_fu_523_p1,not_exist,not_exist,64,zext,0.00,57,['347']
0_98,level_counts_1_addr,0,39,not_exist,not_exist,not_exist,2,getelementptr,0.00,58,"['348', '349', '350']"
