node_id,node_name,node_type,line_num,rtl_name,op_type,bitwidth,const_type,content
0_143,empty,2,0,not_exist,not_exist,32,0,1
0_148,empty,2,0,not_exist,not_exist,64,0,1
0_155,empty,2,0,not_exist,not_exist,32,0,7
0_159,empty,2,0,not_exist,not_exist,64,0,0
0_166,empty,2,0,not_exist,not_exist,3,0,0
0_169,empty,2,0,not_exist,not_exist,16,0,255
0_173,empty,2,0,not_exist,not_exist,16,0,65535
0_187,empty,2,0,not_exist,not_exist,32,0,0
0_189,empty,2,0,not_exist,not_exist,32,0,63
0_201,empty,2,0,not_exist,not_exist,8,0,1
0_208,empty,2,0,not_exist,not_exist,9,0,0
0_214,empty,2,0,not_exist,not_exist,9,0,256
0_217,empty,2,0,not_exist,not_exist,9,0,1
0_271,empty,2,0,not_exist,not_exist,32,0,64
0_273,empty,2,0,not_exist,not_exist,32,0,127
0_288,bfs_Pipeline_loop_neighbors,2,0,not_exist,not_exist,1,6,<constant bfs_Pipeline_loop_neighbors>
0_313,empty,2,0,not_exist,not_exist,68,0,29514790517935282586
0_316,empty,2,0,not_exist,not_exist,64,0,5
0_322,empty,2,0,not_exist,not_exist,6,0,0
0_327,empty,2,0,not_exist,not_exist,32,0,67
0_333,empty,2,0,not_exist,not_exist,32,0,2
0_344,empty,2,0,not_exist,not_exist,128,0,18446744073709551615
0_348,empty,2,0,not_exist,not_exist,128,0,340282366920938463463374607431768211455
0_382,empty,2,0,not_exist,not_exist,64,0,10
1_107,empty,2,0,not_exist,not_exist,32,0,1
1_149,empty,2,0,not_exist,not_exist,64,0,2
1_157,empty,2,0,not_exist,not_exist,12,0,1
1_161,empty,2,0,not_exist,not_exist,64,0,0
1_169,empty,2,0,not_exist,not_exist,32,0,7
1_182,empty,2,0,not_exist,not_exist,3,0,0
1_189,empty,2,0,not_exist,not_exist,8,0,127
1_199,empty,2,0,not_exist,not_exist,64,0,1
1_240,empty,2,0,not_exist,not_exist,16,0,255
1_244,empty,2,0,not_exist,not_exist,16,0,65535
1_278,empty,2,0,not_exist,not_exist,1,0,1
1_281,empty,2,0,not_exist,not_exist,1,0,0
