edge_id,edge_type,source_obj,sink_obj,is_back_edge
0_147,1,0_146,0_8,0
0_150,1,0_5,0_9,0
0_152,1,0_151,0_10,0
0_153,1,0_151,0_11,0
0_154,1,0_6,0_27,0
0_156,1,0_155,0_27,0
0_157,1,0_9,0_27,0
0_159,1,0_158,0_28,0
0_160,1,0_27,0_28,0
0_161,1,0_7,0_29,0
0_162,1,0_155,0_29,0
0_163,1,0_155,0_29,0
0_164,1,0_151,0_30,0
0_165,1,0_29,0_30,0
0_167,1,0_166,0_31,0
0_168,1,0_8,0_31,0
0_169,2,0_38,0_32,0
0_170,1,0_8,0_34,0
0_171,1,0_34,0_35,0
0_173,1,0_172,0_35,0
0_174,1,0_35,0_37,0
0_175,2,0_143,0_37,0
0_176,2,0_44,0_37,0
0_177,1,0_34,0_39,0
0_178,1,0_34,0_41,0
0_180,1,0_179,0_41,0
0_181,1,0_41,0_42,0
0_182,2,0_51,0_43,0
0_183,1,0_155,0_45,0
0_184,2,0_44,0_45,0
0_185,1,0_79,0_45,1
0_186,2,0_81,0_45,1
0_188,1,0_187,0_46,0
0_189,2,0_44,0_46,0
0_190,1,0_49,0_46,1
0_191,2,0_81,0_46,1
0_192,1,0_46,0_47,0
0_194,1,0_193,0_47,0
0_195,1,0_46,0_49,0
0_197,1,0_196,0_49,0
0_198,1,0_47,0_50,0
0_199,2,0_59,0_50,0
0_200,2,0_88,0_50,0
0_201,1,0_46,0_52,0
0_202,1,0_46,0_53,0
0_203,1,0_6,0_55,0
0_204,1,0_155,0_55,0
0_205,1,0_52,0_55,0
0_206,1,0_55,0_56,0
0_207,1,0_56,0_57,0
0_208,1,0_39,0_57,0
0_209,1,0_57,0_58,0
0_210,2,0_81,0_58,0
0_211,2,0_74,0_58,0
0_214,1,0_46,0_60,0
0_216,1,0_215,0_60,0
0_217,1,0_53,0_61,0
0_218,1,0_1,0_62,0
0_219,1,0_155,0_62,0
0_220,1,0_61,0_62,0
0_221,1,0_62,0_63,0
0_222,1,0_63,0_64,0
0_223,1,0_2,0_65,0
0_224,1,0_155,0_65,0
0_225,1,0_61,0_65,0
0_226,1,0_65,0_66,0
0_227,1,0_66,0_67,0
0_230,1,0_64,0_68,0
0_231,1,0_67,0_68,0
0_232,1,0_60,0_68,0
0_235,1,0_63,0_69,0
0_237,1,0_236,0_69,0
0_239,1,0_238,0_69,0
0_241,1,0_66,0_70,0
0_242,1,0_236,0_70,0
0_243,1,0_238,0_70,0
0_245,1,0_69,0_71,0
0_246,1,0_70,0_71,0
0_247,1,0_60,0_71,0
0_248,1,0_68,0_72,0
0_249,1,0_71,0_72,0
0_250,1,0_72,0_73,0
0_251,2,0_81,0_73,0
0_252,2,0_78,0_73,0
0_254,1,0_253,0_75,0
0_255,1,0_45,0_75,0
0_256,1,0_68,0_75,0
0_257,1,0_71,0_75,0
0_258,1,0_3,0_75,0
0_259,1,0_4,0_75,0
0_260,1,0_6,0_75,0
