node_id,node_name,node_type,line_num,rtl_name,op_type,core_name,bitwidth,opcode,m_delay,topo_index,oprand_edges
0_9,horizon,0,0,not_exist,not_exist,not_exist,64,alloca,0.00,1,['200']
0_27,starting_node_read,0,10,not_exist,not_exist,not_exist,64,read,0.00,2,"['202', '203']"
0_28,trunc_ln18,0,18,trunc_ln18_fu_347_p1,not_exist,not_exist,1,trunc,0.00,10,['204']
0_29,shl_ln,0,18,shl_ln_fu_350_p3,not_exist,not_exist,4,bitconcatenate,0.00,11,"['206', '207', '209']"
0_30,lshr_ln,0,18,lshr_ln_fu_327_p4,not_exist,not_exist,7,partselect,0.00,3,"['211', '212', '213', '215']"
0_31,zext_ln18,0,18,zext_ln18_fu_337_p1,not_exist,not_exist,64,zext,0.00,4,['216']
0_32,level_addr,0,18,not_exist,not_exist,not_exist,7,getelementptr,0.00,5,"['217', '219', '220']"
0_33,level_load,0,18,not_exist,ram,RAM,16,load,2.26,6,['221']
0_34,zext_ln18_1,0,18,zext_ln18_1_fu_358_p1,not_exist,not_exist,16,zext,0.00,12,['222']
0_35,shl_ln18,0,18,shl_ln18_fu_362_p2,shl,Shifter,16,shl,0.00,13,"['224', '225']"
0_36,xor_ln18,0,18,xor_ln18_fu_368_p2,xor,LogicGate,16,xor,0.00,14,"['226', '228']"
0_37,and_ln18,0,18,and_ln18_fu_374_p2,and,LogicGate,16,and,1.67,15,"['229', '230']"
0_38,level_addr_write_ln18,0,18,not_exist,ram,RAM,0,store,2.26,16,"['231', '232', '770']"
0_39,level_counts_0_addr,0,19,not_exist,not_exist,not_exist,2,getelementptr,0.00,7,"['233', '234', '235']"
0_40,level_counts_0_load,0,19,not_exist,ram,RAM,128,load,1.20,8,['236']
0_41,tmp_s,0,19,tmp_s_fu_381_p5,not_exist,not_exist,128,partset,0.00,17,"['238', '239', '241', '243', '245']"
0_42,level_counts_0_addr_write_ln19,0,19,not_exist,ram,RAM,0,store,1.20,18,"['246', '247', '769']"
0_43,horizon_write_ln21,0,21,not_exist,not_exist,not_exist,0,store,0.84,9,"['248', '249']"
0_44,br_ln21,0,21,not_exist,not_exist,not_exist,0,br,0.00,19,['250']
0_46,horizon_1,0,39,not_exist,not_exist,not_exist,64,load,0.00,20,"['251', '774']"
0_48,trunc_ln21,0,21,trunc_ln21_fu_397_p1,not_exist,not_exist,8,trunc,0.00,21,['252']
0_49,trunc_ln21_1,0,21,trunc_ln21_1_fu_401_p1,not_exist,not_exist,2,trunc,0.00,22,['253']
0_50,trunc_ln21_2,0,21,trunc_ln21_2_fu_405_p1,not_exist,not_exist,4,trunc,0.00,23,['254']
0_51,add_ln21,0,21,add_ln21_fu_409_p2,add,Adder,64,add,1.81,24,"['255', '256']"
0_52,add_ln21_cast2,0,21,add_ln21_cast2_fu_415_p2,add,Adder,4,add,1.01,25,"['257', '259']"
0_53,add_ln21_cast,0,21,add_ln21_cast_fu_421_p2,add,Adder,2,add,0.85,26,"['260', '262']"
0_54,empty,0,21,empty_fu_427_p2,add,Adder,8,add,1.35,27,"['263', '265']"
0_55,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.84,28,['266']
0_57,cnt,0,0,not_exist,not_exist,not_exist,64,phi,0.00,29,"['267', '268', '269', '270']"
0_58,n,0,0,not_exist,not_exist,not_exist,9,phi,0.00,30,"['272', '273', '274', '275']"
0_59,trunc_ln24,0,24,trunc_ln24_fu_433_p1,not_exist,not_exist,1,trunc,0.00,31,['276']
0_60,icmp_ln24,0,24,icmp_ln24_fu_437_p2,icmp,Cmp,1,icmp,0.90,32,"['277', '279']"
0_62,n_1,0,24,n_1_fu_443_p2,add,Adder,9,add,1.35,33,"['280', '282']"
0_63,br_ln24,0,24,not_exist,not_exist,not_exist,0,br,0.00,34,"['283', '284', '285']"
0_66,shl_ln1,0,25,shl_ln1_fu_497_p3,not_exist,not_exist,4,bitconcatenate,0.00,49,"['286', '287', '288']"
0_67,lshr_ln2,0,25,lshr_ln2_fu_449_p4,not_exist,not_exist,7,partselect,0.00,35,"['290', '291', '292', '293']"
0_68,zext_ln25,0,25,zext_ln25_fu_459_p1,not_exist,not_exist,64,zext,0.00,36,['294']
0_69,level_addr_1,0,25,not_exist,not_exist,not_exist,7,getelementptr,0.00,37,"['295', '296', '297']"
0_70,level_load_1,0,25,not_exist,ram,RAM,16,load,2.26,38,['298']
