rtl_name,lut,ff,dsp,bram,uram
mux_21_64_1_1_U1,9,0,0,0,0
mux_21_64_1_1_U2,9,0,0,0,0
mux_21_64_1_1_U3,9,0,0,0,0
add_ln21_cast2_fu_415_p2,13,0,0,0,0
add_ln21_cast_fu_421_p2,10,0,0,0,0
add_ln21_fu_409_p2,71,0,0,0,0
and_ln18_fu_374_p2,16,0,0,0,0
and_ln33_fu_788_p2,16,0,0,0,0
and_ln39_1_fu_876_p2,128,0,0,0,0
and_ln39_2_fu_838_p2,128,0,0,0,0
and_ln39_fu_910_p2,2,0,0,0,0
cnt_4_fu_810_p2,71,0,0,0,0
e_2_fu_817_p2,71,0,0,0,0
empty_fu_427_p2,15,0,0,0,0
icmp_ln21_fu_905_p2,29,0,0,0,0
icmp_ln24_fu_437_p2,11,0,0,0,0
icmp_ln25_fu_526_p2,29,0,0,0,0
icmp_ln28_1_fu_632_p2,29,0,0,0,0
icmp_ln28_fu_628_p2,29,0,0,0,0
icmp_ln32_fu_766_p2,11,0,0,0,0
icmp_ln39_fu_899_p2,29,0,0,0,0
level_counts_1_d0,128,0,0,0,0
lshr_ln25_fu_508_p2,35,0,0,0,0
lshr_ln26_1_fu_580_p2,950,0,0,0,0
lshr_ln26_fu_566_p2,950,0,0,0,0
lshr_ln29_1_fu_703_p2,423,0,0,0,0
lshr_ln29_fu_681_p2,423,0,0,0,0
lshr_ln30_fu_756_p2,35,0,0,0,0
n_1_fu_443_p2,16,0,0,0,0
or_ln33_fu_803_p2,16,0,0,0,0
or_ln39_fu_892_p2,128,0,0,0,0
shl_ln18_fu_362_p2,35,0,0,0,0
shl_ln33_1_fu_797_p2,35,0,0,0,0
shl_ln33_fu_776_p2,35,0,0,0,0
shl_ln39_1_fu_886_p2,423,0,0,0,0
shl_ln39_2_fu_826_p2,423,0,0,0,0
shl_ln39_3_fu_848_p2,423,0,0,0,0
shl_ln39_fu_864_p2,423,0,0,0,0
xor_ln18_fu_368_p2,16,0,0,0,0
xor_ln33_fu_782_p2,16,0,0,0,0
xor_ln39_1_fu_832_p2,128,0,0,0,0
xor_ln39_fu_870_p2,128,0,0,0,0
ap_NS_fsm_mux,57,0,0,0,0
ap_phi_mux_cnt_2_phi_fu_303_p4_mux,13,0,0,0,0
cnt_1_reg_278_mux,9,0,0,0,0
cnt_3_reg_311_mux,9,0,0,0,0
cnt_reg_254_mux,9,0,0,0,0
e_1_reg_289_mux,9,0,0,0,0
horizon_fu_128_mux,9,0,0,0,0
level_address0_mux,25,0,0,0,0
level_counts_0_address0_mux,21,0,0,0,0
level_counts_0_d0_mux,13,0,0,0,0
level_counts_1_address0_mux,13,0,0,0,0
level_d0_mux,13,0,0,0,0
n_reg_266_mux,9,0,0,0,0
add_ln21_cast2_reg_951,0,4,0,0,0
add_ln21_cast_reg_956,0,2,0,0,0
add_ln21_reg_945,0,64,0,0,0
and_ln_reg_986,0,1,0,0,0
ap_CS_fsm,0,13,0,0,0
cnt_1_reg_278,0,64,0,0,0
cnt_3_reg_311,0,64,0,0,0
cnt_reg_254,0,64,0,0,0
e_1_reg_289,0,64,0,0,0
empty_reg_961,0,8,0,0,0
horizon_fu_128,0,64,0,0,0
level_addr_2_reg_1062,0,7,0,0,0
level_addr_reg_932,0,7,0,0,0
level_counts_0_addr_1_reg_1001,0,2,0,0,0
level_counts_1_addr_reg_996,0,2,0,0,0
lshr_ln4_reg_1057,0,7,0,0,0
n_1_reg_976,0,9,0,0,0
n_reg_266,0,9,0,0,0
tmp_1_reg_1009,0,1,0,0,0
tmp_begin_reg_1024,0,64,0,0,0
tmp_end_reg_1030,0,64,0,0,0
trunc_ln24_reg_966,0,1,0,0,0
trunc_ln30_reg_1052,0,1,0,0,0
trunc_ln39_reg_992,0,1,0,0,0
